CCIW Indoor Performance List
60 Meters

1,"Ombogo, Jereme",SO-2,North Park,6.79,NCC Heenan Invitational,"Feb 11, 2023"
2,"Spivery, Jamauri",SR-4,North Central (Ill.),6.88,Ripon Final Qualifier & Multi,"Mar 3, 2023"
3,"Scott, Jahari",FR-1,Illinois Wesleyan,6.92,Titan Open 2023,"Feb 11, 2023"
4,"Schumacher, Keondre",SR-4,Illinois Wesleyan,6.98,Titan First Chance 2023,"Dec 10, 2022"
4,"Sottos, Seth",SR-4,Augustana (Ill.),6.98,Darren Young Classic,"Feb 11, 2023"
6,"Anderson, Mac",SO-2,Carthage,7.00,CCIW Indoor Track & Field Championships,"Feb 24, 2023"
7,"Griffin, Colin",SO-2,Millikin,7.01,2023 Blue Demon Alumni Classic,"Jan 20, 2023"
8,"Zimny, Landon",FR-1,Augustana (Ill.),7.04,Frigid Bee Invitational,"Dec 3, 2022"
8,"Lind, Kevin",SR-4,Carroll (Wis.),"7.04
(55)",Tadd Metzger Invitational,"Feb 3, 2023"
10,"Bleich, Caleb",JR-3,Millikin,7.05,Friday Night Shirk 2023,"Feb 17, 2023"
11,"Lewis, Matt",FR-1,North Central (Ill.),7.10,NCC Heenan Invitational,"Feb 11, 2023"
11,"Clements, Braeden",JR-3,Augustana (Ill.),7.10,Frigid Bee Invitational,"Dec 3, 2022"
13,"Tacket, Jacob",FR-1,Illinois Wesleyan,7.12,Titan First Chance 2023,"Dec 10, 2022"
13,"Williams, Jahron",SO-2,North Central (Ill.),7.12,NCC Cardinal Opener Track & Field Invitational-2023,"Jan 14, 2023"
13,"McBride, Connor",JR-3,Augustana (Ill.),7.12,"Leonard ""Squig"" Converse Invitational & Multi","Jan 27, 2023"
16,"Ratcliff, Carter",FR-1,Carroll (Wis.),7.14,UW-Oshkosh 'Titan Challenge',"Feb 18, 2023"
17,"Abracia-Wendel, Sean",FR-1,Augustana (Ill.),7.16,Darren Young Classic,"Feb 11, 2023"
18,"Clausen, Isaiah",SR-4,Wheaton (Ill.),7.17,Aurora Grand Prix,"Jan 27, 2023"
19,"Nelson, Jaylan",FR-1,Carthage,7.18,Snow Day Invitational,"Jan 20, 2023"
20,"Saunders, Eddie",SO-2,Illinois Wesleyan,7.19,CCIW Indoor Track & Field Championships,"Feb 24, 2023"
21,"Harvey, Alex",SO-2,Illinois Wesleyan,7.20,Keck Select 2023,"Feb 3, 2023"
21,"Koslofski, Kemper",FR-1,Millikin,7.20,Titan First Chance 2023,"Dec 10, 2022"
21,"Smith, Jason",SO-2,Augustana (Ill.),7.20,Frigid Bee Invitational,"Dec 3, 2022"
24,"Jarvis, Alex",JR-3,Carthage,"7.21
(55)",Tadd Metzger Invitational,"Feb 3, 2023"
24,"Tomko, Cameron",SO-2,Augustana (Ill.),7.21,"Leonard ""Squig"" Converse Invitational & Multi","Jan 27, 2023"

200 Meters

1,"Ombogo, Jereme",SO-2,North Park,6.79,NCC Heenan Invitational,"Feb 11, 2023"
2,"Spivery, Jamauri",SR-4,North Central (Ill.),6.88,Ripon Final Qualifier & Multi,"Mar 3, 2023"
3,"Scott, Jahari",FR-1,Illinois Wesleyan,6.92,Titan Open 2023,"Feb 11, 2023"
