Northwest Conference Indoor Performance List
60 Meters

1,"Hines, Solo",SO-2,Whitworth,6.71,Inland Northwest Invitational hosted by Whitworth University,"Jan 28, 2023"
2,"Sanchez, Keola",JR-3,Pacific Lutheran,6.94,2023 UW Invite,"Jan 27, 2023"
3,"Morris, Byron",JR-3,George Fox,6.98,2023 Ken Shannon Invitational,"Feb 24, 2023"
4,"Meade, Kellen",SO-2,Pacific Lutheran,7.05,Whitworth Invitational (Indoor),"Feb 10, 2023"
5,"Lahusky, Jordan",FR-1,Lewis & Clark,7.07,George Fox Indoor #2 Invite,"Feb 17, 2023"
6,"Moreland, Romel",SO-2,Pacific (Ore.),7.10,George Fox Indoor #2 Invite,"Feb 17, 2023"
7,"Ojukwu, John",SR-4,George Fox,7.12,2023 Ken Shannon Invitational,"Feb 24, 2023"
8,"Lemma, Grady",SO-2,Pacific Lutheran,7.14,2023 UW Preview,"Jan 14, 2023"
8,"Migani, Dieumerci",FR-1,George Fox,7.14,George Fox Indoor,"Feb 5, 2023"
8,"Stokes, Dante",SO-2,Whitworth,7.14,2023 Lauren McCluskey Memorial,"Jan 20, 2023"
11,"Baker, Davis",FR-1,George Fox,7.15,George Fox Indoor,"Feb 5, 2023"
12,"Fritz, Jonathan",FR-1,Lewis & Clark,7.16,Whitworth Invitational (Indoor),"Feb 10, 2023"
13,"Seymour, Cameron",JR-3,George Fox,7.19,George Fox Indoor,"Feb 5, 2023"
14,"Phillips, Tayler",SR-4,George Fox,7.20,NCAA Division III Indoor Track & Field Championships,"Mar 10, 2023"
14,"Phillips, Desmond",SO-2,Linfield,7.20,2023 Lauren McCluskey Memorial,"Jan 20, 2023"
16,"Morris, Chandler",JR-3,Linfield,7.21,2023 Lauren McCluskey Memorial,"Jan 20, 2023"
16,"Wisenbaker, Garet",SR-4,George Fox,7.21,George Fox Indoor,"Feb 5, 2023"
18,"Pratt, Dylan",FR-1,Whitworth,7.22,2023 Spokane Indoor Challenge,"Jan 13, 2023"
18,"Jackson, Dylan",SO-2,Linfield,7.22,2023 Lauren McCluskey Memorial,"Jan 20, 2023"
20,"Booker, Zion",SO-2,Pacific (Ore.),7.24,George Fox Indoor #2 Invite,"Feb 17, 2023"
20,"Vargas, Tyler",JR-3,Pacific (Ore.),7.24,George Fox Indoor,"Feb 5, 2023"
22,"Dahl, Lucas",FR-1,Pacific (Ore.),7.25,George Fox Indoor #2 Invite,"Feb 17, 2023"
23,"Swinton, Steele",FR-1,Pacific Lutheran,7.28,Whitworth Invitational (Indoor),"Feb 10, 2023"
24,"Bantolina, Brody",FR-1,Pacific (Ore.),7.29,George Fox Indoor #2 Invite,"Feb 17, 2023"
25,"Penaloza, Lucio",FR-1,Pacific Lutheran,7.30,Whitworth Invitational (Indoor),"Feb 10, 2023"
26,"Howmiller, Jacob",FR-1,Puget Sound,7.31,Whitworth Invitational (Indoor),"Feb 10, 2023"
200 Meters

1,"Hines, Solo",SO-2,Whitworth,6.71,Inland Northwest Invitational hosted by Whitworth University,"Jan 28, 2023"
2,"Sanchez, Keola",JR-3,Pacific Lutheran,6.94,2023 UW Invite,"Jan 27, 2023"
3,"Morris, Byron",JR-3,George Fox,6.98,2023 Ken Shannon Invitational,"Feb 24, 2023"
4,"Meade, Kellen",SO-2,Pacific Lutheran,7.05,Whitworth Invitational (Indoor),"Feb 10, 2023"
5,"Lahusky, Jordan",FR-1,Lewis & Clark,7.07,George Fox Indoor #2 Invite,"Feb 17, 2023"
6,"Moreland, Romel",SO-2,Pacific (Ore.),7.10,George Fox Indoor #2 Invite,"Feb 17, 2023"
7,"Ojukwu, John",SR-4,George Fox,7.12,2023 Ken Shannon Invitational,"Feb 24, 2023"
8,"Lemma, Grady",SO-2,Pacific Lutheran,7.14,2023 UW Preview,"Jan 14, 2023"
8,"Migani, Dieumerci",FR-1,George Fox,7.14,George Fox Indoor,"Feb 5, 2023"
8,"Stokes, Dante",SO-2,Whitworth,7.14,2023 Lauren McCluskey Memorial,"Jan 20, 2023"
11,"Baker, Davis",FR-1,George Fox,7.15,George Fox Indoor,"Feb 5, 2023"
12,"Fritz, Jonathan",FR-1,Lewis & Clark,7.16,Whitworth Invitational (Indoor),"Feb 10, 2023"
13,"Seymour, Cameron",JR-3,George Fox,7.19,George Fox Indoor,"Feb 5, 2023"
14,"Phillips, Tayler",SR-4,George Fox,7.20,NCAA Division III Indoor Track & Field Championships,"Mar 10, 2023"
14,"Phillips, Desmond",SO-2,Linfield,7.20,2023 Lauren McCluskey Memorial,"Jan 20, 2023"
16,"Morris, Chandler",JR-3,Linfield,7.21,2023 Lauren McCluskey Memorial,"Jan 20, 2023"
16,"Wisenbaker, Garet",SR-4,George Fox,7.21,George Fox Indoor,"Feb 5, 2023"
18,"Pratt, Dylan",FR-1,Whitworth,7.22,2023 Spokane Indoor Challenge,"Jan 13, 2023"
18,"Jackson, Dylan",SO-2,Linfield,7.22,2023 Lauren McCluskey Memorial,"Jan 20, 2023"
20,"Booker, Zion",SO-2,Pacific (Ore.),7.24,George Fox Indoor #2 Invite,"Feb 17, 2023"
20,"Vargas, Tyler",JR-3,Pacific (Ore.),7.24,George Fox Indoor,"Feb 5, 2023"
22,"Dahl, Lucas",FR-1,Pacific (Ore.),7.25,George Fox Indoor #2 Invite,"Feb 17, 2023"
23,"Swinton, Steele",FR-1,Pacific Lutheran,7.28,Whitworth Invitational (Indoor),"Feb 10, 2023"
24,"Bantolina, Brody",FR-1,Pacific (Ore.),7.29,George Fox Indoor #2 Invite,"Feb 17, 2023"
25,"Penaloza, Lucio",FR-1,Pacific Lutheran,7.30,Whitworth Invitational (Indoor),"Feb 10, 2023"
26,"Howmiller, Jacob",FR-1,Puget Sound,7.31,Whitworth Invitational (Indoor),"Feb 10, 2023"
400 Meters

1,"Hines, Solo",SO-2,Whitworth,6.71,Inland Northwest Invitational hosted by Whitworth University,"Jan 28, 2023"
2,"Sanchez, Keola",JR-3,Pacific Lutheran,6.94,2023 UW Invite,"Jan 27, 2023"
3,"Morris, Byron",JR-3,George Fox,6.98,2023 Ken Shannon Invitational,"Feb 24, 2023"
4,"Meade, Kellen",SO-2,Pacific Lutheran,7.05,Whitworth Invitational (Indoor),"Feb 10, 2023"
5,"Lahusky, Jordan",FR-1,Lewis & Clark,7.07,George Fox Indoor #2 Invite,"Feb 17, 2023"
6,"Moreland, Romel",SO-2,Pacific (Ore.),7.10,George Fox Indoor #2 Invite,"Feb 17, 2023"
7,"Ojukwu, John",SR-4,George Fox,7.12,2023 Ken Shannon Invitational,"Feb 24, 2023"
8,"Lemma, Grady",SO-2,Pacific Lutheran,7.14,2023 UW Preview,"Jan 14, 2023"
