AARTFC Outdoor Performance List
100 Meters

1,"Traore, Cheickna",SR-4,Ramapo,10.46,Hurricane Invitational,"Mar 17, 2023",2.1
2,"Holland, Myron",JR-3,Elizabethtown,10.54,40th Millersville Metrics,"Mar 31, 2023",2.9
3,"Montville, Brexton",JR-3,Plattsburgh St.,10.70,Saints Ice Broken Open,"Apr 1, 2023",3.7
4,"Beasley, Jah'mere",SO-2,Rowan,10.72,Oscar Moore Invitational 2023,"Apr 8, 2023",0.4
5,"Beard, Ryan",SR-4,Westminster (Pa.),10.75,Dave Labor Invitational,"Mar 31, 2023",5.5
6,"Frank, Andy",SR-4,Ithaca,10.76,Muhlenberg Outdoor Invitational,"Apr 1, 2023",2.2
7,"Corcoran, Evan",FR-1,Rowan,10.79,Oscar Moore Invitational 2023,"Apr 8, 2023",0.9
8,"Schmitt, Raymond",JR-3,TCNJ,10.80,2023 95th Clyde Littlefield Texas Relays,"Mar 29, 2023",3.2
8,"Scott, Michael",SO-2,Springfield,10.80,Springfield College Classic,"Apr 8, 2023",2.0
10,"Jeffes, Josh",SO-2,SUNY Delhi,10.81,2023 Hamilton College Continental Invitational,"Apr 1, 2023",1.2
11,"Gray, Trevor",SO-2,Moravian,10.83,Muhlenberg Outdoor Invitational,"Apr 1, 2023",2.2
12,"Summers, Cameron",SR-4,Stevenson,10.84,2023 Danny Curran Invitational,"Mar 30, 2023",-0.3
13,"Weber, Evan",JR-3,Springfield,10.85,Springfield College Classic,"Apr 8, 2023",1.2
13,"Davis, Deron",FR-1,SUNY Delhi,10.85,2023 Hamilton College Continental Invitational,"Apr 1, 2023",1.2
13,"Jensen, Lance",SO-2,SUNY Geneseo,10.85,RIT Invitational,"Apr 8, 2023",1.2
16,"Say, Conrad",JR-3,Johns Hopkins,10.88,2023 Towson Spring Open,"Mar 31, 2023",1.8
17,"Ottenwalder, Aaron",FR-1,Brockport St.,10.94,Geneseo Early Season Invitational,"Apr 2, 2023",1.3
18,"Cipriano, Jarod",SR-4,Misericordia,10.95,Misericordia Twilight 2023,"Apr 4, 2023",0.1
18,"McGrath, Tyler",FR-1,Buffalo State,10.95,Vertklasse,"Mar 31, 2023",3.7
18,"Jones, Aaron",SR-4,Cortland St.,10.95,Cortland Red Dragon Open,"Apr 8, 2023",0.4
21,"Latham, Carson",SO-2,Stockton,10.96,Osprey Open and Multi,"Apr 7, 2023",NWI
21,"Gomez, Justin",JR-3,TCNJ,10.96,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.2
21,"Love, Shamar",SO-2,Rowan,10.96,2023 Danny Curran Invitational,"Mar 30, 2023",-0.3
24,"Etienne, Dave",SR-4,New Jersey City,10.98,2023 TCNJ Invitational,"Apr 8, 2023",0.4
25,"Penta, Anthony",JR-3,Springfield,10.99,Springfield College Classic,"Apr 8, 2023",2.0
25,"Byrd, Masai",FR-1,Rowan,10.99,Oscar Moore Invitational 2023,"Apr 8, 2023",0.4
200 Meters

1,"Traore, Cheickna",SR-4,Ramapo,10.46,Hurricane Invitational,"Mar 17, 2023",2.1
2,"Holland, Myron",JR-3,Elizabethtown,10.54,40th Millersville Metrics,"Mar 31, 2023",2.9
3,"Montville, Brexton",JR-3,Plattsburgh St.,10.70,Saints Ice Broken Open,"Apr 1, 2023",3.7
4,"Beasley, Jah'mere",SO-2,Rowan,10.72,Oscar Moore Invitational 2023,"Apr 8, 2023",0.4
