Little East Indoor Performance List
60 Meters

1,"Doss , Steven",FR-1,RIC,6.98,Little East Indoor Track & Field Championship,"Feb 18, 2023"
2,"Grace, Antoine",SR-4,Southern Maine,"7.12
(55)",USM II,"Jan 7, 2023"
3,"Manuel, Xavier",SO-2,UMass Dartmouth,7.14,Little East Indoor Track & Field Championship,"Feb 18, 2023"
3,"Hatcher, Jyaire",SR-4,Plymouth State,7.14,Plymouth State Winter Classic,"Dec 10, 2022"
5,"Obidike, Bryan",SO-2,UMass Dartmouth,7.15,Little East Indoor Track & Field Championship,"Feb 18, 2023"
6,"Lundy, Edward",SR-4,UMass Dartmouth,7.16,MIT Gordon Kelly Invitational,"Feb 11, 2023"
7,"Klein, Sam",FR-1,Eastern Conn. St.,7.21,Little East Indoor Track & Field Championship,"Feb 18, 2023"
8,"Shain, Ethan",SO-2,Southern Maine,"7.22
(55)",USM Husky Invitational,"Jan 28, 2023"
9,"Phongsa, Eric",SO-2,Eastern Conn. St.,"7.25
(55)",CGA Winter invite #2,"Feb 3, 2023"
10,"Fogg, Nathan",FR-1,Southern Maine,"7.27
(55)",USM Husky Invitational,"Jan 28, 2023"
10,"Karweh, Izaiah",FR-1,RIC,7.27,Beacon Invitational,"Dec 10, 2022"
12,"Griffiths, Ian",SR-4,Plymouth State,7.28,Little East Indoor Track & Field Championship,"Feb 18, 2023"
13,"Schimmelpfennig, Adam",SO-2,Eastern Conn. St.,"7.33
(55)",The William Sutherland III Inv,"Jan 22, 2023"
13,"Akinwunmi, Ollie",JR-3,UMass Dartmouth,7.33,2023 Wheaton Invitational,"Jan 28, 2023"
13,"Law, Aidan",FR-1,Keene State,7.33,Panther Invitational I,"Jan 21, 2023"
16,"Evans, DeAnthony",FR-1,Southern Maine,7.34,MIT Tri-Meet,"Jan 14, 2023"
16,"Hatch, Chris",FR-1,Southern Maine,7.34,2023 Maine State Indoor Championships,"Feb 4, 2023"
18,"Matrille, Albert",FR-1,Southern Maine,"7.35
(55)",USM Open I,"Dec 10, 2022"
18,"McDonough, Scott",JR-3,UMass Dartmouth,"7.35
(55)",CGA Winter invite #2,"Feb 3, 2023"
20,"Flanders, Reilly",FR-1,Castleton,7.36,Middlebury Field and Track Meet,"Feb 11, 2023"
20,"Greene, Carl",FR-1,UMass Dartmouth,7.36,MIT Gordon Kelly Invitational,"Feb 11, 2023"
22,"Briggs, Isiah",FR-1,RIC,7.40,Springfield College Home Opener,"Dec 3, 2022"
23,"Castillo, Jalen",FR-1,UMass Dartmouth,7.42,MIT Gordon Kelly Invitational,"Feb 11, 2023"
23,"Perry, Macalyster",FR-1,Castleton,7.42,Middlebury Snowflake Invitational,"Jan 14, 2023"
25,"Hennessy, Aidan",JR-3,Eastern Conn. St.,"7.43
(55)",Art Kadish Elm City Challenge,"Dec 2, 2022"

200 Meters

1,"Doss , Steven",FR-1,RIC,6.98,Little East Indoor Track & Field Championship,"Feb 18, 2023"
2,"Grace, Antoine",SR-4,Southern Maine,"7.12
(55)",USM II,"Jan 7, 2023"
3,"Manuel, Xavier",SO-2,UMass Dartmouth,7.14,Little East Indoor Track & Field Championship,"Feb 18, 2023"
3,"Hatcher, Jyaire",SR-4,Plymouth State,7.14,Plymouth State Winter Classic,"Dec 10, 2022"
5,"Obidike, Bryan",SO-2,UMass Dartmouth,7.15,Little East Indoor Track & Field Championship,"Feb 18, 2023"
6,"Lundy, Edward",SR-4,UMass Dartmouth,7.16,MIT Gordon Kelly Invitational,"Feb 11, 2023"
7,"Klein, Sam",FR-1,Eastern Conn. St.,7.21,Little East Indoor Track & Field Championship,"Feb 18, 2023"
8,"Shain, Ethan",SO-2,Southern Maine,"7.22
(55)",USM Husky Invitational,"Jan 28, 2023"
9,"Phongsa, Eric",SO-2,Eastern Conn. St.,"7.25
(55)",CGA Winter invite #2,"Feb 3, 2023"
10,"Fogg, Nathan",FR-1,Southern Maine,"7.27
(55)",USM Husky Invitational,"Jan 28, 2023"
10,"Karweh, Izaiah",FR-1,RIC,7.27,Beacon Invitational,"Dec 10, 2022"
12,"Griffiths, Ian",SR-4,Plymouth State,7.28,Little East Indoor Track & Field Championship,"Feb 18, 2023"
13,"Schimmelpfennig, Adam",SO-2,Eastern Conn. St.,"7.33
(55)",The William Sutherland III Inv,"Jan 22, 2023"
13,"Akinwunmi, Ollie",JR-3,UMass Dartmouth,7.33,2023 Wheaton Invitational,"Jan 28, 2023"
13,"Law, Aidan",FR-1,Keene State,7.33,Panther Invitational I,"Jan 21, 2023"
16,"Evans, DeAnthony",FR-1,Southern Maine,7.34,MIT Tri-Meet,"Jan 14, 2023"
16,"Hatch, Chris",FR-1,Southern Maine,7.34,2023 Maine State Indoor Championships,"Feb 4, 2023"
18,"Matrille, Albert",FR-1,Southern Maine,"7.35
(55)",USM Open I,"Dec 10, 2022"
18,"McDonough, Scott",JR-3,UMass Dartmouth,"7.35
(55)",CGA Winter invite #2,"Feb 3, 2023"
20,"Flanders, Reilly",FR-1,Castleton,7.36,Middlebury Field and Track Meet,"Feb 11, 2023"
20,"Greene, Carl",FR-1,UMass Dartmouth,7.36,MIT Gordon Kelly Invitational,"Feb 11, 2023"
22,"Briggs, Isiah",FR-1,RIC,7.40,Springfield College Home Opener,"Dec 3, 2022"
23,"Castillo, Jalen",FR-1,UMass Dartmouth,7.42,MIT Gordon Kelly Invitational,"Feb 11, 2023"
23,"Perry, Macalyster",FR-1,Castleton,7.42,Middlebury Snowflake Invitational,"Jan 14, 2023"
25,"Hennessy, Aidan",JR-3,Eastern Conn. St.,"7.43
(55)",Art Kadish Elm City Challenge,"Dec 2, 2022"

400 Meters

1,"Doss , Steven",FR-1,RIC,6.98,Little East Indoor Track & Field Championship,"Feb 18, 2023"
2,"Grace, Antoine",SR-4,Southern Maine,"7.12
(55)",USM II,"Jan 7, 2023"
3,"Manuel, Xavier",SO-2,UMass Dartmouth,7.14,Little East Indoor Track & Field Championship,"Feb 18, 2023"
3,"Hatcher, Jyaire",SR-4,Plymouth State,7.14,Plymouth State Winter Classic,"Dec 10, 2022"
5,"Obidike, Bryan",SO-2,UMass Dartmouth,7.15,Little East Indoor Track & Field Championship,"Feb 18, 2023"
6,"Lundy, Edward",SR-4,UMass Dartmouth,7.16,MIT Gordon Kelly Invitational,"Feb 11, 2023"
7,"Klein, Sam",FR-1,Eastern Conn. St.,7.21,Little East Indoor Track & Field Championship,"Feb 18, 2023"
8,"Shain, Ethan",SO-2,Southern Maine,"7.22
(55)",USM Husky Invitational,"Jan 28, 2023"
9,"Phongsa, Eric",SO-2,Eastern Conn. St.,"7.25
(55)",CGA Winter invite #2,"Feb 3, 2023"
10,"Fogg, Nathan",FR-1,Southern Maine,"7.27
(55)",USM Husky Invitational,"Jan 28, 2023"
10,"Karweh, Izaiah",FR-1,RIC,7.27,Beacon Invitational,"Dec 10, 2022"
12,"Griffiths, Ian",SR-4,Plymouth State,7.28,Little East Indoor Track & Field Championship,"Feb 18, 2023"
13,"Schimmelpfennig, Adam",SO-2,Eastern Conn. St.,"7.33
(55)",The William Sutherland III Inv,"Jan 22, 2023"
13,"Akinwunmi, Ollie",JR-3,UMass Dartmouth,7.33,2023 Wheaton Invitational,"Jan 28, 2023"
13,"Law, Aidan",FR-1,Keene State,7.33,Panther Invitational I,"Jan 21, 2023"
16,"Evans, DeAnthony",FR-1,Southern Maine,7.34,MIT Tri-Meet,"Jan 14, 2023"
16,"Hatch, Chris",FR-1,Southern Maine,7.34,2023 Maine State Indoor Championships,"Feb 4, 2023"
18,"Matrille, Albert",FR-1,Southern Maine,"7.35
(55)",USM Open I,"Dec 10, 2022"
18,"McDonough, Scott",JR-3,UMass Dartmouth,"7.35
(55)",CGA Winter invite #2,"Feb 3, 2023"
