MASCAC Indoor Performance List
60 Meters

1,"Felix, Nate",SR-4,Fitchburg St.,7.15,Brandeis Reggie Poyau Memorial Invitational,"Jan 14, 2023"
2,"Lebbie, Phills",FR-1,Fitchburg St.,7.19,Wesleyan Indoor Invite 2023,"Jan 28, 2023"
3,"Velez, Elvis",FR-1,Worcester State,7.29,Westfield State Invitational,"Feb 11, 2023"
4,"Mcknight, Elijah",SO-2,Fitchburg St.,7.43,Lynn Ruddy Invite,"Feb 18, 2023"
5,"Bourassa, Liam",FR-1,Fitchburg St.,7.51,Westfield State Invitational,"Feb 11, 2023"
6,"Swinehart, Jacob",SO-2,Westfield State,7.52,Utica Holiday Classic,"Dec 10, 2022"
7,"Foley, Michael",SO-2,Westfield State,7.54,Pre Post-Season,"Feb 18, 2023"
8,"DeBarber, Brendan",JR-3,Westfield State,7.57,Springfield College Home Opener,"Dec 3, 2022"
9,"Shimiyimana, Eric",JR-3,Fitchburg St.,7.58,Westfield State Invitational,"Feb 11, 2023"
10,"Auston, Shaki",SR-4,Fitchburg St.,7.59,Brandeis Reggie Poyau Memorial Invitational,"Jan 14, 2023"
11,"Casiano, Giovanni",SO-2,Worcester State,7.64,Westfield State Invitational,"Feb 11, 2023"
12,"Michaelidis, Paul",FR-1,Fitchburg St.,7.66,Mary Grinaker Invitational,"Dec 3, 2022"
13,"Falcone, Jace",FR-1,Westfield State,7.73,Utica Holiday Classic,"Dec 10, 2022"
13,"Craft, Myles",FR-1,Westfield State,"7.73
(55)",CGA Winter Invite #1,"Jan 14, 2023"
13,"Austin, Jaiden",FR-1,Westfield State,"7.73
(55)",CGA Winter Invite #1,"Jan 14, 2023"
16,"Sacramone, Ben",SR-4,Fitchburg St.,7.83,Wesleyan Indoor Invite 2023,"Jan 28, 2023"
17,"Gomez, Alan",FR-1,Worcester State,"8.02
(55)",CGA Winter Invite #1,"Jan 14, 2023"
17,"Pelletier, Michael",FR-1,Westfield State,8.02,Springfield College Home Opener,"Dec 3, 2022"
19,"Paolucci, Anthony",JR-3,Worcester State,8.07,Westfield State Invitational,"Feb 11, 2023"
20,"Monette, Cam",FR-1,Fitchburg St.,8.17,Lynn Ruddy Invite,"Feb 18, 2023"
21,"Parisi, Ryan",FR-1,Fitchburg St.,8.27,Lynn Ruddy Invite,"Feb 18, 2023"
22,"Gonzalez, Eliezer",FR-1,Worcester State,8.36,Pre Post-Season,"Feb 18, 2023"
23,"Donelan, Cole",FR-1,Fitchburg St.,8.65,Westfield State Invitational,"Feb 11, 2023"
24,"Copeland, Josiah",FR-1,Westfield State,8.68,Springfield College Home Opener,"Dec 3, 2022"

1,"LaForest, Brenden",SR-4,Westfield State,23.25,Westfield State Invitational,"Feb 11, 2023",NWI
200 Meters

1,"Felix, Nate",SR-4,Fitchburg St.,7.15,Brandeis Reggie Poyau Memorial Invitational,"Jan 14, 2023"
2,"Lebbie, Phills",FR-1,Fitchburg St.,7.19,Wesleyan Indoor Invite 2023,"Jan 28, 2023"
3,"Velez, Elvis",FR-1,Worcester State,7.29,Westfield State Invitational,"Feb 11, 2023"
