
1,"Collier-Smith, Calib",SO-2,Berea,10.36,Mountaineer Open,"Mar 25, 2023",6.4
2,"McLean, Clarence",FR-1,Maryville (Tenn.),10.54,Lee University Invitational,"Mar 25, 2023",4.2
3,"Bridgeman, Cameron",SO-2,Berea,10.55,Mountaineer Open,"Mar 25, 2023",7.4
4,"Emeka-Ibe, David",FR-1,Berea,10.73,Mountaineer Open,"Mar 25, 2023",7.4
5,"Singleton, Kelsey",FR-1,Belhaven,10.75,Belhaven University Invitational,"Mar 25, 2023",1.9
6,"Donsereaux, Chris",JR-3,Piedmont,10.80,Lee University Invitational,"Mar 25, 2023",1.8
7,"Anderson, William",FR-1,Belhaven,10.91,Belhaven University Invitational,"Mar 25, 2023",2.3
8,"Hunter, Tyler",SO-2,Maryville (Tenn.),10.92,Lee University Invitational,"Mar 25, 2023",4.2
9,"Moore, Devin",SO-2,Belhaven,11.06,Southern Miss Invitational,"Mar 31, 2023",1.7
10,"Warbington, Justin",SO-2,Berea,11.16,Mountaineer Open,"Mar 25, 2023",7.4
11,"Nunez, Jean-Paul",SO-2,Berea,11.22,Mountaineer Open,"Mar 25, 2023",7.4
12,"Castaneda, Adrian",FR-1,Berea,11.26,Mountaineer Open,"Mar 25, 2023",7.4
13,"Row, Campbell",FR-1,Covenant,11.34,Lee University Invitational,"Mar 25, 2023",2.9
14,"Barrett, Roy",SO-2,Maryville (Tenn.),11.40,Lee University Invitational,"Mar 25, 2023",2.6
15,"Ozor, Jeffrey",SO-2,Berea,11.42,55th Annual Centre College Track & Field Invitational,"Apr 1, 2023",2.6
16,"Hall, Kalyn",JR-3,Piedmont,11.46,Lee University Invitational,"Mar 25, 2023",2.6
16,"Hampton, Trey",SR-4,Maryville (Tenn.),11.46,Lee University Invitational,"Mar 25, 2023",1.0
18,"Cooper, Chris",FR-1,Maryville (Tenn.),11.50,Victor Ice Breaker Duals 2023,"Mar 4, 2023",0.9
19,"Ellis, Edwin",FR-1,Piedmont,11.52,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",0.8
19,"Cooper, Connor",FR-1,Berea,11.52,Mountaineer Open,"Mar 25, 2023",6.5
21,"Wilcox, Evan",FR-1,Berea,11.64,Mountaineer Open,"Mar 25, 2023",8.2
22,"Upshaw, Jaziah",FR-1,Piedmont,11.65,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",0.6
23,"Stubbs, James",SR-4,Belhaven,11.80,Belhaven University Invitational,"Mar 25, 2023",2.3
24,"Phuyal, Gagan",FR-1,Berea,11.90,Mountaineer Open,"Mar 25, 2023",8.2
25,"Ruffin, Deundre",FR-1,Belhaven,11.93,Belhaven University Invitational,"Mar 25, 2023",2.1
26,"Griffin, Nicholas",JR-3,Piedmont,11.97,Lee University Invitational,"Mar 25, 2023",2.6
27,"Hylwa, Ty",SO-2,Maryville (Tenn.),11.99,Victor Ice Breaker Duals 2023,"Mar 4, 2023",2.2
28,"Collins, Christopher",FR-1,Belhaven,12.12,2023 MC Spring Cleaning Classic,"Mar 4, 2023",-0.3
29,"Boggs, Anthony",SO-2,Berea,12.15,Mountaineer Open,"Mar 25, 2023",5.8
30,"Darling, Immanuel",SO-2,Berea,12.22,Victor Ice Breaker Duals 2023,"Mar 4, 2023",1.6

1,"Blair, Kymiah",SO-2,Berea,11.80,Mountaineer Open,"Mar 25, 2023",6.6
2,"Haynes, Kimona",FR-1,Belhaven,12.48,Belhaven University Invitational,"Mar 25, 2023",1.8
3,"Barnes, Ashaunti",JR-3,Belhaven,12.55,Belhaven University Invitational,"Mar 25, 2023",1.8
4,"Chukwu, Anita",SO-2,Berea,12.89,Mountaineer Open,"Mar 25, 2023",6.6
5,"Greer, Anneshia",JR-3,Belhaven,12.95,Belhaven University Invitational,"Mar 25, 2023",1.5
6,"Hisle, Hannah",SO-2,Berea,13.07,Mountaineer Open,"Mar 25, 2023",6.5
7,"Jemison, Brianna",SO-2,Maryville (Tenn.),13.13,Lee University Invitational,"Mar 25, 2023",4.0
8,"Patterson, Angel",SO-2,Berea,13.14,Mountaineer Open,"Mar 25, 2023",6.5
9,"Christensen, Emma",SO-2,Covenant,13.16,Lee University Invitational,"Mar 25, 2023",4.0
10,"Doyle, Kai",SO-2,Piedmont,13.43,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",2.6
11,"Higginbotham, Imani",JR-3,Wesleyan (Ga.),13.73,UWG Legends Invitational,"Apr 1, 2023",-0.9
12,"Smith, Daehla",JR-3,Covenant,13.76,UWG Legends Invitational,"Apr 1, 2023",-0.9
13,"Brooks, Ileyna",SO-2,Piedmont,13.80,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",2.5
14,"Stokes, Liz",SO-2,Berea,14.12,Victor Ice Breaker Duals 2023,"Mar 4, 2023",0.8
15,"Seymour, Samantha",SO-2,Piedmont,14.32,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",0.5
16,"Kent, Cadance",JR-3,Maryville (Tenn.),14.96,Victor Ice Breaker Duals 2023,"Mar 4, 2023",0.8
17,"Gonzalez, Natalie-Edith",SO-2,Piedmont,15.76,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",1.8
18,"Guenzi, Carla",FR-1,Maryville (Tenn.),16.00,55th Annual Centre College Track & Field Invitational,"Apr 1, 2023",-1.7
19,"Grady, Amiana",JR-3,Maryville (Tenn.),16.15,55th Annual Centre College Track & Field Invitational,"Apr 1, 2023",-0.3
20,"Keel, Trinitee",FR-1,Piedmont,16.66,Lee University Invitational,"Mar 25, 2023",4.0

1,"Singleton, Kelsey",FR-1,Belhaven,21.84,Belhaven University Invitational,"Mar 25, 2023",1.3
2,"Branch, Larry",SO-2,Berea,21.95,Mountaineer Open,"Mar 25, 2023",5.9
3,"McLean, Clarence",FR-1,Maryville (Tenn.),21.99,Lee University Invitational,"Mar 25, 2023",2.1
4,"Ozor, Jeffrey",SO-2,Berea,22.25,Mountaineer Open,"Mar 25, 2023",5.9
5,"Anderson, William",FR-1,Belhaven,22.32,Belhaven University Invitational,"Mar 25, 2023",1.7
6,"Goolsby, Silas",FR-1,Piedmont,22.72,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",-0.4
7,"Collier-Smith, Calib",SO-2,Berea,22.74,Blizzard Buster,"Mar 17, 2023",4.0
8,"Row, Campbell",FR-1,Covenant,22.96,Lee University Invitational,"Mar 25, 2023",3.1
9,"Emeka-Ibe, David",FR-1,Berea,23.00,Mountaineer Open,"Mar 25, 2023",5.8
10,"Moore, Devin",SO-2,Belhaven,23.05,Southern Miss Invitational,"Mar 31, 2023",5.2
11,"Hall, Kalyn",JR-3,Piedmont,23.19,Lee University Invitational,"Mar 25, 2023",3.1
12,"Castaneda, Adrian",FR-1,Berea,23.29,Mountaineer Open,"Mar 25, 2023",6.2
13,"Warbington, Justin",SO-2,Berea,23.34,Mountaineer Open,"Mar 25, 2023",5.8
14,"Hunter, Tyler",SO-2,Maryville (Tenn.),23.39,Victor Ice Breaker Duals 2023,"Mar 4, 2023",3.7
15,"Bridgeman, Cameron",SO-2,Berea,23.59,55th Annual Centre College Track & Field Invitational,"Apr 1, 2023",3.1
16,"Lewis, Jalyn",JR-3,Huntingdon,23.62,Clark Atlanta University Panther Invitational,"Mar 11, 2023",-0.1
17,"Wilson, Caleb",SO-2,Berea,23.65,Mountaineer Open,"Mar 25, 2023",5.9
18,"Ellis, Edwin",FR-1,Piedmont,23.70,Emory Spring Break Classic 2023,"Mar 17, 2023",-1.4
19,"Harris, Tubyron",SR-4,Belhaven,24.02,Belhaven University Invitational,"Mar 25, 2023",1.3
20,"Cooper, Connor",FR-1,Berea,24.10,Mountaineer Open,"Mar 25, 2023",6.8
21,"Cooper, Chris",FR-1,Maryville (Tenn.),24.18,Victor Ice Breaker Duals 2023,"Mar 4, 2023",2.4
22,"Stubbs, James",SR-4,Belhaven,24.39,Southern Miss Invitational,"Mar 31, 2023",2.5
23,"Darling, Immanuel",SO-2,Berea,24.47,Mountaineer Open,"Mar 25, 2023",6.2
24,"Ruffin, Deundre",FR-1,Belhaven,24.53,Belhaven University Invitational,"Mar 25, 2023",1.4
25,"Hampton, Trey",SR-4,Maryville (Tenn.),24.62,Lee University Invitational,"Mar 25, 2023",3.1
26,"Upshaw, Jaziah",FR-1,Piedmont,24.79,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",-1.9
27,"Ryland, Grayson",SO-2,Huntingdon,24.85,UAB Spring Invitational,"Mar 31, 2023",1.5
28,"Wilcox, Evan",FR-1,Berea,24.98,Mountaineer Open,"Mar 25, 2023",5.9
29,"Nunez, Jean-Paul",SO-2,Berea,25.20,55th Annual Centre College Track & Field Invitational,"Apr 1, 2023",4.3
30,"Collins, Christopher",FR-1,Belhaven,25.32,2023 MC Spring Cleaning Classic,"Mar 4, 2023",-1.1

1,"Blair, Kymiah",SO-2,Berea,25.20,Victor Ice Breaker Duals 2023,"Mar 4, 2023",2.6
2,"Barnes, Ashaunti",JR-3,Belhaven,25.55,Belhaven University Invitational,"Mar 25, 2023",-0.4
3,"Haynes, Kimona",FR-1,Belhaven,25.62,Belhaven University Invitational,"Mar 25, 2023",-0.4
4,"Chukwu, Anita",SO-2,Berea,26.88,Mountaineer Open,"Mar 25, 2023",5.2
5,"Greer, Anneshia",JR-3,Belhaven,27.10,Southern Miss Invitational,"Mar 31, 2023",0.1
6,"Winford, Maurissa",JR-3,Belhaven,27.31,Belhaven University Invitational,"Mar 25, 2023",1.6
7,"Christensen, Emma",SO-2,Covenant,27.40,Lee University Invitational,"Mar 25, 2023",3.7
8,"Jemison, Brianna",SO-2,Maryville (Tenn.),28.06,Lee University Invitational,"Mar 25, 2023",3.7
9,"Lewis, Jakeisha",SO-2,Berea,28.38,Blizzard Buster,"Mar 17, 2023",2.9
9,"Caccamo, Bella",FR-1,Piedmont,28.38,Lee University Invitational,"Mar 25, 2023",3.2
11,"Dowell, Brianna",SO-2,Berea,28.40,Mountaineer Open,"Mar 25, 2023",5.2
12,"Patterson, Angel",SO-2,Berea,28.50,Mountaineer Open,"Mar 25, 2023",5.2
13,"Brown, Cortney",SO-2,Piedmont,28.55,Lee University Invitational,"Mar 25, 2023",3.7
14,"Sevier, Rhiannon",SO-2,Huntingdon,28.71,Clark Atlanta University Panther Invitational,"Mar 11, 2023",0.7
15,"Brooks, Ileyna",SO-2,Piedmont,29.03,Emory Spring Break Classic 2023,"Mar 17, 2023",-3.2
16,"Hisle, Hannah",SO-2,Berea,29.04,Mountaineer Open,"Mar 25, 2023",5.9
17,"Higginbotham, Imani",JR-3,Wesleyan (Ga.),29.13,Emory Thrills in the Hills 2023,"Mar 24, 2023",-1.6
18,"Smith, Daehla",JR-3,Covenant,29.14,UWG Legends Invitational,"Apr 1, 2023",-0.1
19,"Seymour, Samantha",SO-2,Piedmont,30.41,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",-0.7
20,"Gagne, Riley",FR-1,Huntingdon,30.73,Clark Atlanta University Panther Invitational,"Mar 11, 2023",-0.7
21,"Melendez Arce, Annmary",JR-3,Wesleyan (Ga.),30.83,UWG Legends Invitational,"Apr 1, 2023",-0.1
22,"Drouin, Victoria",SO-2,Piedmont,32.01,Lee University Invitational,"Mar 25, 2023",3.2
23,"Kent, Cadance",JR-3,Maryville (Tenn.),32.44,Victor Ice Breaker Duals 2023,"Mar 4, 2023",1.5
24,"Gonzalez, Natalie-Edith",SO-2,Piedmont,33.90,Lee University Invitational,"Mar 25, 2023",4.9
25,"Suarez, Leilani",FR-1,Wesleyan (Ga.),35.98,Emory Thrills in the Hills 2023,"Mar 24, 2023",1.0

1,"Goolsby, Silas",FR-1,Piedmont,51.20,Emory Spring Break Classic 2023,"Mar 17, 2023"
2,"Branch, Larry",SO-2,Berea,52.12,Victor Ice Breaker Duals 2023,"Mar 4, 2023"
3,"Donsereaux, Chris",JR-3,Piedmont,52.23,Myrtle Beach Collegiate Challenge,"Mar 10, 2023"
4,"Balot, Jacob",JR-3,Piedmont,52.38,Lee University Invitational,"Mar 25, 2023"
5,"Lewis, Jalyn",JR-3,Huntingdon,52.45,2023 MC Spring Cleaning Classic,"Mar 4, 2023"
6,"Stadler, Garrett",SO-2,Piedmont,52.89,Emory Spring Break Classic 2023,"Mar 17, 2023"
7,"Harris, Tubyron",SR-4,Belhaven,53.57,Southern Miss Invitational,"Mar 31, 2023"
8,"Ellis, Edwin",FR-1,Piedmont,54.04,Myrtle Beach Collegiate Challenge,"Mar 10, 2023"
9,"Anthony, Woody",SO-2,Huntingdon,55.28,2023 Falcon Classic & Multi,"Mar 17, 2023"
10,"Ozor, Jeffrey",SO-2,Berea,55.87,Blizzard Buster,"Mar 17, 2023"
11,"Griffin, Nicholas",JR-3,Piedmont,56.30,Myrtle Beach Collegiate Challenge,"Mar 10, 2023"
12,"Hall, Kalyn",JR-3,Piedmont,56.56,Myrtle Beach Collegiate Challenge,"Mar 10, 2023"
13,"Ryland, Grayson",SO-2,Huntingdon,56.59,Clark Atlanta University Panther Invitational,"Mar 11, 2023"
14,"Hylwa, Ty",SO-2,Maryville (Tenn.),56.72,Lee University Invitational,"Mar 25, 2023"
15,"Wilson, Caleb",SO-2,Berea,56.98,55th Annual Centre College Track & Field Invitational,"Apr 1, 2023"
16,"Hampton, Trey",SR-4,Maryville (Tenn.),58.48,55th Annual Centre College Track & Field Invitational,"Apr 1, 2023"
17,"Gibson, Quinncey",SO-2,Berea,58.74,Blizzard Buster,"Mar 17, 2023"
18,"McCellan , Dylan",FR-1,Huntingdon,59.78,2023 MC Spring Cleaning Classic,"Mar 4, 2023"
19,"Hazen, Jonathan",SO-2,Covenant,1:00.27,Emory Spring Break Classic 2023,"Mar 17, 2023"
20,"Cole, Ryan",JR-3,Huntingdon,1:02.28,2023 MC Spring Cleaning Classic,"Mar 4, 2023"

1,"Barnes, Ashaunti",JR-3,Belhaven,57.55,Belhaven University Invitational,"Mar 25, 2023"
2,"Haynes, Kimona",FR-1,Belhaven,58.35,Southern Miss Invitational,"Mar 31, 2023"
3,"Winford, Maurissa",JR-3,Belhaven,1:00.51,Belhaven University Invitational,"Mar 25, 2023"
4,"Williams, Madalyn",JR-3,Piedmont,1:04.21,Myrtle Beach Collegiate Challenge,"Mar 10, 2023"
5,"Smith, Kate",SO-2,Huntingdon,1:04.65,2023 Falcon Classic & Multi,"Mar 17, 2023"
6,"Doyle, Kai",SO-2,Piedmont,1:04.76,Myrtle Beach Collegiate Challenge,"Mar 10, 2023"
7,"Caccamo, Bella",FR-1,Piedmont,1:05.26,Emory Spring Break Classic 2023,"Mar 17, 2023"
8,"Gagne, Riley",FR-1,Huntingdon,1:05.95,2023 Falcon Classic & Multi,"Mar 17, 2023"
9,"Brooks, Ileyna",SO-2,Piedmont,1:06.34,Lee University Invitational,"Mar 25, 2023"
10,"Fischli, Kristin",FR-1,Berea,1:06.42,Mountaineer Open,"Mar 25, 2023"
11,"Dowell, Brianna",SO-2,Berea,1:06.51,Victor Ice Breaker Duals 2023,"Mar 4, 2023"
12,"Cates, Michelle",FR-1,Piedmont,1:06.76,Emory Spring Break Classic 2023,"Mar 17, 2023"
13,"Sevier, Rhiannon",SO-2,Huntingdon,1:07.19,2023 MC Spring Cleaning Classic,"Mar 4, 2023"
14,"Smith, Daehla",JR-3,Covenant,1:07.67,Lee University Invitational,"Mar 25, 2023"
15,"Lewis, Jakeisha",SO-2,Berea,1:08.26,Blizzard Buster,"Mar 17, 2023"
16,"Mack, Liberte",SO-2,Berea,1:08.76,Mountaineer Open,"Mar 25, 2023"
17,"Jemison, Brianna",SO-2,Maryville (Tenn.),1:09.28,Victor Ice Breaker Duals 2023,"Mar 4, 2023"
18,"Greer, Anneshia",JR-3,Belhaven,1:09.77,Belhaven University Invitational,"Mar 25, 2023"
19,"Melendez Arce, Annmary",JR-3,Wesleyan (Ga.),1:12.99,UWG Legends Invitational,"Apr 1, 2023"
20,"Tittsworth, Alyssa",FR-1,Berea,1:14.56,Blizzard Buster,"Mar 17, 2023"
21,"Akande, Zenith",JR,Agnes Scott,1:15.22,Emory Thrills in the Hills 2023,"Mar 24, 2023"
22,"Drouin, Victoria",SO-2,Piedmont,1:18.68,Lee University Invitational,"Mar 25, 2023"
23,"Vess, Aleah",SO-2,Huntingdon,1:18.82,2023 MC Spring Cleaning Classic,"Mar 4, 2023"
24,"Hayes, Bethany",FR-1,Wesleyan (Ga.),1:22.24,Emory Thrills in the Hills 2023,"Mar 24, 2023"
25,"Gonzalez, Natalie-Edith",SO-2,Piedmont,1:26.45,Myrtle Beach Collegiate Challenge,"Mar 10, 2023"

1,"Smith, Darius",SR-4,Piedmont,1:53.75,Lee University Invitational,"Mar 25, 2023"
2,"Balot, Jacob",JR-3,Piedmont,1:54.85,Emory Spring Break Classic 2023,"Mar 17, 2023"
3,"Halverson, Gary",JR-3,Piedmont,1:56.00,Myrtle Beach Collegiate Challenge,"Mar 10, 2023"
4,"Creedon, Connor",JR-3,Piedmont,1:56.49,Emory Spring Break Classic 2023,"Mar 17, 2023"
5,"Arreola, Alexis",SO-2,Berea,1:59.00,Victor Ice Breaker Duals 2023,"Mar 4, 2023"
6,"Mellott, Josiah",SO-2,Covenant,2:00.67,Emory Spring Break Classic 2023,"Mar 17, 2023"
7,"Bowles, Daniel",FR-1,Covenant,2:04.86,Emory Spring Break Classic 2023,"Mar 17, 2023"
8,"Reasoner, Noah",SO-2,Berea,2:05.84,55th Annual Centre College Track & Field Invitational,"Apr 1, 2023"
9,"Caswell, Ethan",SO-2,Covenant,2:07.81,Lee University Invitational,"Mar 25, 2023"
10,"Elrod, Cole",SR-4,Piedmont,2:08.47,Emory Spring Break Classic 2023,"Mar 17, 2023"
