
1,"Anderson, CJ",SO-2,Greenville,10.47,Wash U 5 Way,"Mar 25, 2023",3.0
2,"Williams, Randy",FR-1,Wartburg,10.70,Wartburg Outdoor Select,"Apr 1, 2023",2.6
3,"Moore, Matt",SR-4,Washington U.,10.71,Wash U 5 Way,"Mar 25, 2023",3.0
4,"Conner, Morgan",JR-3,Nebraska Wesleyan,10.74,2023 Central Nebraska Challenge,"Apr 1, 2023",0.4
5,"Smith, Josh",SR-4,Loras,10.84,Bobcat Invitational 2023,"Mar 30, 2023",+0.0
6,"Nolan, Riley",JR-3,Wartburg,10.87,Wartburg Outdoor Select,"Apr 1, 2023",2.6
7,"Sottos, Seth",JR-3,Augustana (Ill.),10.89,Wartburg Outdoor Select,"Apr 1, 2023",2.6
8,"Fadden, Lucas",FR-1,Grinnell,10.90,D3 Challenge,"Mar 25, 2023",1.4
9,"Harris, Kourtland",FR-1,Greenville,10.92,Wash U 5 Way,"Mar 25, 2023",3.0
9,"Booker, Dallen",FR-1,Nebraska Wesleyan,10.92,2023 Central Nebraska Challenge,"Apr 1, 2023",2.4
11,"Day, Frank",SO-2,Loras,10.95,Spartan Opener,"Apr 2, 2023",3.4
12,"Deas, Brandon",SR-4,Luther,10.97,UW-Platteville Opener,"Apr 1, 2023",1.9
13,"Williams, Jaidyn",SO-2,Dubuque,10.98,Spartan Opener,"Apr 2, 2023",3.4
14,"Griffin, Colin",SO-2,Millikin,10.99,Wash U 5 Way,"Mar 25, 2023",3.0
14,"Kamara, Jacob",SO-2,Wartburg,10.99,Wartburg Outdoor Select,"Apr 1, 2023",2.6
16,"Dalmeida, Steven",FR-1,Nebraska Wesleyan,11.00,2023 Central Nebraska Challenge,"Apr 1, 2023",0.1
17,"Jeanisse, John",SO-2,Buena Vista,11.04,Mustang Open,"Apr 1, 2023",0.9
17,"Frost, JoJo",JR-3,Dubuque,11.04,Spartan Opener,"Apr 2, 2023",3.4
19,"Mills, Harry",SR-4,Washington U.,11.05,Wash U 5 Way,"Mar 25, 2023",3.0
20,"Bell, Jaylen",JR-3,Dubuque,11.06,Spartan Opener,"Apr 2, 2023",3.4
