
1,"Blaskowski, Sam",SO-2,Wis.-La Crosse,6.65,WIAC Indoor Championships,"Feb 24, 2023"
2,"Willems, Davian",SO-2,Wis.-Oshkosh,6.72,Ripon Winter Open & Multi,"Dec 2, 2022"
3,"Liu, Landen",FR-1,Bethel (Minn.),6.76,MIAC Indoor Multi Championships,"Feb 23, 2023"
4,"Smith, Ryder",FR-1,Wis.-La Crosse,6.80,Wartburg Qualifier,"Mar 3, 2023"
5,"Cullison, Keegan",SO-2,Wis.-Oshkosh,6.81,WIAC Indoor Championships,"Feb 24, 2023"
6,"Grant, Jaylen",SR-4,Wis.-Oshkosh,6.83,Ripon Final Qualifier & Multi,"Mar 3, 2023"
6,"Klechefski, Stefan",JR-3,Wis.-Eau Claire,6.83,UW-Oshkosh 'Titan Challenge',"Feb 18, 2023"
8,"Eben Ebai, Samuel",SR-4,St. Scholastica,6.84,The CSS Opener,"Dec 10, 2022"
8,"Reichart, Spencer",JR-3,Wis.-La Crosse,6.84,Mark Guthrie Legacy Invitational,"Feb 4, 2023"
10,"Williams, Ja'siah",FR-1,Wis.-Oshkosh,6.87,UW-Oshkosh 'Titan Challenge',"Feb 18, 2023"
11,"Little, Londyn",SO-2,Wis.-Oshkosh,6.89,UW-Oshkosh 'Early Bird' Invite,"Dec 10, 2022"
12,"Thomas, Denzel",SR-4,Wis.-Oshkosh,6.90,UW-Oshkosh 'Early Bird' Invite,"Dec 10, 2022"
13,"Stewart, Kemarri",SO-2,Wis.-River Falls,6.91,Ice Breaker Open & Multi,"Dec 9, 2022"
13,"Arthur, Kevin",JR-3,St. John's (Minn.),6.91,MIAC Indoor Multi Championships,"Feb 23, 2023"
13,"Kean, Joey",JR-3,Wis.-Oshkosh,6.91,UW-Oshkosh 'Titan Challenge',"Feb 18, 2023"
16,"Boatman, Jaylin",JR-3,Wis.-Oshkosh,6.92,UW-Oshkosh 'Titan Challenge',"Feb 18, 2023"
16,"Vinson, Danny",JR-3,Wis.-Oshkosh,6.92,UW-Oshkosh 'Early Bird' Invite,"Dec 10, 2022"
16,"Kunny, Adam",SO-2,Wis.-Whitewater,6.92,WIAC Indoor Championships,"Feb 24, 2023"
19,"Hunter, Isaac",SR-4,MSOE,6.93,2023 NACC Indoor Track & Field Championships,"Feb 24, 2023"
20,"Richardson, Aaron",SR-4,Wis.-Oshkosh,6.94,Red Hawk Opener,"Jan 21, 2023"
20,"McClowry, Colin",SO-2,Wis.-Eau Claire,6.94,UW-P / UW-EC / UW-SP Triangular,"Jan 21, 2023"
22,"Oestreich, Carson",SO-2,Martin Luther,6.95,UMAC Indoor Track & Field Championships,"Feb 24, 2023"
23,"Turner, Derrick",SO-2,Wis.-Platteville,6.97,UW-P / UW-EC / UW-SP Triangular,"Jan 21, 2023"
23,"Clavijo, Brett",JR-3,Wis.-Oshkosh,6.97,Ripon Winter Open & Multi,"Dec 2, 2022"
25,"Nash, Luke",SO-2,St. Norbert,6.98,Ripon Winter Open & Multi,"Dec 2, 2022"
26,"Le, Nathan",SO-2,Gustavus Adolphus,6.99,St. Olaf Invitational,"Jan 28, 2023"
27,"Anderson, Mac",SO-2,Carthage,7.00,CCIW Indoor Track & Field Championships,"Feb 24, 2023"
27,"Hughes, Cam",FR-1,Wis.-Whitewater,7.00,WIAC Indoor Championships,"Feb 24, 2023"
27,"Skelly, Matthew",SO-2,Gustavus Adolphus,7.00,St. Olaf Invitational,"Jan 28, 2023"
30,"Ploeckelman, Evan",SO-2,MSOE,7.01,Dick Hendricks Invite,"Feb 11, 2023"
30,"Schroeder, Luke",SO-2,Wis.-La Crosse,7.01,UWL Indoor Eagle Open,"Feb 17, 2023"
30,"Rindt, Carsen",SO-2,Wis.-Whitewater,7.01,Ripon Final Qualifier & Multi,"Mar 3, 2023"
33,"Cottrell-Roberson, Terrance",FR-1,Wis.-La Crosse,7.02,Pat Healy Classic,"Jan 21, 2023"
33,"Vander Galien, Logan",SO-2,Ripon,7.02,Dick Hendricks Invite,"Feb 11, 2023"
35,"O'Connor, Isaiah",FR-1,Wis.-River Falls,7.03,Gene Glader Classic,"Feb 18, 2023"
35,"Schorr, Will",SO-2,Wis.-Superior,7.03,The CSS Opener,"Dec 10, 2022"
37,"Conneh, Varney",SR-4,Augsburg,7.04,Vanessa Seljeskog Classic,"Jan 21, 2023"
37,"Lind, Kevin",SR-4,Carroll (Wis.),"7.04
(55)",Tadd Metzger Invitational,"Feb 3, 2023"
39,"Heitler, Arlo",SO-2,Macalester,7.05,Vanessa Seljeskog Classic,"Jan 21, 2023"
39,"Brantley, Jamyle",SR-4,Wis.-Oshkosh,7.05,Midwest ELITE Invitational,"Feb 11, 2023"
39,"Cefalu, Jacoby",SO-2,Ripon,7.05,Ripon Alumni Dual Meet,"Jan 14, 2023"
42,"Sears, Aden",SO-2,Wis.-Oshkosh,7.06,Ripon Winter Open & Multi,"Dec 2, 2022"
43,"Jefferson, Sebastian",SO-2,Wis.-Oshkosh,7.07,UW-Oshkosh 'Early Bird' Invite,"Dec 10, 2022"
43,"Bosshart, RJ",JR-3,Wis.-Oshkosh,7.07,Warren Bowlus Multi & Open,"Jan 27, 2023"
45,"Simon, Godsword",SO-2,Bethel (Minn.),7.08,MIAC Indoor Multi Championships,"Feb 23, 2023"
45,"Wolter, Charlie",SO-2,Wis.-Eau Claire,7.08,WIAC Indoor Championships,"Feb 24, 2023"
45,"Kummet, Carter",FR-1,Wis.-La Crosse,7.08,WIAC Indoor Championships,"Feb 24, 2023"
45,"Foland, Max",SO-2,Wis.-Eau Claire,7.08,Warren Bowlus Multi & Open,"Jan 27, 2023"
49,"Luebke, Nicholas",FR-1,Wis.-Eau Claire,7.09,UW-Oshkosh 'Titan Challenge',"Feb 18, 2023"
49,"White, Payton",JR-3,Wis.-Oshkosh,7.09,WIAC Indoor Championships,"Feb 24, 2023"

1,"Shelton, Tina",SO-2,Wis.-Whitewater,7.55,Midwest ELITE Invitational,"Feb 11, 2023"
2,"Lawrence, Emma",SR-4,Wis.-La Crosse,7.63,WIAC Indoor Championships,"Feb 24, 2023"
3,"Jarrett, Lauren",FR-1,Wis.-La Crosse,7.64,WIAC Indoor Championships,"Feb 24, 2023"
4,"Nelson, Birgen",JR-3,Gustavus Adolphus,7.66,Minnesota State Massive Meet #1,"Feb 10, 2023"
5,"Stellmach, Sarah",SO-2,Bethel (Minn.),7.70,MIAC Indoor Multi Championships,"Feb 23, 2023"
6,"Dawidowich, Emily",SO-2,Wis.-La Crosse,7.71,Mark Guthrie Legacy Invitational,"Feb 4, 2023"
7,"LeFever, Lexi",SR-4,Wis.-River Falls,7.78,UW River Falls Winter Classic,"Feb 11, 2023"
8,"Castelli, Rachel",SR-4,Wis.-Oshkosh,7.79,UW-Oshkosh 'Early Bird' Invite,"Dec 10, 2022"
9,"Glaz, Andrea",SO-2,Wis.-Oshkosh,7.82,UW-Oshkosh 'Early Bird' Invite,"Dec 10, 2022"
9,"Best, Megan",SR-4,Wis.-Eau Claire,7.82,UW-Oshkosh 'Titan Challenge',"Feb 18, 2023"
9,"Carlson, Kate",SO-2,Gustavus Adolphus,7.82,CSB / SJU Invitational,"Feb 11, 2023"
12,"Greeninger, Molly",SO-2,Wis.-Oshkosh,7.86,UW-Oshkosh 'Titan Challenge',"Feb 18, 2023"
12,"Makope, Nicole",SO-2,St. Norbert,7.86,UW-Oshkosh 'Titan Challenge',"Feb 18, 2023"
14,"Kegel, Anna",FR-1,Carthage,"7.87
(55)",Firebird Finale,"Mar 3, 2023"
15,"Babalola, Jireh",JR-3,Bethel (Minn.),7.88,Wartburg Qualifier,"Mar 3, 2023"
16,"Jackson, Mikayla",SR-4,Wis.-Oshkosh,7.92,UW-Oshkosh 'Titan Challenge',"Feb 18, 2023"
