
1,"Arthur, Kevin",SO-2,St. John's (Minn.),10.63,Wartburg Outdoor Select,"Apr 1, 2023",2.6
2,"Turner, Derrick",SO-2,Wis.-Platteville,10.80,UW-Platteville Opener,"Apr 1, 2023",1.9
3,"VanHout, Cade",SR-4,Wis.-Platteville,10.81,UW-Platteville Opener,"Apr 1, 2023",1.9
4,"Hunter, Isaac",SR-4,MSOE,10.83,Wisconsin Private College Championships,"Apr 2, 2023",1.7
5,"Lind, Kevin",JR-3,Carroll (Wis.),10.87,Wisconsin Private College Championships,"Apr 2, 2023",2.7
6,"Anderson, Mac",SO-2,Carthage,10.97,Wisconsin Private College Championships,"Apr 2, 2023",1.7
7,"Ploeckelman, Evan",SO-2,MSOE,11.00,Wisconsin Private College Championships,"Apr 2, 2023",1.7
8,"Retzlaff, Blake",SO-2,St. Norbert,11.10,Wisconsin Private College Championships,"Apr 2, 2023",2.0
9,"Nash, Luke",SO-2,St. Norbert,11.15,Wisconsin Private College Championships,"Apr 2, 2023",1.6
10,"Joseph, Ajani",SR-4,Beloit,11.17,Alan Connie Shamrock Invitational,"Mar 16, 2023",3.0
11,"Ratcliff, Carter",FR-1,Carroll (Wis.),11.19,Wisconsin Private College Championships,"Apr 2, 2023",2.0
11,"Shugarman, Luke",SO-2,Carthage,11.19,Wisconsin Private College Championships,"Apr 2, 2023",3.0
11,"Conneh, Varney",SR-4,Augsburg,11.19,Ross and Sharon Irwin meet,"Mar 18, 2023",0.6
14,"Vander Galien, Logan",SO-2,Ripon,11.21,Wisconsin Private College Championships,"Apr 2, 2023",1.7
15,"Popoca, Emanuel",SO-2,St. John's (Minn.),11.27,Wartburg Outdoor Select,"Apr 1, 2023",2.4
16,"Wente, Carter",SO-2,Wis.-Stout,11.40,Wartburg Outdoor Select,"Apr 1, 2023",2.1
17,"Mitchell, Tre",SO-2,Carthage,11.42,Wisconsin Private College Championships,"Apr 2, 2023",2.5
17,"Bryant, Max",SO-2,Ripon,11.42,Wisconsin Private College Championships,"Apr 2, 2023",1.8
19,"Osuala, Abuchi",FR-1,Wisconsin Lutheran,11.44,Rhodes Invitational,"Mar 25, 2023",2.1
20,"Greenwald, Reece",SO-2,Carthage,11.49,Wisconsin Private College Championships,"Apr 2, 2023",1.7
21,"Nelson, Jaylan",FR-1,Carthage,11.54,Wisconsin Private College Championships,"Apr 2, 2023",3.0
22,"Tischendorf, Dane",SR-4,Concordia (Wis.),11.57,Wisconsin Private College Championships,"Apr 2, 2023",2.7
23,"Nennig, Camden",FR-1,MSOE,11.59,Wisconsin Private College Championships,"Apr 2, 2023",2.7
23,"Katers, Josh",SR-4,Wis.-Platteville,11.59,UW-Platteville Opener,"Apr 1, 2023",1.2
25,"Hunter, Chance",FR-1,Carthage,11.60,Wisconsin Private College Championships,"Apr 2, 2023",1.6
26,"Welte, Kaedon",SO-2,Wis.-Stevens Point,11.63,UW-Platteville Opener,"Apr 1, 2023",1.4
27,"Jampole, Chance",FR-1,Wis.-Stevens Point,11.64,UW-Platteville Opener,"Apr 1, 2023",1.2
28,"Stugelmeyer, Cole",SR-4,Wis.-Platteville,11.67,UW-Platteville Opener,"Apr 1, 2023",1.2
29,"Welsch, Austin",FR-1,St. Norbert,11.70,Wisconsin Private College Championships,"Apr 2, 2023",2.5
30,"Sletta, Josh",SO-2,St. John's (Minn.),11.72,Wartburg Outdoor Select,"Apr 1, 2023",2.4
30,"DeGeorge, Daniel",FR-1,Beloit,11.72,Wisconsin Private College Championships,"Apr 2, 2023",1.8
32,"Morey, Aidan",FR-1,St. John's (Minn.),11.74,Wartburg Outdoor Select,"Apr 1, 2023",2.2
33,"Coonen, Joe",JR-3,St. Norbert,11.76,Wisconsin Private College Championships,"Apr 2, 2023",2.5
33,"Neubauer, Evan",FR-1,Carroll (Wis.),11.76,Wisconsin Private College Championships,"Apr 2, 2023",2.7
35,"Sperkowski, Nick",FR-1,Wis.-Stevens Point,11.83,UW-Platteville Opener,"Apr 1, 2023",1.4
36,"Collins, Adam",SO-2,St. John's (Minn.),11.84,Wartburg Outdoor Select,"Apr 1, 2023",2.2
36,"Pollos, Michael",SO-2,St. Norbert,11.84,Wisconsin Private College Championships,"Apr 2, 2023",1.7
38,"Carter, Caleb",SR-4,Wis.-Stevens Point,11.85,UW-Platteville Opener,"Apr 1, 2023",1.4
39,"Maile, John",FR-1,St. John's (Minn.),11.91,Wartburg Outdoor Select,"Apr 1, 2023",2.7
40,"McNair, Keon",FR-1,Ripon,11.92,Wisconsin Private College Championships,"Apr 2, 2023",2.5
40,"Mayo, Kyle",SO-2,Carthage,11.92,Wisconsin Private College Championships,"Apr 2, 2023",2.0
42,"Petalber, Josh",SO-2,Carroll (Wis.),11.93,Wisconsin Private College Championships,"Apr 2, 2023",2.7
43,"Deltgen, Daniel",SO-2,Wisconsin Lutheran,11.97,Wisconsin Private College Championships,"Apr 2, 2023",1.8
44,"Myszewski, Alex",SO-2,St. Norbert,11.99,Wisconsin Private College Championships,"Apr 2, 2023",2.5
45,"Manning, Finley",FR-1,Ripon,12.02,Wisconsin Private College Championships,"Apr 2, 2023",2.0
46,"Bhandari, Vanshith",FR-1,Beloit,12.06,Wisconsin Private College Championships,"Apr 2, 2023",2.5
47,"Taylor, Nick",FR-1,Concordia (Wis.),12.07,Wisconsin Private College Championships,"Apr 2, 2023",3.0
48,"Liu, Andy",FR-1,Wisconsin Lutheran,12.11,Rhodes Invitational,"Mar 25, 2023",0.3
49,"Lillquist, Ian",SO-2,Wis.-Stevens Point,12.12,UW-Platteville Opener,"Apr 1, 2023",1.2
50,"Ramstack, Aiden",JR-3,MSOE,12.16,Wisconsin Private College Championships,"Apr 2, 2023",2.0

1,"Dawidowich, Emily",JR-3,Wis.-La Crosse,12.25,Wartburg Outdoor Select,"Apr 1, 2023",2.2
2,"Boyance, T'Aira",SR-4,Beloit,12.30,Wisconsin Private College Championships,"Apr 2, 2023",1.5
3,"McDonald, Jordyn",SR-4,Beloit,12.61,Wisconsin Private College Championships,"Apr 2, 2023",1.5
4,"Seitz, Bella",SO-2,Wis.-La Crosse,12.68,Wartburg Outdoor Select,"Apr 1, 2023",2.0
5,"Kegel, Anna",FR-1,Carthage,12.69,Wisconsin Private College Championships,"Apr 2, 2023",1.5
6,"Theriault, Adyn",FR-1,Wis.-Stevens Point,12.72,UW-Platteville Opener,"Apr 1, 2023",1.9
7,"Driscoll, Jenna",SO-2,Wis.-Stout,12.79,Wartburg Outdoor Select,"Apr 1, 2023",3.0
8,"Gallagher, Kate",JR-3,St. Benedict,12.88,Wartburg Outdoor Select,"Apr 1, 2023",2.0
9,"Makope, Nicole",SO-2,St. Norbert,12.90,Wisconsin Private College Championships,"Apr 2, 2023",1.5
10,"Zahorik, Jenna",JR-3,Concordia (Wis.),12.93,Wisconsin Private College Championships,"Apr 2, 2023",1.5
11,"Coty, Jenna",FR-1,Wis.-La Crosse,12.99,Wartburg Outdoor Select,"Apr 1, 2023",1.5
11,"Moore, Sabrina",JR-3,Concordia (Wis.),12.99,Wisconsin Private College Championships,"Apr 2, 2023",1.5
13,"Adamson, Ashleigh",SR-4,Wis.-Platteville,13.02,UW-Platteville Opener,"Apr 1, 2023",1.9
14,"Evans, Maya",FR-1,Wis.-La Crosse,13.03,Wartburg Outdoor Select,"Apr 1, 2023",1.5
15,"Wulf, Shannon",SO-2,Wis.-Platteville,13.06,UW-Platteville Opener,"Apr 1, 2023",1.9
16,"Ahrens, Madison",SO-2,Wis.-Platteville,13.08,UW-Platteville Opener,"Apr 1, 2023",1.9
17,"McDaniel, Gillian",FR-1,MSOE,13.19,Wisconsin Private College Championships,"Apr 2, 2023",1.7
18,"Guetschow, Grace",SR-4,Wis.-Platteville,13.26,UW-Platteville Opener,"Apr 1, 2023",1.9
18,"Marquardt, Kennedy",SO-2,St. Norbert,13.26,Wisconsin Private College Championships,"Apr 2, 2023",2.2
20,"Olund, Taylor",SO-2,Carroll (Wis.),13.31,Wisconsin Private College Championships,"Apr 2, 2023",1.9
21,"Erickson, Jenna",SO-2,Ripon,13.33,Wisconsin Private College Championships,"Apr 2, 2023",2.0
22,"Hunter, Penny",JR-3,Macalester,13.36,Wartburg Outdoor Select,"Apr 1, 2023",1.5
23,"Royster, Darcel",JR-3,Beloit,13.37,Alan Connie Shamrock Invitational,"Mar 16, 2023",2.4
24,"Rodriguez, Santrice",FR-1,Augsburg,13.38,Ross and Sharon Irwin meet,"Mar 18, 2023",2.1
25,"Cross, Morgan",FR-1,Lawrence,13.44,Wisconsin Private College Championships,"Apr 2, 2023",0.5
26,"Tranel, Nikki",SO-2,St. Norbert,13.46,Wisconsin Private College Championships,"Apr 2, 2023",1.7
26,"Wolfe, Gracie",FR-1,St. Norbert,13.46,Wisconsin Private College Championships,"Apr 2, 2023",0.5
28,"Sugiyama, Emily",JR-3,Lawrence,13.47,Wisconsin Private College Championships,"Apr 2, 2023",2.0
29,"Staehling, Ellie",SO-2,St. Norbert,13.49,Wisconsin Private College Championships,"Apr 2, 2023",2.0
30,"Bishop, Mya",JR-3,Augsburg,13.54,Ross and Sharon Irwin meet,"Mar 18, 2023",2.0
31,"Stokes, Shaylee",FR-1,Wis.-La Crosse,13.56,Wartburg Outdoor Select,"Apr 1, 2023",1.5
32,"Redman, Macee",FR-1,Wis.-La Crosse,13.65,Wartburg Outdoor Select,"Apr 1, 2023",1.5
33,"Schultz, Katie",FR-1,St. Norbert,13.69,Wisconsin Private College Championships,"Apr 2, 2023",2.2
34,"Hahn, Caitlynn",SO-2,Wis.-Platteville,13.73,UW-Platteville Opener,"Apr 1, 2023",-0.9
34,"Schroer, Sydney",FR-1,Wisconsin Lutheran,13.73,Rhodes Invitational,"Mar 25, 2023",1.4
36,"Ebel, Hannah",JR-3,Concordia (Wis.),13.74,Wisconsin Private College Championships,"Apr 2, 2023",2.0
36,"Klobucar, Shelby",JR-3,Wis.-Stevens Point,13.74,UW-Platteville Opener,"Apr 1, 2023",-3.7
38,"Lorenz, Marissa",SO-2,St. Norbert,13.80,Wisconsin Private College Championships,"Apr 2, 2023",2.2
39,"Haupert, Madison",JR-3,Carthage,13.81,Wisconsin Private College Championships,"Apr 2, 2023",1.7
