
1,"Lind, Kevin",JR-3,Carroll (Wis.),10.87,Wisconsin Private College Championships,"Apr 2, 2023",2.7
2,"Sottos, Seth",JR-3,Augustana (Ill.),10.89,Wartburg Outdoor Select,"Apr 1, 2023",2.6
3,"Anderson, Mac",SO-2,Carthage,10.97,Wisconsin Private College Championships,"Apr 2, 2023",1.7
4,"Griffin, Colin",SO-2,Millikin,10.98,2023 Millikin Alumni Invite,"Apr 1, 2023",4.2
5,"Koslofski, Kemper",FR-1,Millikin,11.14,Wash U 5 Way,"Mar 25, 2023",3.0
6,"Ratcliff, Carter",FR-1,Carroll (Wis.),11.19,Wisconsin Private College Championships,"Apr 2, 2023",2.0
6,"Shugarman, Luke",SO-2,Carthage,11.19,Wisconsin Private College Championships,"Apr 2, 2023",3.0
8,"Lehman, Andrew",SR-4,North Central (Ill.),11.20,Spartan Opener,"Apr 2, 2023",5.1
9,"Abracia-Wendel, Sean",FR-1,Augustana (Ill.),11.24,Wartburg Outdoor Select,"Apr 1, 2023",2.1
10,"Williams, Jahron",SO-2,North Central (Ill.),11.37,Spartan Opener,"Apr 2, 2023",3.4
11,"Mitchell, Tre",SO-2,Carthage,11.42,Wisconsin Private College Championships,"Apr 2, 2023",2.5
12,"Greenwald, Reece",SO-2,Carthage,11.49,Wisconsin Private College Championships,"Apr 2, 2023",1.7
13,"Phillips, Corey",FR-1,North Central (Ill.),11.50,Spartan Opener,"Apr 2, 2023",4.8
14,"Pearce, Jack",FR-1,Millikin,11.53,2023 Millikin Alumni Invite,"Apr 1, 2023",4.0
15,"Nelson, Jaylan",FR-1,Carthage,11.54,Wisconsin Private College Championships,"Apr 2, 2023",3.0
16,"Holmes, Ethan",JR-3,North Central (Ill.),11.59,Spartan Opener,"Apr 2, 2023",5.1
17,"Hunter, Chance",FR-1,Carthage,11.60,Wisconsin Private College Championships,"Apr 2, 2023",1.6
18,"O'Neil, Patrick",FR-1,North Central (Ill.),11.61,Spartan Opener,"Apr 2, 2023",4.8
18,"Connor, Jason",SO-2,North Central (Ill.),11.61,Spartan Opener,"Apr 2, 2023",5.1
20,"Martin, Ean",SO-2,Augustana (Ill.),11.68,Wartburg Outdoor Select,"Apr 1, 2023",2.2
21,"Johnson, Rye",JR-3,Millikin,11.71,2023 Millikin Alumni Invite,"Apr 1, 2023",4.0
22,"Colant, Michael",FR-1,Elmhurst,11.74,2023 Millikin Alumni Invite,"Apr 1, 2023",1.1
23,"Cavallo, Julian",SO-2,Elmhurst,11.75,2023 Millikin Alumni Invite,"Apr 1, 2023",4.0
24,"Neubauer, Evan",FR-1,Carroll (Wis.),11.76,Wisconsin Private College Championships,"Apr 2, 2023",2.7
25,"Williams, Nathaniel",FR-1,North Central (Ill.),11.86,Spartan Opener,"Apr 2, 2023",4.8

1,"Novak, Lindsey",JR-3,North Central (Ill.),11.94,Spartan Opener,"Apr 2, 2023",4.7
2,"Jackson, Marcedes",SR-4,North Central (Ill.),12.03,Spartan Opener,"Apr 2, 2023",4.7
3,"Marshall, Lauren",JR-3,Elmhurst,12.49,2023 Millikin Alumni Invite,"Apr 1, 2023",2.3
3,"Garcia, Itzel",SO-2,Millikin,12.49,Wash U 5 Way,"Mar 25, 2023",1.4
5,"Lambert, Maria",FR-1,Millikin,12.55,Wash U 5 Way,"Mar 25, 2023",1.4
6,"Minkie, Cali",FR-1,North Central (Ill.),12.57,Spartan Opener,"Apr 2, 2023",3.5
7,"Reser, McKenzie",SO-2,Augustana (Ill.),12.65,Wartburg Outdoor Select,"Apr 1, 2023",2.2
8,"Miller, Kyla",SO-2,North Central (Ill.),12.66,Spartan Opener,"Apr 2, 2023",3.5
9,"Kegel, Anna",FR-1,Carthage,12.69,Wisconsin Private College Championships,"Apr 2, 2023",1.5
10,"Olund, Taylor",SO-2,Carroll (Wis.),13.31,Wisconsin Private College Championships,"Apr 2, 2023",1.9
11,"Streff, Abigail",FR-1,Elmhurst,13.44,2023 Millikin Alumni Invite,"Apr 1, 2023",3.2
12,"Nadeau, Nakala",SO-2,Elmhurst,13.50,2023 Millikin Alumni Invite,"Apr 1, 2023",3.2
13,"Hummons, Mikayla",SR-4,Elmhurst,13.57,2023 Millikin Alumni Invite,"Apr 1, 2023",2.4
14,"Nash, Delaney",SO-2,North Central (Ill.),13.58,Spartan Opener,"Apr 2, 2023",4.0
15,"Parthemore, Rachel",JR-3,North Central (Ill.),13.80,Spartan Opener,"Apr 2, 2023",4.0
16,"Haupert, Madison",JR-3,Carthage,13.81,Wisconsin Private College Championships,"Apr 2, 2023",1.7
16,"Konieczny, Gianna",SO-2,Elmhurst,13.81,2023 Millikin Alumni Invite,"Apr 1, 2023",2.4
18,"VanSanten, Jordyn",FR-1,Augustana (Ill.),13.83,Wartburg Outdoor Select,"Apr 1, 2023",2.8
19,"Price, Taylor",JR-3,North Central (Ill.),13.89,Spartan Opener,"Apr 2, 2023",4.0
20,"Wagner, Katie",SO-2,North Central (Ill.),13.90,Spartan Opener,"Apr 2, 2023",3.5
21,"Mueller, Jessica",JR-3,Carroll (Wis.),13.92,Wisconsin Private College Championships,"Apr 2, 2023",2.2
22,"Murphy, Kayla",SO-2,Carroll (Wis.),14.05,Wisconsin Private College Championships,"Apr 2, 2023",1.9
23,"Gregory, Katilyn",FR-1,Carroll (Wis.),14.11,Wisconsin Private College Championships,"Apr 2, 2023",2.0
24,"Jenkins, Grace",FR-1,Augustana (Ill.),14.36,Wartburg Outdoor Select,"Apr 1, 2023",2.8
25,"Boren, McKenzie",FR-1,Millikin,14.38,Wash U 5 Way,"Mar 25, 2023",1.9

1,"Bleich, Caleb",JR-3,Millikin,22.40,Wash U 5 Way,"Mar 25, 2023",0.8
2,"Griffin, Colin",SO-2,Millikin,22.46,Wash U 5 Way,"Mar 25, 2023",0.8
3,"McBride, Connor",JR-3,Augustana (Ill.),22.58,Wartburg Outdoor Select,"Apr 1, 2023",-3.6
4,"Nwatu, Emmanuel",FR-1,Millikin,22.63,Wash U 5 Way,"Mar 25, 2023",0.8
5,"Lehman, Andrew",SR-4,North Central (Ill.),22.70,Spartan Opener,"Apr 2, 2023",5.0
6,"Oleson, Cole",FR-1,North Central (Ill.),22.77,Spartan Opener,"Apr 2, 2023",3.6
7,"Koslofski, Kemper",FR-1,Millikin,22.91,Wash U 5 Way,"Mar 25, 2023",2.2
8,"Lind, Kevin",JR-3,Carroll (Wis.),22.93,Wisconsin Private College Championships,"Apr 2, 2023",4.3
9,"Ratcliff, Carter",FR-1,Carroll (Wis.),22.98,Wisconsin Private College Championships,"Apr 2, 2023",4.3
10,"Brady, Sylvester",SO-2,Augustana (Ill.),23.25,Wartburg Outdoor Select,"Apr 1, 2023",-1.5
11,"Nelson, Jaylan",FR-1,Carthage,23.28,Wisconsin Private College Championships,"Apr 2, 2023",1.6
12,"Robinson, Michael",FR-1,North Central (Ill.),23.36,Spartan Opener,"Apr 2, 2023",5.9
13,"Kedzior, Adam",SO-2,Carthage,23.42,Wisconsin Private College Championships,"Apr 2, 2023",2.1
14,"Williams, Jahron",SO-2,North Central (Ill.),23.48,Spartan Opener,"Apr 2, 2023",3.6
15,"Pearce, Jack",FR-1,Millikin,23.50,Wash U 5 Way,"Mar 25, 2023",2.2
16,"Smith, Jason",JR-3,Augustana (Ill.),23.51,Wartburg Outdoor Select,"Apr 1, 2023",-3.6
17,"Greenwald, Reece",SO-2,Carthage,23.59,Wisconsin Private College Championships,"Apr 2, 2023",1.6
18,"Phillips, Corey",FR-1,North Central (Ill.),23.64,Spartan Opener,"Apr 2, 2023",3.6
19,"Piron, Tyler",SO-2,North Central (Ill.),23.68,Spartan Opener,"Apr 2, 2023",5.9
20,"Colant, Michael",FR-1,Elmhurst,23.73,2023 Millikin Alumni Invite,"Apr 1, 2023",-3.2
