
1,"McVicker, Andrew",SR-4,Mount Union,6.87,Polar Bear Final Qualifier- 2023,"Mar 3, 2023"
2,"Storm, Jared",JR-3,Mount Union,"6.88
(55)",2023 OAC Indoor Track & Field Championships,"Feb 24, 2023"
3,"Clark, Garrett",JR-3,John Carroll,"6.92
(55)",2023 OAC Indoor Track & Field Championships,"Feb 24, 2023"
3,"Mcentyre, Jake",FR-1,Heidelberg,"6.92
(55)",2023 OAC Indoor Track & Field Championships,"Feb 24, 2023"
5,"Glenn, Dom",SO-2,Capital,"6.93
(55)",2023 OAC Indoor Track & Field Championships,"Feb 24, 2023"
6,"Souza, Vini",SR-4,Ohio Northern,6.95,Polar Bear Final Qualifier- 2023,"Mar 3, 2023"
7,"Kartsonas, Jimmy",SO-2,John Carroll,6.97,Ed Finnigan Greater Cleveland Meet,"Feb 17, 2023"
8,"Jackson, Devontae",FR-1,Baldwin Wallace,"6.99
(55)",Baldwin Wallace Mid-Feb,"Feb 10, 2023"
9,"Paige, Brandon",SO-2,Mount Union,"7.01
(55)",2023 OAC Indoor Track & Field Championships,"Feb 24, 2023"
10,"Malloy, Aiden",SO-2,Mount Union,7.02,All-Ohio DIII Indoor Track & Field Championships,"Feb 11, 2023"
11,"Jacobs, Ollie",SR-4,Ohio Northern,7.03,Tiffin University Open 2,"Feb 11, 2023"
12,"Faggs, Kaedan",FR-1,Baldwin Wallace,7.06,Mrs. G Invitational,"Feb 4, 2023"
13,"Zeren, Vincent",SO-2,Otterbein,7.08,Muskie Meet #3,"Jan 28, 2023"
13,"Young, Ishmael",SO-2,Capital,7.08,Comets Invitational,"Jan 28, 2023"
15,"Dean, Jordan",SO-2,Ohio Northern,7.10,Muskie Meet #3,"Jan 28, 2023"
15,"Cline, Michael",FR-1,Mount Union,7.10,All-Ohio DIII Indoor Track & Field Championships,"Feb 11, 2023"
17,"Greer, Brett",FR-1,Ohio Northern,7.11,Larry Cole Invitational- 2023,"Jan 20, 2023"
17,"Burrey, Brady",FR-1,Mount Union,7.11,SPIRE Midwest Open 2023,"Jan 21, 2023"
19,"Kesler, Hunter",SR-4,Ohio Northern,7.12,Muskie Meet #3,"Jan 28, 2023"
19,"Bomback, Caden",FR-1,Baldwin Wallace,"7.12
(55)",2023 OAC Indoor Track & Field Championships,"Feb 24, 2023"
19,"Lehrer, Carson",SO-2,Heidelberg,7.12,Tiffin University Open,"Dec 9, 2022"
22,"Love, Mikel",FR-1,Baldwin Wallace,"7.13
(55)",Baldwin Wallace Mid-Feb,"Feb 10, 2023"
23,"Berry, Brandon",SR-4,Ohio Northern,7.14,Muskie Meet #3,"Jan 28, 2023"
23,"Gibson, Haden",SO-2,Mount Union,7.14,Mount Union Toy Drive,"Dec 3, 2022"
25,"Trammell, Jalen",JR-3,Heidelberg,"7.15
(55)",2023 OAC Indoor Track & Field Championships,"Feb 24, 2023"

1,"Wayt, Kenadee",JR-3,Mount Union,7.63,NCAA Division III Indoor Track & Field Championships,"Mar 10, 2023"
2,"Anthony, Taylor",JR-3,John Carroll,"7.79
(55)",2023 OAC Indoor Track & Field Championships,"Feb 24, 2023"
3,"Roncone, Lauren",JR-3,Mount Union,7.85,Mount Union Wuske Open,"Feb 4, 2023"
4,"Gibbins, Kennady",SR-4,Mount Union,"7.86
(55)",2023 OAC Indoor Track & Field Championships,"Feb 24, 2023"
5,"Samuels, Cece",SO-2,Capital,"7.90
(55)",2023 OAC Indoor Track & Field Championships,"Feb 24, 2023"
6,"Agbor-Nkongho, Larissa",SO-2,Capital,"7.93
(55)",2023 OAC Indoor Track & Field Championships,"Feb 24, 2023"
7,"Schafer, Kylee",SO-2,Wilmington (Ohio),7.95,All-Ohio DIII Indoor Track & Field Championships,"Feb 11, 2023"
8,"Dietz, Madison",SR-4,Wilmington (Ohio),7.98,All-Ohio DIII Indoor Track & Field Championships,"Feb 11, 2023"
9,"Arnold, Genevieve",SO-2,John Carroll,"7.99
(55)",2023 OAC Indoor Track & Field Championships,"Feb 24, 2023"
10,"Krichbaum, Kendra",SO-2,Ohio Northern,"8.01
(55)",2023 OAC Indoor Track & Field Championships,"Feb 24, 2023"
11,"Pratt, Carlie",SR-4,Mount Union,"8.02
(55)",2023 OAC Indoor Track & Field Championships,"Feb 24, 2023"
12,"Baumgartner, Lydia",SR-4,Otterbein,8.12,Tiffin University Open 2,"Feb 11, 2023"
13,"Hurd, Julia",FR-1,Baldwin Wallace,8.15,9th Annual Spartan Holiday Classic,"Dec 3, 2022"
14,"Miles, Madison",SO-2,Mount Union,8.16,Mount Union Wuske Open,"Feb 4, 2023"
14,"Murray, Rosie",FR-1,John Carroll,8.16,Ed Finnigan Greater Cleveland Meet,"Feb 17, 2023"
16,"Neiger, Hannah",FR-1,Mount Union,8.18,All-Ohio DIII Indoor Track & Field Championships,"Feb 11, 2023"
17,"Legg, Stacey",FR-1,Ohio Northern,8.19,Ashland-Jud Logan Light Giver Open,"Feb 3, 2023"
18,"Gibson, Chloe",SO-2,Ohio Northern,8.20,Muskie Meet #3,"Jan 28, 2023"
19,"Cupp, Taylor",SR-4,Mount Union,8.21,Mount Union Wuske Open,"Feb 4, 2023"
20,"Samuel, Jesikah",FR-1,Muskingum,"8.25
(55)",Marietta First Glimpse and Multi,"Dec 2, 2022"
