
1,"Turner, Derrick",SO-2,Wis.-Platteville,10.80,UW-Platteville Opener,"Apr 1, 2023",1.9
2,"VanHout, Cade",SR-4,Wis.-Platteville,10.81,UW-Platteville Opener,"Apr 1, 2023",1.9
3,"Wente, Carter",SO-2,Wis.-Stout,11.40,Wartburg Outdoor Select,"Apr 1, 2023",2.1
4,"Katers, Josh",SR-4,Wis.-Platteville,11.59,UW-Platteville Opener,"Apr 1, 2023",1.2
5,"Welte, Kaedon",SO-2,Wis.-Stevens Point,11.63,UW-Platteville Opener,"Apr 1, 2023",1.4
6,"Jampole, Chance",FR-1,Wis.-Stevens Point,11.64,UW-Platteville Opener,"Apr 1, 2023",1.2
7,"Stugelmeyer, Cole",SR-4,Wis.-Platteville,11.67,UW-Platteville Opener,"Apr 1, 2023",1.2
8,"Sperkowski, Nick",FR-1,Wis.-Stevens Point,11.83,UW-Platteville Opener,"Apr 1, 2023",1.4
9,"Carter, Caleb",SR-4,Wis.-Stevens Point,11.85,UW-Platteville Opener,"Apr 1, 2023",1.4
10,"Lillquist, Ian",SO-2,Wis.-Stevens Point,12.12,UW-Platteville Opener,"Apr 1, 2023",1.2

1,"Dawidowich, Emily",JR-3,Wis.-La Crosse,12.25,Wartburg Outdoor Select,"Apr 1, 2023",2.2
2,"Seitz, Bella",SO-2,Wis.-La Crosse,12.68,Wartburg Outdoor Select,"Apr 1, 2023",2.0
3,"Theriault, Adyn",FR-1,Wis.-Stevens Point,12.72,UW-Platteville Opener,"Apr 1, 2023",1.9
4,"Driscoll, Jenna",SO-2,Wis.-Stout,12.79,Wartburg Outdoor Select,"Apr 1, 2023",3.0
5,"Coty, Jenna",FR-1,Wis.-La Crosse,12.99,Wartburg Outdoor Select,"Apr 1, 2023",1.5
6,"Adamson, Ashleigh",SR-4,Wis.-Platteville,13.02,UW-Platteville Opener,"Apr 1, 2023",1.9
7,"Evans, Maya",FR-1,Wis.-La Crosse,13.03,Wartburg Outdoor Select,"Apr 1, 2023",1.5
8,"Wulf, Shannon",SO-2,Wis.-Platteville,13.06,UW-Platteville Opener,"Apr 1, 2023",1.9
9,"Ahrens, Madison",SO-2,Wis.-Platteville,13.08,UW-Platteville Opener,"Apr 1, 2023",1.9
10,"Guetschow, Grace",SR-4,Wis.-Platteville,13.26,UW-Platteville Opener,"Apr 1, 2023",1.9
11,"Stokes, Shaylee",FR-1,Wis.-La Crosse,13.56,Wartburg Outdoor Select,"Apr 1, 2023",1.5
12,"Redman, Macee",FR-1,Wis.-La Crosse,13.65,Wartburg Outdoor Select,"Apr 1, 2023",1.5
13,"Hahn, Caitlynn",SO-2,Wis.-Platteville,13.73,UW-Platteville Opener,"Apr 1, 2023",-0.9
14,"Klobucar, Shelby",JR-3,Wis.-Stevens Point,13.74,UW-Platteville Opener,"Apr 1, 2023",-3.7
15,"Andrews, Lizzie",SO-2,Wis.-Platteville,14.24,UW-Platteville Opener,"Apr 1, 2023",0.1
16,"Dettmers, Chloe",SO-2,Wis.-Stevens Point,14.32,UW-Platteville Opener,"Apr 1, 2023",-3.7
17,"Tyler, Danika",FR-1,Wis.-Platteville,15.84,UW-Platteville Opener,"Apr 1, 2023",-1.3
18,"Ramos, Alexandria",FR-1,Wis.-Platteville,17.42,UW-Platteville Opener,"Apr 1, 2023",-0.9

1,"Miller, Dylan",SO-2,Wis.-Platteville,22.64,UW-Platteville Opener,"Apr 1, 2023",-0.3
2,"Brewer, Brad",SO-2,Wis.-Stevens Point,22.86,UW-Platteville Opener,"Apr 1, 2023",-0.3
3,"Katers, Josh",SR-4,Wis.-Platteville,23.04,UW-Platteville Opener,"Apr 1, 2023",1.6
4,"Graves, Evan",FR-1,Wis.-Platteville,23.18,UW-Platteville Opener,"Apr 1, 2023",-0.3
5,"Vincetich, Tyler",SO-2,Wis.-Stevens Point,23.48,UW-Platteville Opener,"Apr 1, 2023",1.0
6,"Sperkowski, Nick",FR-1,Wis.-Stevens Point,23.64,UW-Platteville Opener,"Apr 1, 2023",1.4
7,"Ziemer, Eian",FR-1,Wis.-Platteville,23.76,UW-Platteville Opener,"Apr 1, 2023",1.4
8,"Zettle, Brayden",SO-2,Wis.-Whitewater,24.17,UW-Platteville Opener,"Apr 1, 2023",1.0
9,"Wente, Carter",SO-2,Wis.-Stout,24.29,Wartburg Outdoor Select,"Apr 1, 2023",-3.6

1,"Dawidowich, Emily",JR-3,Wis.-La Crosse,25.31,Wartburg Outdoor Select,"Apr 1, 2023",-2.8
2,"Powers, Dyllan",FR-1,Wis.-La Crosse,26.31,Wartburg Outdoor Select,"Apr 1, 2023",-0.4
2,"Johnson, Mackenzie",SO-2,Wis.-Stevens Point,26.31,UW-Platteville Opener,"Apr 1, 2023",1.2
4,"Seitz, Bella",SO-2,Wis.-La Crosse,26.50,Wartburg Outdoor Select,"Apr 1, 2023",-0.3
5,"Grosse, Amber",FR-1,Wis.-La Crosse,27.05,Wartburg Outdoor Select,"Apr 1, 2023",0.5
6,"Adamson, Ashleigh",SR-4,Wis.-Platteville,27.28,UW-Platteville Opener,"Apr 1, 2023",1.2
7,"Rusch, Margaret",SO-2,Wis.-Platteville,27.47,UW-Platteville Opener,"Apr 1, 2023",1.6
8,"Miller, Jenna",FR-1,Wis.-La Crosse,27.55,Wartburg Outdoor Select,"Apr 1, 2023",1.3
9,"Braun, Audrey",FR-1,Wis.-La Crosse,27.64,Wartburg Outdoor Select,"Apr 1, 2023",0.5
10,"Guetschow, Grace",SR-4,Wis.-Platteville,27.66,UW-Platteville Opener,"Apr 1, 2023",1.6
11,"Scheuerell, Alexys",FR-1,Wis.-La Crosse,27.78,Wartburg Outdoor Select,"Apr 1, 2023",2.6
12,"Coty, Jenna",FR-1,Wis.-La Crosse,27.93,Wartburg Outdoor Select,"Apr 1, 2023",1.3
13,"Ahrens, Madison",SO-2,Wis.-Platteville,28.05,UW-Platteville Opener,"Apr 1, 2023",1.6
14,"Stokes, Shaylee",FR-1,Wis.-La Crosse,28.06,Wartburg Outdoor Select,"Apr 1, 2023",2.6
15,"Burg, Savana",SR-4,Wis.-Stevens Point,28.24,UW-Platteville Opener,"Apr 1, 2023",1.6
16,"Barnes, Lindsey",SO-2,Wis.-Platteville,28.90,UW-Platteville Opener,"Apr 1, 2023",1.6
17,"Redman, Macee",FR-1,Wis.-La Crosse,29.09,Wartburg Outdoor Select,"Apr 1, 2023",2.6
18,"Smith, Kya",FR-1,Wis.-Stevens Point,29.39,UW-Platteville Opener,"Apr 1, 2023",1.6
19,"Guddie, Jenna",SR-4,Wis.-Platteville,29.47,UW-Platteville Opener,"Apr 1, 2023",1.6
20,"Tyler, Danika",FR-1,Wis.-Platteville,33.64,UW-Platteville Opener,"Apr 1, 2023",1.8

1,"Vanek, Spencer",SO-2,Wis.-Platteville,49.73,UW-Platteville Opener,"Apr 1, 2023"
2,"Miller, Dylan",SO-2,Wis.-Platteville,50.89,UW-Platteville Opener,"Apr 1, 2023"
3,"Graves, Evan",FR-1,Wis.-Platteville,51.60,UW-Platteville Opener,"Apr 1, 2023"
4,"Reuter, Rhett",FR-1,Wis.-Whitewater,52.47,UW-Platteville Opener,"Apr 1, 2023"
5,"Doering, Tyler",FR-1,Wis.-Platteville,53.80,UW-Platteville Opener,"Apr 1, 2023"
6,"McCoy, Conor",SO-2,Wis.-Stevens Point,54.22,UW-Platteville Opener,"Apr 1, 2023"
7,"Siedschlag, Canon",FR-1,Wis.-Stevens Point,54.46,UW-Platteville Opener,"Apr 1, 2023"
8,"Martin, Kaden",SO-2,Wis.-Stout,54.98,Wartburg Outdoor Select,"Apr 1, 2023"
9,"Ziemer, Eian",FR-1,Wis.-Platteville,55.23,UW-Platteville Opener,"Apr 1, 2023"

1,"Rusch, Margaret",SO-2,Wis.-Platteville,1:00.58,UW-Platteville Opener,"Apr 1, 2023"
2,"McNeal, Gretchen",FR-1,Wis.-La Crosse,1:02.14,Wartburg Outdoor Select,"Apr 1, 2023"
3,"Moon, Elise",FR-1,Wis.-La Crosse,1:03.07,Wartburg Outdoor Select,"Apr 1, 2023"
4,"Sauers, Kylee",FR-1,Wis.-Stevens Point,1:04.04,UW-Platteville Opener,"Apr 1, 2023"
5,"Mullen, Erika",SR-4,Wis.-Oshkosh,1:04.22,UW-Platteville Opener,"Apr 1, 2023"
6,"Burg, Savana",SR-4,Wis.-Stevens Point,1:04.51,UW-Platteville Opener,"Apr 1, 2023"
7,"Barnes, Lindsey",SO-2,Wis.-Platteville,1:06.06,UW-Platteville Opener,"Apr 1, 2023"
8,"Deschand, Jaimie",FR-1,Wis.-Stevens Point,1:06.70,UW-Platteville Opener,"Apr 1, 2023"

1,"Potter, Ryan",JR-3,Wis.-Oshkosh,1:54.82,Wash U Distance Carnival Saturday 2023,"Apr 1, 2023"
2,"Zenner, Zach",SO-2,Wis.-Platteville,1:59.30,UW-Platteville Opener,"Apr 1, 2023"
3,"Vey, Nick",SO-2,Wis.-Oshkosh,2:00.30,UW-Platteville Opener,"Apr 1, 2023"
4,"Hosni, Dwight",SO-2,Wis.-Oshkosh,2:00.52,Wash U Distance Carnival Saturday 2023,"Apr 1, 2023"
5,"Leist, Aiden",FR-1,Wis.-Stevens Point,2:01.24,UW-Platteville Opener,"Apr 1, 2023"
6,"Lutz, Logan",SO-2,Wis.-Stevens Point,2:01.39,UW-Platteville Opener,"Apr 1, 2023"
7,"Ketterer, James",FR-1,Wis.-Platteville,2:03.10,UW-Platteville Opener,"Apr 1, 2023"
8,"Geissler, Alex",FR-1,Wis.-Platteville,2:03.84,UW-Platteville Opener,"Apr 1, 2023"
9,"Treiber, Paul",FR-1,Wis.-Platteville,2:03.93,UW-Platteville Opener,"Apr 1, 2023"
10,"King, Dylan",FR-1,Wis.-Platteville,2:04.08,UW-Platteville Opener,"Apr 1, 2023"
11,"Stone, Joshua",FR-1,Wis.-Platteville,2:04.96,UW-Platteville Opener,"Apr 1, 2023"
12,"Dufloth, Dylan",FR-1,Wis.-Platteville,2:05.88,UW-Platteville Opener,"Apr 1, 2023"
13,"Foster, Gus",FR-1,Wis.-Stevens Point,2:06.73,UW-Platteville Opener,"Apr 1, 2023"
14,"Kalies, Chris",FR-1,Wis.-Stevens Point,2:09.18,UW-Platteville Opener,"Apr 1, 2023"
15,"Borseth, Kale",FR-1,Wis.-Stevens Point,2:09.78,UW-Platteville Opener,"Apr 1, 2023"
16,"Loshaw, Matthew",FR-1,Wis.-Platteville,2:10.62,UW-Platteville Opener,"Apr 1, 2023"
17,"Johnson, Justin",FR-1,Wis.-Platteville,2:11.63,UW-Platteville Opener,"Apr 1, 2023"

1,"Madigan, Cyna",SO-2,Wis.-Oshkosh,2:12.48,Wash U Distance Carnival Saturday 2023,"Apr 1, 2023"
2,"Wellhausen, Brooke",SR-4,Wis.-Stevens Point,2:16.89,UW-Platteville Opener,"Apr 1, 2023"
3,"Geisness, Libby",JR-3,Wis.-Oshkosh,2:17.25,Wash U Distance Carnival Saturday 2023,"Apr 1, 2023"
4,"Anderson, Julia",JR-3,Wis.-La Crosse,2:21.19,Wartburg Outdoor Select,"Apr 1, 2023"
5,"Galgon, Kaitlyn",SR-4,Wis.-Platteville,2:21.75,UW-Platteville Opener,"Apr 1, 2023"
6,"Vogele, Anetha",SO-2,Wis.-Stevens Point,2:31.72,UW-Platteville Opener,"Apr 1, 2023"

1,"Potter, Steven",JR-3,Wis.-Oshkosh,3:49.36,Wash U Distance Carnival Saturday 2023,"Apr 1, 2023"
2,"Gilles, Braedon",SO-2,Wis.-Stevens Point,4:01.03,UW-Platteville Opener,"Apr 1, 2023"
3,"Jumbeck, Josh",JR-3,Wis.-Stevens Point,4:01.91,UW-Platteville Opener,"Apr 1, 2023"
4,"Rathkamp, Andrew",SR-4,Wis.-Oshkosh,4:04.91,Wash U Distance Carnival Saturday 2023,"Apr 1, 2023"
5,"Cullen, Cameron",FR-1,Wis.-Oshkosh,4:05.40,UW-Platteville Opener,"Apr 1, 2023"
6,"Voelker, Jason",SR-4,Wis.-Platteville,4:08.04,UW-Platteville Opener,"Apr 1, 2023"
7,"Nosko, Tyler",FR-1,Wis.-Stevens Point,4:14.47,UW-Platteville Opener,"Apr 1, 2023"
8,"Bostwick, Owen",FR-1,Wis.-Oshkosh,4:16.26,UW-Platteville Opener,"Apr 1, 2023"
9,"Yager, Jason",FR-1,Wis.-Stevens Point,4:16.45,UW-Platteville Opener,"Apr 1, 2023"
10,"East, Eric",SO-2,Wis.-Stevens Point,4:17.17,UW-Platteville Opener,"Apr 1, 2023"
11,"Chadwick, Trent",FR-1,Wis.-Oshkosh,4:17.50,UW-Platteville Opener,"Apr 1, 2023"
12,"Lasee, Xavier",JR-3,Wis.-Platteville,4:19.09,UW-Platteville Opener,"Apr 1, 2023"
13,"Hertel, Joseph",FR-1,Wis.-Oshkosh,4:19.63,UW-Platteville Opener,"Apr 1, 2023"
14,"Smolinski, Jeff",JR-3,Wis.-Platteville,4:20.09,UW-Platteville Opener,"Apr 1, 2023"
15,"White, Alex",FR-1,Wis.-Whitewater,4:20.12,UW-Platteville Opener,"Apr 1, 2023"
16,"Osmanski, Zach",FR-1,Wis.-Oshkosh,4:20.27,UW-Platteville Opener,"Apr 1, 2023"
17,"Brandenburg, Zach",SO-2,Wis.-Stevens Point,4:20.66,UW-Platteville Opener,"Apr 1, 2023"
18,"Kaminski, David",FR-1,Wis.-Stevens Point,4:21.21,UW-Platteville Opener,"Apr 1, 2023"
