
1,"Summers, Cameron",SR-4,Stevenson,10.84,2023 Danny Curran Invitational,"Mar 30, 2023",-0.3
2,"Dunbar, Kyle",JR-3,DeSales,11.09,Muhlenberg Outdoor Invitational,"Apr 1, 2023",0.9
3,"Ellington, Evan",JR-3,Hood,11.14,Blue & Gold Goucher Classic,"Mar 24, 2023",-1.9
4,"Mins, Jamel",SO-2,Hood,11.15,40th Millersville Metrics,"Mar 31, 2023",2.2
5,"Wilson, Vajon",JR-3,DeSales,11.19,Muhlenberg Outdoor Invitational,"Apr 1, 2023",0.9
6,"Okuseinde, Tofunmi",FR-1,Hood,11.20,40th Millersville Metrics,"Mar 31, 2023",2.0
6,"Linder, Owen",SO-2,Lebanon Valley,11.20,40th Millersville Metrics,"Mar 31, 2023",1.7
8,"McCulloch, Tyler",FR-1,DeSales,11.36,Muhlenberg Outdoor Invitational,"Apr 1, 2023",0.9
9,"Eldridge, Christian",FR-1,Stevenson,11.37,Blue & Gold Goucher Classic,"Mar 24, 2023",-1.9
10,"Avery, Brendan",SO-2,King's (Pa.),11.42,Muhlenberg Outdoor Invitational,"Apr 1, 2023",0.9
11,"Mayro, Zach",SO-2,Messiah,11.43,2023 Danny Curran Invitational,"Mar 30, 2023",-0.6
12,"Raccioppi, Jai",JR-3,Stevenson,11.50,2023 Danny Curran Invitational,"Mar 30, 2023",-0.6
13,"Sabo, Alex",SO-2,Lebanon Valley,11.51,40th Millersville Metrics,"Mar 31, 2023",2.0
14,"Isaac, Kip",FR-1,Misericordia,11.52,2023 Danny Curran Invitational,"Mar 30, 2023",0.2
15,"Reed, Zachary",JR-3,Lebanon Valley,11.53,40th Millersville Metrics,"Mar 31, 2023",1.4
16,"Murtha, Daniel",SO-2,Lebanon Valley,11.54,40th Millersville Metrics,"Mar 31, 2023",2.0
17,"Sams, Myles",JR-3,Arcadia,11.55,Stockton Invite,"Mar 25, 2023",2.1
18,"Cipriano, Jarod",SR-4,Misericordia,11.56,2023 Danny Curran Invitational,"Mar 30, 2023",-0.5
18,"Pines Elliott, Masai",SO-2,Arcadia,11.56,2023 Danny Curran Invitational,"Mar 30, 2023",-0.3
20,"Moore, Marvin",SO-2,Eastern,11.60,40th Millersville Metrics,"Mar 31, 2023",1.5
20,"Rife, Jordan",FR-1,King's (Pa.),11.60,Muhlenberg Outdoor Invitational,"Apr 1, 2023",3.0
22,"Mack, Amar",FR-1,Stevenson,11.62,Blue & Gold Goucher Classic,"Mar 24, 2023",-1.9
23,"Madison, Moses",JR-3,Delaware Valley,11.64,2023 Danny Curran Invitational,"Mar 30, 2023",+0.0
24,"Rembert, Beyah",FR-1,Albright,11.65,Muhlenberg Outdoor Invitational,"Apr 1, 2023",3.0
25,"French, Zach",FR-1,Messiah,11.69,Ursinus College Outdoor Invitational,"Mar 25, 2023",-0.8

1,"Roper, Breyanna",JR-3,DeSales,12.69,Muhlenberg Outdoor Invitational,"Apr 1, 2023",3.9
2,"Radcliffe, Abigail",JR-3,DeSales,12.88,Muhlenberg Outdoor Invitational,"Apr 1, 2023",2.8
3,"Springer, Abigail",SO-2,King's (Pa.),12.91,Muhlenberg Outdoor Invitational,"Apr 1, 2023",3.9
4,"Hunyara, Tori",FR-1,Lebanon Valley,12.96,40th Millersville Metrics,"Mar 31, 2023",3.1
5,"Kepler, Hannah",FR-1,Stevenson,13.05,Blue & Gold Goucher Classic,"Mar 24, 2023",-1.3
5,"Berkheimer, Darrian",SO-2,Lebanon Valley,13.05,40th Millersville Metrics,"Mar 31, 2023",3.1
7,"Jennett, Halle",SO-2,Messiah,13.08,2023 Danny Curran Invitational,"Mar 30, 2023",0.1
8,"Wilson, Jasmine",JR-3,Stevenson,13.17,Blue & Gold Goucher Classic,"Mar 24, 2023",-1.3
9,"Bednarek, Lindsay",FR-1,DeSales,13.19,Muhlenberg Outdoor Invitational,"Apr 1, 2023",2.8
10,"Brady, Juliet",SO-2,King's (Pa.),13.27,Muhlenberg Outdoor Invitational,"Apr 1, 2023",3.9
11,"Burke, Bianca",FR-1,FDU-Florham,13.35,Ramapo College Track & Field Invitational,"Mar 31, 2023",-1.0
12,"Gruenwald, Arwyn",FR-1,Messiah,13.40,2023 Danny Curran Invitational,"Mar 30, 2023",-0.6
13,"Peller, Melissa",SO-2,DeSales,13.44,Muhlenberg Outdoor Invitational,"Apr 1, 2023",1.9
14,"Kowalski, Isabella",SO-2,Arcadia,13.47,2023 Danny Curran Invitational,"Mar 30, 2023",-0.2
15,"Smilovic, Kate",SO-2,Arcadia,13.52,Stockton Invite,"Mar 25, 2023",0.2
16,"Olewine, Jill",SR-4,Misericordia,13.54,2023 Danny Curran Invitational,"Mar 30, 2023",-0.6
17,"Boyce, Keziah",FR-1,York (Pa.),13.55,2023 Danny Curran Invitational,"Mar 30, 2023",0.1
18,"Castillo, Gloria",SO-2,Hood,13.57,40th Millersville Metrics,"Mar 31, 2023",2.6
19,"Charles, Taisha",JR-3,Albright,13.61,Muhlenberg Outdoor Invitational,"Apr 1, 2023",1.9
19,"Gingrich, Laurel",JR-3,Albright,13.61,Muhlenberg Outdoor Invitational,"Apr 1, 2023",2.8
21,"McCloud, Al'liyah",SO-2,Alvernia,13.67,40th Millersville Metrics,"Mar 31, 2023",2.6
22,"Ingraham, Lauren",SO-2,Stevens,13.70,2023 Danny Curran Invitational,"Mar 30, 2023",-0.6
23,"Fasoli, Brianna",FR-1,FDU-Florham,13.71,Stockton Invite,"Mar 25, 2023",0.2
24,"Hackenberg, Amber",SR-4,Misericordia,13.79,King's College Monarch Invitational,"Mar 18, 2023",-4.4
25,"Hess, Kaitlyn",FR-1,Stevenson,13.85,2023 Danny Curran Invitational,"Mar 30, 2023",-0.2

1,"Summers, Cameron",SR-4,Stevenson,22.07,2023 Danny Curran Invitational,"Mar 30, 2023",-0.8
2,"Mins, Jamel",SO-2,Hood,22.24,40th Millersville Metrics,"Mar 31, 2023",4.1
3,"Dunbar, Kyle",JR-3,DeSales,22.48,Muhlenberg Outdoor Invitational,"Apr 1, 2023",0.7
4,"Wilson, Vajon",JR-3,DeSales,22.50,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",+0.0
5,"Linder, Owen",SO-2,Lebanon Valley,22.58,40th Millersville Metrics,"Mar 31, 2023",4.1
6,"Eldridge, Christian",FR-1,Stevenson,22.61,Blue & Gold Goucher Classic,"Mar 24, 2023",-0.3
7,"Sams, Myles",JR-3,Arcadia,22.76,2023 Danny Curran Invitational,"Mar 30, 2023",-0.7
8,"Raccioppi, Jai",JR-3,Stevenson,22.83,2023 Danny Curran Invitational,"Mar 30, 2023",-1.0
9,"Okuseinde, Tofunmi",FR-1,Hood,23.04,Blue & Gold Goucher Classic,"Mar 24, 2023",-0.3
10,"Rutledge, Ason",SR-4,DeSales,23.10,Muhlenberg Outdoor Invitational,"Apr 1, 2023",1.0
