
1,"Gado, Habibu",JR-3,CCNY,11.45,Coach O Invitational,"Apr 2, 2023",1.3
2,"Adekoya, David",FR-1,Queensborough CC,11.58,Coach O Invitational,"Apr 2, 2023",1.3
3,"Barry, Ismael",SO-2,Lehman,11.84,Coach O Invitational,"Apr 2, 2023",1.3
4,"Wilson-Hill, Tahkwai",JR-3,York (N.Y.),11.94,The Big Hurt,"Apr 1, 2023",1.0
5,"Mondesir, Marvin",SR-4,York (N.Y.),11.99,The Big Hurt,"Apr 1, 2023",0.9
6,"Taylor , Dontay",SO-2,Kingsborough CC,12.08,Queens College Season Opener,"Mar 25, 2023",NWI
7,"Garcia , Elias",SR-4,Hunter,12.11,MSMC 2022 Track Invite,"Mar 25, 2023",+0.0
8,"Lahens, Ryan",JR-3,York (N.Y.),12.24,Queens College Season Opener,"Mar 25, 2023",NWI
9,"Washington, Dontay",SO-2,Lehman,12.30,2023 Danny Curran Invitational,"Mar 30, 2023",-0.2
10,"Eweka, Justin",FR-1,Queensborough CC,12.35,Queens College Season Opener,"Mar 25, 2023",NWI
11,"Cassin, Andrew",FR-1,Lehman,12.53,Queens College Season Opener,"Mar 25, 2023",NWI
11,"Fontus, Lesny",FR-1,Kingsborough CC,12.53,Coach O Invitational,"Apr 2, 2023",-0.8
11,"Njoku II, Obinna",SO-2,Lehman,12.53,Coach O Invitational,"Apr 2, 2023",-2.9
14,"Mondesir, Kervin",SR-4,York (N.Y.),12.54,The Big Hurt,"Apr 1, 2023",0.5
15,"Byron, Kyle",SO-2,CCNY,12.55,Coach O Invitational,"Apr 2, 2023",-2.9
16,"Cruz, Brian",FR-1,Queensborough CC,12.76,Queens College Season Opener,"Mar 25, 2023",NWI
17,"Brown, Kal-El",FR-1,Lehman,12.77,2023 Danny Curran Invitational,"Mar 30, 2023",-0.4
18,"Fernandes, Anthony",FR-1,Hunter,12.82,MSMC 2022 Track Invite,"Mar 25, 2023",+0.0
19,"Douglass Vasquez, Evan",FR-1,Hostos CC,12.84,Queens College Season Opener,"Mar 25, 2023",NWI
20,"Oliveira-Nurse, Antonio",SO-2,CCNY,12.87,Coach O Invitational,"Apr 2, 2023",-0.8
21,"Kalala, Kamunga",FR-1,CCNY,12.96,Coach O Invitational,"Apr 2, 2023",-3.5
22,"Ortiz, Bryan",JR-3,York (N.Y.),12.97,The Big Hurt,"Apr 1, 2023",1.2
23,"Richards, Christopher",FR-1,Medgar Evers,12.99,Coach O Invitational,"Apr 2, 2023",-1.9
24,"Elsherbiny, Hamza",JR-3,Hunter,13.17,Ramapo College Track & Field Invitational,"Mar 31, 2023",-0.7
25,"Urcia, Simoun",SO-2,CCNY,13.24,Coach O Invitational,"Apr 2, 2023",-1.3

1,"Neptune, Zaria",FR-1,York (N.Y.),13.89,The Big Hurt,"Apr 1, 2023",1.2
1,"Williams, Althea",FR-1,Hunter,13.89,Ramapo College Track & Field Invitational,"Mar 31, 2023",-0.8
3,"Woodberry, Bianca",FR-1,Medgar Evers,14.01,Coach O Invitational,"Apr 2, 2023",2.6
4,"Orwa, Ayayo",FR-1,Hunter,14.14,MSMC 2022 Track Invite,"Mar 25, 2023",+0.0
5,"Sissoko, Aminata",SO-2,Lehman,14.15,2023 Danny Curran Invitational,"Mar 30, 2023",-0.6
6,"Williams, Savannah",FR-1,Hostos CC,14.25,Queens College Season Opener,"Mar 25, 2023",NWI
7,"Sylvester , Tamicia",FR-1,York (N.Y.),14.26,The Big Hurt,"Apr 1, 2023",1.5
8,"Craig, Leondra",SO-2,CCNY,14.68,Coach O Invitational,"Apr 2, 2023",-0.2
9,"Nelson, Nidia",FR-1,Lehman,14.84,2023 Danny Curran Invitational,"Mar 30, 2023",-0.4
10,"Villatoro, Laura",SO-2,CCNY,14.92,Coach O Invitational,"Apr 2, 2023",-0.2
11,"Heron, Shemone",FR-1,Lehman,14.96,Coach O Invitational,"Apr 2, 2023",3.0
12,"Robles Reyes, Judith",SO-2,Lehman,15.00,Queens College Season Opener,"Mar 25, 2023",NWI
13,"Khan, Zuha",FR-1,CCNY,15.15,Coach O Invitational,"Apr 2, 2023",-0.2
14,"Sharma, Shivangi",SO-2,Queensborough CC,15.31,Coach O Invitational,"Apr 2, 2023",-0.2
15,"Navarro, Rubilyn",FR-1,Hunter,15.34,MSMC 2022 Track Invite,"Mar 25, 2023",+0.0
16,"Azubuike, Tiffiny",SO-2,Lehman,15.42,Queens College Season Opener,"Mar 25, 2023",NWI
17,"Soto, Kaylin",FR-1,CCNY,15.44,Coach O Invitational,"Apr 2, 2023",3.0
18,"Rojas Mesa, Elainne",FR-1,Lehman,15.45,Queens College Season Opener,"Mar 25, 2023",NWI
18,"Tan, Karina",JR-3,Hunter,15.45,MSMC 2022 Track Invite,"Mar 25, 2023",+0.0
20,"Valerio, Johanni",SO-2,CCNY,15.66,Coach O Invitational,"Apr 2, 2023",-3.8
21,"Durand, Te'Mia",FR-1,Medgar Evers,16.15,Coach O Invitational,"Apr 2, 2023",-1.4
22,"Bouland, Elizabeth",FR-1,York (N.Y.),16.23,Queens College Season Opener,"Mar 25, 2023",NWI
23,"Lakouetene, Elizatte",FR-1,Hunter,16.27,MSMC 2022 Track Invite,"Mar 25, 2023",+0.0
24,"Yekinni , Kafilat",FR-1,Queensborough CC,16.34,Coach O Invitational,"Apr 2, 2023",3.0
25,"Jones , Kresanta",SO-2,York (N.Y.),17.52,Queens College Season Opener,"Mar 25, 2023",NWI

1,"Adekoya, David",FR-1,Queensborough CC,22.90,Queens College Season Opener,"Mar 25, 2023",NWI
2,"Gado, Habibu",JR-3,CCNY,22.99,Coach O Invitational,"Apr 2, 2023",-1.0
3,"Byron, Kyle",SO-2,CCNY,23.90,Queens College Season Opener,"Mar 25, 2023",NWI
4,"Mondesir, Marvin",SR-4,York (N.Y.),23.97,The Big Hurt,"Apr 1, 2023",0.2
5,"Taylor , Dontay",SO-2,Kingsborough CC,24.00,Queens College Season Opener,"Mar 25, 2023",NWI
6,"Barry, Ismael",SO-2,Lehman,24.10,2023 Danny Curran Invitational,"Mar 30, 2023",-0.8
6,"Fontus, Lesny",FR-1,Kingsborough CC,24.10,Queens College Season Opener,"Mar 25, 2023",NWI
8,"Wilson-Hill, Tahkwai",JR-3,York (N.Y.),24.17,The Big Hurt,"Apr 1, 2023",0.1
9,"Eweka, Justin",FR-1,Queensborough CC,24.27,Coach O Invitational,"Apr 2, 2023",-0.5
10,"Aldridge, Malik",FR-1,Lehman,24.40,Queens College Season Opener,"Mar 25, 2023",NWI
11,"Douglas, Paul",SO-2,Queensborough CC,24.50,Queens College Season Opener,"Mar 25, 2023",NWI
12,"Giscombe, Arturo",FR-1,Queensborough CC,24.70,Queens College Season Opener,"Mar 25, 2023",NWI
