
1,"Traore, Cheickna",SR-4,Ramapo,6.76,TCNJ Indoor Open,"Dec 3, 2022"
2,"Love, Shamar",JR-3,Rowan,6.85,AARTFC Indoor Track & Field Championships,"Mar 3, 2023"
3,"Domozych, Thomas",SR-4,TCNJ,6.89,TCNJ Lions Indoor Invitational,"Jan 14, 2023"
4,"Gray, Trevor",SO-2,Moravian,6.92,Fast Times Before Finals,"Dec 2, 2022"
5,"Schmitt, Raymond",JR-3,TCNJ,6.93,TCNJ Indoor Open,"Dec 3, 2022"
5,"Beasley, Jah'mere",JR-3,Rowan,6.93,NJAC Indoor Track & Field Championships,"Feb 20, 2023"
7,"Byrd, Masai",FR-1,Rowan,6.94,AARTFC Indoor Track & Field Championships,"Mar 3, 2023"
8,"Corcoran, Evan",FR-1,Rowan,6.98,Alvernia Winter Invite,"Jan 14, 2023"
9,"Etienne, Dave",SR-4,New Jersey City,7.00,NYU DIII Invitational,"Feb 3, 2023"
10,"Agyemang, Nana",SO-2,Rowan,7.01,NYC Gotham Cup,"Jan 20, 2023"
10,"Latham, Carson",SO-2,Stockton,7.01,AARTFC Indoor Track & Field Championships,"Mar 3, 2023"
12,"Johnson , Morris",SR-4,Farmingdale St.,7.03,NYU DIII Invitational,"Feb 3, 2023"
13,"Gomez, Justin",JR-3,TCNJ,7.08,"Ithaca College vs. TCNJ, Cortland & Oneonta","Jan 21, 2023"
13,"Fenderson, Kenyon",SR-4,Ramapo,7.08,TCNJ Indoor Open,"Dec 3, 2022"
15,"Sams, Myles",JR-3,Arcadia,7.10,2023 Middle Atlantic Conference Indoor T&F Championships,"Feb 24, 2023"
16,"Lodge, Andrew",SR-4,TCNJ,7.11,TCNJ Lions Indoor Invitational,"Jan 14, 2023"
17,"Tabor, Daniel",SR-4,Ursinus,7.12,2023 Collegeville Classic,"Jan 21, 2023"
18,"Pines Elliott, Masai",SO-2,Arcadia,7.13,Alvernia University Plex Shootout,"Feb 11, 2023"
18,"Balcacer, Brandon",SO-2,Montclair State,7.13,NJAC Indoor Track & Field Championships,"Feb 20, 2023"
18,"Koehler, Chandler",SO-2,Eastern,7.13,Alvernia Winter Invite,"Jan 14, 2023"
21,"Shea, Matt",JR-3,Moravian,7.14,Fast Times Before Finals,"Dec 2, 2022"
21,"Tobin, Aiden",FR-1,Ursinus,7.14,2023 Centennial Conference Indoor Championships,"Feb 25, 2023"
23,"Darden, Dereck",SO-2,Widener,7.15,2023 Middle Atlantic Conference Indoor T&F Championships,"Feb 24, 2023"
24,"Scott, Tyler",JR-3,TCNJ,7.16,2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
24,"Knowles, Samuel",SO-2,Widener,7.16,Seamus McElligott Invitational 2023,"Jan 28, 2023"
26,"Fenstermaker, Jacob",FR-1,Moravian,7.18,Bow Tie Invitational,"Dec 9, 2022"
27,"Engler, Jason",SR-4,TCNJ,7.20,Seamus McElligott Invitational 2023,"Jan 28, 2023"
28,"Gentile, Anthony",FR-1,Stockton,7.21,TCNJ Indoor Open,"Dec 3, 2022"
29,"Sabastro, Owen",SO-2,Moravian,7.22,2023 Landmark Conference Indoor Track & Field Championships,"Feb 25, 2023"
29,"McKinney, Robert",SO-2,Rowan,7.22,Fastrack Season Opener,"Dec 2, 2022"
29,"Soubik, Branden",JR-3,Gwynedd-Mercy,"7.22
(55)",Muhlenberg Indoor Invitational,"Jan 27, 2023"
29,"Santos, Jared",JR-3,Moravian,7.22,2023 Frank Colden Invitational,"Feb 4, 2023"
33,"Hitchcock, Trevor",JR-3,Muhlenberg,7.23,Keogh Invitational 2023,"Feb 18, 2023"
33,"Reichard, Alex",SR-4,Haverford,7.23,Seamus McElligott Invitational 2023,"Jan 28, 2023"
35,"Amilcar, Rendys",SR-4,Rutgers-Newark,"7.24
(55)",2023 DeSchriver Invitational,"Feb 5, 2023"
36,"Garcia, Jason",JR-3,New Jersey City,7.25,NJAC Indoor Track & Field Championships,"Feb 20, 2023"
37,"Pereira, Kevin",SO-2,Montclair State,7.27,NJAC Indoor Track & Field Championships,"Feb 20, 2023"
37,"Sims, Isaiah",FR-1,USMMA,"7.27
(55)",CGA Winter invite #2,"Feb 3, 2023"
37,"Hines, Gabe",FR-1,Swarthmore,7.27,Diplomat Open @ Franklin & Marshall,"Dec 9, 2022"
37,"Porbeni, Olakemfa",FR-1,Rowan,7.27,Mets Indoor Track & Field Championships,"Feb 3, 2023"
41,"Castro, Joshua",SO-2,Muhlenberg,7.28,Keogh Invitational 2023,"Feb 18, 2023"
42,"Bryant, Nahsir",FR-1,Montclair State,7.29,Seahawk Shootout,"Dec 9, 2022"
42,"Turner, Dontay",SO-2,Stockton,7.29,Seamus McElligott Invitational 2023,"Jan 28, 2023"
44,"Wilson, Vajon",JR-3,DeSales,7.30,2023 Moravian Indoor Meet,"Jan 21, 2023"
45,"Lockett, Terrell",SO-2,Ramapo,7.31,TCNJ Indoor Open,"Dec 3, 2022"
45,"O'Dunlami, Matt",SO-2,Delaware Valley,7.31,Monmouth University Winter Collegiate Invitational,"Jan 28, 2023"
47,"Lahens, Ryan",JR-3,York (N.Y.),7.32,Fastrack Last Chance Meet,"Feb 24, 2023"
48,"Mabry, Jaiden",FR-1,Eastern,7.34,2023 Middle Atlantic Conference Indoor T&F Championships,"Feb 24, 2023"
49,"Fall, Ibrahim",FR-1,FDU-Florham,7.36,2023 Middle Atlantic Conference Indoor T&F Championships,"Feb 24, 2023"
49,"Nye, JP",SR-4,Muhlenberg,7.36,Keogh Invitational 2023,"Feb 18, 2023"

1,"Dwah, Gbarper",FR-1,Ramapo,7.61,Mets Indoor Track & Field Championships,"Feb 3, 2023"
2,"Muzzarelli, Maria",SO-2,Widener,7.68,2023 Middle Atlantic Conference Indoor T&F Championships,"Feb 24, 2023"
3,"Mathews, Laura",JR-3,Stevens,7.77,2023 Middle Atlantic Conference Indoor T&F Championships,"Feb 24, 2023"
4,"Riggins, Valandra",JR-3,TCNJ,7.78,NJAC Indoor Track & Field Championships,"Feb 20, 2023"
5,"Gore, Jayla",FR-1,Widener,7.80,AARTFC Indoor Track & Field Championships,"Mar 3, 2023"
6,"Davis, Helen",SR-4,Moravian,7.86,Fast Times Before Finals,"Dec 2, 2022"
7,"Boadi, Krystle",SR-4,Swarthmore,7.92,2023 Centennial Conference Indoor Championships,"Feb 25, 2023"
8,"Lodge, Molly",SO-2,Rowan,7.93,NJAC Indoor Track & Field Championships,"Feb 20, 2023"
9,"MacLure, Ashlyn",SR-4,TCNJ,7.95,TCNJ Indoor Open,"Dec 3, 2022"
10,"Morrison, Ashanae",SO-2,Stockton,7.96,Big Apple Invitational,"Feb 11, 2023"
11,"Moore, Zrreyah",SR-4,Rutgers-Newark,7.97,Seahawk Shootout,"Dec 9, 2022"
12,"Grill, Maria",SR-4,TCNJ,7.98,"Ithaca College vs. TCNJ, Cortland & Oneonta","Jan 21, 2023"
13,"Robinson, Crystal",SR-4,Moravian,8.00,2023 Landmark Conference Indoor Track & Field Championships,"Feb 25, 2023"
13,"Igwe, Chidimma",SR-4,Rutgers-Newark,8.00,Fastrack Last Chance Meet,"Feb 24, 2023"
15,"Yaskovic, Meredith",SO-2,Ramapo,8.02,TCNJ Indoor Open,"Dec 3, 2022"
16,"Moses, Jahsaiah",SR-4,Haverford,8.03,2023 Centennial Conference Indoor Championships,"Feb 25, 2023"
16,"McNeil, Alexxis",JR-3,Farmingdale St.,8.03,Fastrack National Invitational,"Feb 10, 2023"
16,"Purritano, Victoria",SR-4,TCNJ,8.03,NJAC Indoor Track & Field Championships,"Feb 20, 2023"
19,"Kneppel, Rebecca",SO-2,Ramapo,8.05,Mets Indoor Track & Field Championships,"Feb 3, 2023"
19,"D'Aulerio, Olivia",FR-1,Haverford,8.05,Bow Tie Invitational,"Dec 9, 2022"
21,"Sujitno, Siena",SO-2,Pratt Institute,8.13,Youree Spence-Garcia Invitational,"Dec 3, 2022"
21,"Gomez-Matos, Karla",JR-3,TCNJ,8.13,TCNJ Indoor Open,"Dec 3, 2022"
23,"Itoua, Michelle",FR-1,Montclair State,8.15,NJAC Indoor Track & Field Championships,"Feb 20, 2023"
24,"Harvey, Tehya",SO-2,Ursinus,8.17,Bow Tie Invitational,"Dec 9, 2022"
25,"Justice, Jalynn",FR-1,Rowan,8.20,Alvernia University Plex Shootout,"Feb 11, 2023"
25,"Moore, Paris",FR-1,Rowan,8.20,NJAC Indoor Track & Field Championships,"Feb 20, 2023"
27,"Roper, Breyanna",SO-2,DeSales,8.21,2023 Middle Atlantic Conference Indoor T&F Championships,"Feb 24, 2023"
