
1,"Hines, Solo",SO-2,Whitworth,6.71,Inland Northwest Invitational hosted by Whitworth University,"Jan 28, 2023"
2,"Sanchez, Keola",JR-3,Pacific Lutheran,6.94,2023 UW Invite,"Jan 27, 2023"
3,"Morris, Byron",JR-3,George Fox,6.98,2023 Ken Shannon Invitational,"Feb 24, 2023"
4,"Meade, Kellen",SO-2,Pacific Lutheran,7.05,Whitworth Invitational (Indoor),"Feb 10, 2023"
5,"Lahusky, Jordan",FR-1,Lewis & Clark,7.07,George Fox Indoor #2 Invite,"Feb 17, 2023"
6,"Moreland, Romel",SO-2,Pacific (Ore.),7.10,George Fox Indoor #2 Invite,"Feb 17, 2023"
7,"Ojukwu, John",SR-4,George Fox,7.12,2023 Ken Shannon Invitational,"Feb 24, 2023"
8,"Lemma, Grady",SO-2,Pacific Lutheran,7.14,2023 UW Preview,"Jan 14, 2023"
8,"Migani, Dieumerci",FR-1,George Fox,7.14,George Fox Indoor,"Feb 5, 2023"
8,"Stokes, Dante",SO-2,Whitworth,7.14,2023 Lauren McCluskey Memorial,"Jan 20, 2023"
11,"Baker, Davis",FR-1,George Fox,7.15,George Fox Indoor,"Feb 5, 2023"
12,"Fritz, Jonathan",FR-1,Lewis & Clark,7.16,Whitworth Invitational (Indoor),"Feb 10, 2023"
13,"Seymour, Cameron",JR-3,George Fox,7.19,George Fox Indoor,"Feb 5, 2023"
14,"Phillips, Tayler",SR-4,George Fox,7.20,NCAA Division III Indoor Track & Field Championships,"Mar 10, 2023"
14,"Phillips, Desmond",SO-2,Linfield,7.20,2023 Lauren McCluskey Memorial,"Jan 20, 2023"
16,"Morris, Chandler",JR-3,Linfield,7.21,2023 Lauren McCluskey Memorial,"Jan 20, 2023"
16,"Wisenbaker, Garet",SR-4,George Fox,7.21,George Fox Indoor,"Feb 5, 2023"
18,"Pratt, Dylan",FR-1,Whitworth,7.22,2023 Spokane Indoor Challenge,"Jan 13, 2023"
18,"Jackson, Dylan",SO-2,Linfield,7.22,2023 Lauren McCluskey Memorial,"Jan 20, 2023"
20,"Booker, Zion",SO-2,Pacific (Ore.),7.24,George Fox Indoor #2 Invite,"Feb 17, 2023"
20,"Vargas, Tyler",JR-3,Pacific (Ore.),7.24,George Fox Indoor,"Feb 5, 2023"
22,"Dahl, Lucas",FR-1,Pacific (Ore.),7.25,George Fox Indoor #2 Invite,"Feb 17, 2023"
23,"Swinton, Steele",FR-1,Pacific Lutheran,7.28,Whitworth Invitational (Indoor),"Feb 10, 2023"
24,"Bantolina, Brody",FR-1,Pacific (Ore.),7.29,George Fox Indoor #2 Invite,"Feb 17, 2023"
25,"Penaloza, Lucio",FR-1,Pacific Lutheran,7.30,Whitworth Invitational (Indoor),"Feb 10, 2023"
26,"Howmiller, Jacob",FR-1,Puget Sound,7.31,Whitworth Invitational (Indoor),"Feb 10, 2023"
27,"Flanagan, Riley",SO-2,Whitworth,7.32,Inland Northwest Invitational hosted by Whitworth University,"Jan 28, 2023"
28,"Smith, LeBron",SO-2,Pacific Lutheran,7.33,Whitworth Invitational (Indoor),"Feb 10, 2023"
29,"Stade, Nicholas",FR-1,Lewis & Clark,7.36,2023 Ken Shannon Invitational,"Feb 24, 2023"
29,"Cloy, Jevon",FR-1,Linfield,7.36,Inland Northwest Invitational hosted by Whitworth University,"Jan 28, 2023"

1,"Hewson, Amelia",SR-4,Whitworth,7.83,Whitworth Invitational (Indoor),"Feb 10, 2023"
2,"Feinglas, McKenzie",JR-3,Linfield,7.85,2023 Lauren McCluskey Memorial,"Jan 20, 2023"
3,"Lungo, Jordyn",JR-3,Whitworth,7.94,Whitworth Invitational (Indoor),"Feb 10, 2023"
4,"Smith, Annabelle",FR-1,Willamette,8.08,Whitworth Invitational (Indoor),"Feb 10, 2023"
5,"Hammond, Allyson",FR-1,Pacific (Ore.),8.09,George Fox Indoor,"Feb 5, 2023"
6,"Wilson, Kyrstin",FR-1,Puget Sound,8.12,Whitworth Invitational (Indoor),"Feb 10, 2023"
7,"O'Hara, Macy",JR-3,Lewis & Clark,8.13,George Fox Indoor #2 Invite,"Feb 17, 2023"
8,"Lewis, Jackilyn",SO-2,Puget Sound,8.18,Whitworth Invitational (Indoor),"Feb 10, 2023"
9,"Cox, Lorin",JR-3,Pacific Lutheran,8.25,Whitworth Invitational (Indoor),"Feb 10, 2023"
10,"Silis, Rachelle",FR-1,Linfield,8.31,Whitworth Invitational (Indoor),"Feb 10, 2023"
11,"Olson, Sophia",FR-1,George Fox,8.34,George Fox Indoor,"Feb 5, 2023"
12,"Young, Alison",SO-2,George Fox,8.35,George Fox Indoor #2 Invite,"Feb 17, 2023"
13,"Morris, Keia",FR-1,George Fox,8.36,George Fox Indoor #2 Invite,"Feb 17, 2023"
14,"Hayes, Jordan",FR-1,Linfield,8.54,Inland Northwest Invitational hosted by Whitworth University,"Jan 28, 2023"
15,"Klindt, Addison",SO-2,Linfield,8.55,Inland Northwest Invitational hosted by Whitworth University,"Jan 28, 2023"
16,"Vazquez, Itzel",JR-3,Pacific (Ore.),8.56,George Fox Indoor,"Feb 5, 2023"
17,"Patton, Sydney",SO-2,Pacific (Ore.),8.58,George Fox Indoor,"Feb 5, 2023"
17,"Clinton, Brooke",JR-3,Whitworth,8.58,2023 WSU Open,"Feb 2, 2023"
19,"Azar, Victoria",,George Fox,8.62,George Fox Indoor,"Feb 5, 2023"
20,"Wongsomadi, Daniella",FR-1,Linfield,8.64,2023 Lauren McCluskey Memorial,"Jan 20, 2023"
21,"Bradshaw, Victoria",SO-2,Puget Sound,8.68,Whitworth Invitational (Indoor),"Feb 10, 2023"
22,"Short, Carli",SR-4,George Fox,8.72,George Fox Indoor,"Feb 5, 2023"
23,"Van De Grift, Nara",SO-2,Linfield,8.73,Whitworth Invitational (Indoor),"Feb 10, 2023"
24,"Davenport, Sarah",FR-1,George Fox,8.81,George Fox Indoor #2 Invite,"Feb 17, 2023"
25,"Farrar, Olivia",SO-2,Lewis & Clark,8.83,George Fox Indoor #2 Invite,"Feb 17, 2023"
26,"Soriano, Kelly",SO-2,Pacific (Ore.),8.86,George Fox Indoor #2 Invite,"Feb 17, 2023"
27,"Chin, Elsie",FR-1,Lewis & Clark,8.87,George Fox Indoor #2 Invite,"Feb 17, 2023"
27,"Waddell, Whitney",,George Fox,8.87,George Fox Indoor,"Feb 5, 2023"
29,"Requa, Madelyn",FR-1,Pacific Lutheran,9.00,Whitworth Invitational (Indoor),"Feb 10, 2023"
30,"Brocious, Molly",FR-1,Pacific (Ore.),9.01,George Fox Indoor #2 Invite,"Feb 17, 2023"

