
1,"Hunter, Isaac",SR-4,MSOE,10.83,Wisconsin Private College Championships,"Apr 2, 2023",1.7
2,"Ploeckelman, Evan",SO-2,MSOE,11.00,Wisconsin Private College Championships,"Apr 2, 2023",1.7
3,"Retzlaff, Blake",SO-2,St. Norbert,11.10,Wisconsin Private College Championships,"Apr 2, 2023",2.0
4,"Nash, Luke",SO-2,St. Norbert,11.15,Wisconsin Private College Championships,"Apr 2, 2023",1.6
5,"Osuala, Abuchi",FR-1,Wisconsin Lutheran,11.44,Rhodes Invitational,"Mar 25, 2023",2.1
6,"Tischendorf, Dane",SR-4,Concordia (Wis.),11.57,Wisconsin Private College Championships,"Apr 2, 2023",2.7
6,"Nelson, Stewart",SO-2,Illinois Tech,11.57,2023 Millikin Alumni Invite,"Apr 1, 2023",5.7
8,"Nennig, Camden",FR-1,MSOE,11.59,Wisconsin Private College Championships,"Apr 2, 2023",2.7
9,"Scarnato, Vincent",FR-1,Concordia Univ. Chicago,11.61,Wisconsin Private College Championships,"Apr 2, 2023",2.7
10,"Knight, Austin",FR-1,Concordia Univ. Chicago,11.67,Wisconsin Private College Championships,"Apr 2, 2023",1.6
11,"Welsch, Austin",FR-1,St. Norbert,11.70,Wisconsin Private College Championships,"Apr 2, 2023",2.5
12,"Allen, Christian",SO-2,Illinois Tech,11.71,2023 Millikin Alumni Invite,"Apr 1, 2023",5.7
13,"Coonen, Joe",JR-3,St. Norbert,11.76,Wisconsin Private College Championships,"Apr 2, 2023",2.5
14,"Pollos, Michael",SO-2,St. Norbert,11.84,Wisconsin Private College Championships,"Apr 2, 2023",1.7
15,"Deltgen, Daniel",SO-2,Wisconsin Lutheran,11.97,Wisconsin Private College Championships,"Apr 2, 2023",1.8
16,"Myszewski, Alex",SO-2,St. Norbert,11.99,Wisconsin Private College Championships,"Apr 2, 2023",2.5
17,"Abdi, Muse",SO-2,Lakeland,12.04,Wisconsin Private College Championships,"Apr 2, 2023",1.8
18,"Taylor, Nick",FR-1,Concordia (Wis.),12.07,Wisconsin Private College Championships,"Apr 2, 2023",3.0
19,"Liu, Andy",FR-1,Wisconsin Lutheran,12.11,Rhodes Invitational,"Mar 25, 2023",0.3
20,"Ramstack, Aiden",JR-3,MSOE,12.16,Wisconsin Private College Championships,"Apr 2, 2023",2.0
21,"Ganz, Matt",SO-2,St. Norbert,12.19,Wisconsin Private College Championships,"Apr 2, 2023",2.0
22,"Osuolale, Covenant",FR-1,Concordia (Wis.),12.21,Wisconsin Private College Championships,"Apr 2, 2023",1.6
23,"Giese, Parker",FR-1,Lakeland,12.40,Wisconsin Private College Championships,"Apr 2, 2023",1.8
24,"White, Xzavier",FR-1,St. Norbert,12.42,Wisconsin Private College Championships,"Apr 2, 2023",1.6
25,"Cano, John",SO-2,Concordia Univ. Chicago,12.45,Wisconsin Private College Championships,"Apr 2, 2023",3.0

1,"Makope, Nicole",SO-2,St. Norbert,12.70,Alan Connie Shamrock Invitational,"Mar 16, 2023",5.1
2,"Zahorik, Jenna",JR-3,Concordia (Wis.),12.93,Wisconsin Private College Championships,"Apr 2, 2023",1.5
3,"Moore, Sabrina",JR-3,Concordia (Wis.),12.99,Wisconsin Private College Championships,"Apr 2, 2023",1.5
4,"Jameson, Olivia",FR-1,Illinois Tech,13.13,2023 Millikin Alumni Invite,"Apr 1, 2023",3.2
5,"Turner, Zoe",FR-1,Illinois Tech,13.17,2023 Millikin Alumni Invite,"Apr 1, 2023",3.2
6,"McDaniel, Gillian",FR-1,MSOE,13.19,Wisconsin Private College Championships,"Apr 2, 2023",1.7
7,"Marquardt, Kennedy",SO-2,St. Norbert,13.26,Wisconsin Private College Championships,"Apr 2, 2023",2.2
8,"Wilson, Daisia",SO-2,Concordia Univ. Chicago,13.43,Wisconsin Private College Championships,"Apr 2, 2023",2.0
9,"Wolfe, Gracie",FR-1,St. Norbert,13.46,Wisconsin Private College Championships,"Apr 2, 2023",0.5
9,"Tranel, Nikki",SO-2,St. Norbert,13.46,Wisconsin Private College Championships,"Apr 2, 2023",1.7
11,"Staehling, Ellie",SO-2,St. Norbert,13.49,Wisconsin Private College Championships,"Apr 2, 2023",2.0
12,"Schultz, Katie",FR-1,St. Norbert,13.69,Wisconsin Private College Championships,"Apr 2, 2023",2.2
13,"Schroer, Sydney",FR-1,Wisconsin Lutheran,13.73,Rhodes Invitational,"Mar 25, 2023",1.4
14,"Ebel, Hannah",JR-3,Concordia (Wis.),13.74,Wisconsin Private College Championships,"Apr 2, 2023",2.0
15,"Lorenz, Marissa",SO-2,St. Norbert,13.80,Wisconsin Private College Championships,"Apr 2, 2023",2.2
16,"Smith, Abigail",JR-3,MSOE,14.39,Wisconsin Private College Championships,"Apr 2, 2023",1.9
17,"Fredrick, Aspen",FR-1,St. Norbert,14.59,Wisconsin Private College Championships,"Apr 2, 2023",1.9
18,"Watson, Kitana",SO-2,Concordia Univ. Chicago,14.61,Wisconsin Private College Championships,"Apr 2, 2023",1.7
19,"Haupt, Lora",SR-4,Concordia Univ. Chicago,14.97,Wisconsin Private College Championships,"Apr 2, 2023",0.5
20,"Flores, Kenna",SO-2,Illinois Tech,15.66,2023 Millikin Alumni Invite,"Apr 1, 2023",2.7

1,"Hunter, Isaac",SR-4,MSOE,22.58,Wisconsin Private College Championships,"Apr 2, 2023",1.8
2,"Sylvain, Collin",FR-1,St. Norbert,22.96,Wisconsin Private College Championships,"Apr 2, 2023",2.1
3,"Burant, Daniel",SO-2,MSOE,23.01,Wisconsin Private College Championships,"Apr 2, 2023",2.1
3,"Ploeckelman, Evan",SO-2,MSOE,23.01,Wisconsin Private College Championships,"Apr 2, 2023",1.8
5,"Retzlaff, Blake",SO-2,St. Norbert,23.21,Wisconsin Private College Championships,"Apr 2, 2023",4.3
5,"Tischendorf, Dane",SR-4,Concordia (Wis.),23.21,Wisconsin Private College Championships,"Apr 2, 2023",2.5
7,"Wiesen, Jordan",JR-3,Wisconsin Lutheran,23.62,Wisconsin Private College Championships,"Apr 2, 2023",1.6
7,"Klibowitz, Ryan",JR-3,Wisconsin Lutheran,23.62,Rhodes Invitational,"Mar 25, 2023",0.5
9,"Knight, Austin",FR-1,Concordia Univ. Chicago,23.69,Wisconsin Private College Championships,"Apr 2, 2023",2.1
10,"Schermacher, Ezra",FR-1,St. Norbert,23.70,Wisconsin Private College Championships,"Apr 2, 2023",2.1
11,"Witto, Paul",SO-2,Concordia (Wis.),23.72,Wisconsin Private College Championships,"Apr 2, 2023",2.1
12,"Butzman, Noah",SO-2,Illinois Tech,23.74,2023 Millikin Alumni Invite,"Apr 1, 2023",-1.6
13,"Nennig, Camden",FR-1,MSOE,23.85,Wisconsin Private College Championships,"Apr 2, 2023",1.6
14,"Bong, Nate",SO-2,MSOE,23.94,Wisconsin Private College Championships,"Apr 2, 2023",1.6
15,"Myszewski, Alex",SO-2,St. Norbert,24.32,Wisconsin Private College Championships,"Apr 2, 2023",1.7
15,"Nugent, Tyler",SR-4,St. Norbert,24.32,Wisconsin Private College Championships,"Apr 2, 2023",2.7
17,"Pollos, Michael",SO-2,St. Norbert,24.42,Wisconsin Private College Championships,"Apr 2, 2023",1.3
18,"Fisher, Jacob",JR-3,St. Norbert,24.61,Wisconsin Private College Championships,"Apr 2, 2023",2.5
19,"Liu, Andy",FR-1,Wisconsin Lutheran,24.79,Rhodes Invitational,"Mar 25, 2023",0.5
20,"Ramstack, Aiden",JR-3,MSOE,24.91,Wisconsin Private College Championships,"Apr 2, 2023",2.1
21,"Taylor, Nick",FR-1,Concordia (Wis.),25.00,Wisconsin Private College Championships,"Apr 2, 2023",1.7
22,"Ketchman, Louis",FR-1,Illinois Tech,25.18,2023 Millikin Alumni Invite,"Apr 1, 2023",-2.1
23,"Wolford, Carson",SO-2,Concordia (Wis.),25.32,Wisconsin Private College Championships,"Apr 2, 2023",2.7
24,"Rerecich, Colin",SO-2,Concordia (Wis.),25.53,Wisconsin Private College Championships,"Apr 2, 2023",1.7
25,"Crawford, Chris",FR-1,Lakeland,25.86,Wisconsin Private College Championships,"Apr 2, 2023",0.6

1,"Turner, Zoe",FR-1,Illinois Tech,26.66,2023 Millikin Alumni Invite,"Apr 1, 2023",-0.6
2,"Shelton, Eve",SO-2,Concordia Univ. Chicago,26.93,Wisconsin Private College Championships,"Apr 2, 2023",2.0
3,"Marquardt, Kennedy",SO-2,St. Norbert,27.17,Wisconsin Private College Championships,"Apr 2, 2023",2.9
4,"Rottier, Lauren",SR-4,St. Norbert,27.21,Alan Connie Shamrock Invitational,"Mar 16, 2023",-1.5
4,"Zahorik, Jenna",JR-3,Concordia (Wis.),27.21,Wisconsin Private College Championships,"Apr 2, 2023",2.0
6,"Makope, Nicole",SO-2,St. Norbert,27.22,Wisconsin Private College Championships,"Apr 2, 2023",2.0
7,"Tranel, Nikki",SO-2,St. Norbert,27.83,Wisconsin Private College Championships,"Apr 2, 2023",2.9
8,"Isom, Aniyah",SO-2,Concordia Univ. Chicago,28.18,Wisconsin Private College Championships,"Apr 2, 2023",3.8
9,"Schultz, Katie",FR-1,St. Norbert,28.23,Wisconsin Private College Championships,"Apr 2, 2023",1.8
10,"Moore, Sabrina",JR-3,Concordia (Wis.),28.38,Wisconsin Private College Championships,"Apr 2, 2023",2.0
11,"Wilson, Daisia",SO-2,Concordia Univ. Chicago,28.41,Wisconsin Private College Championships,"Apr 2, 2023",1.8
12,"Zickert, Ally",SO-2,St. Norbert,28.59,Wisconsin Private College Championships,"Apr 2, 2023",1.8
13,"Colon Torres, Veronika",SO-2,St. Norbert,28.97,Wisconsin Private College Championships,"Apr 2, 2023",1.3
14,"Ebel, Hannah",JR-3,Concordia (Wis.),29.40,Wisconsin Private College Championships,"Apr 2, 2023",1.8
15,"Dunkel, Julie",SR-4,St. Norbert,29.58,Wisconsin Private College Championships,"Apr 2, 2023",1.8
