
1,"Fox, Daniel",SO-2,Christopher Newport,6.88,South Region Final Qualifier & Multi,"Mar 3, 2023"
2,"Shelton, Jacob",JR-3,Salisbury,7.01,Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023"
3,"Stenger, Jonathan",SO-2,UC Santa Cruz,7.07,George Fox Indoor,"Feb 5, 2023"
4,"Smith, Kai",FR-1,Salisbury,7.09,CNU Holiday Open,"Dec 3, 2022"
5,"Haworth, Javi",FR-1,Christopher Newport,7.10,Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023"
6,"Jones II, Jacinto",FR-1,Mary Washington,7.13,2023 Liberty Open,"Feb 4, 2023"
7,"Creadon, Reese",SO-2,Mary Washington,7.15,Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023"
8,"Chapman, Ian",SO-2,Mary Washington,7.17,Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023"
9,"Dhillon, Kareem",FR-1,Mary Washington,7.21,Winter Classic,"Jan 27, 2023"
10,"Contini, James",SO-2,UC Santa Cruz,7.22,Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023"
11,"Douge, Emmanuel",SO-2,St. Mary's (Md.),7.23,Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023"
12,"Elliott, Gage",SO-2,Christopher Newport,7.25,CNU Qualifier & Combined Events,"Feb 26, 2023"
13,"Kramer, Ryan",JR-3,Salisbury,7.28,Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023"
14,"Frye, Sherrod",SR-4,Salisbury,7.30,Richard Drake Invitational,"Feb 5, 2023"
15,"Koesel, Drew",JR-3,UC Santa Cruz,7.34,Wartburg Qualifier,"Mar 3, 2023"
16,"Vo, Tyler",FR-1,UC Santa Cruz,7.35,George Fox Indoor,"Feb 5, 2023"
17,"Lesko, Kyle",FR-1,Christopher Newport,7.36,Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023"
18,"Miller, Jeremy",FR-1,UC Santa Cruz,7.39,Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023"
19,"Reeders, Clarence",JR-3,Christopher Newport,7.41,Blue Marlin Invitational,"Jan 21, 2023"
19,"Peterson, Brandon",FR-1,Christopher Newport,7.41,CNU Qualifier & Combined Events,"Feb 26, 2023"

1,"Trussell, Sydney",SO-2,Christopher Newport,7.88,Richard Drake Invitational,"Feb 5, 2023"
2,"Redmond, Sophia",FR-1,Mary Washington,7.91,2023 Liberty Open,"Feb 4, 2023"
3,"Cummins, Amaya",SO-2,UC Santa Cruz,8.10,George Fox Indoor,"Feb 5, 2023"
4,"Stirling, Lindsey",JR-3,Christopher Newport,8.17,Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023"
4,"Forvil, Karia",FR-1,Salisbury,8.17,CNU Holiday Open,"Dec 3, 2022"
6,"Sujitno, Siena",SO-2,Pratt Institute,8.18,Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023"
7,"Hill, Mia",FR-1,Salisbury,8.22,Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023"
8,"Solumua, Chloe",JR-3,UC Santa Cruz,8.23,George Fox Indoor,"Feb 5, 2023"
9,"Damewood, Grace",SO-2,Christopher Newport,8.56,CNU Holiday Open,"Dec 3, 2022"
9,"Rivers, Chay'La",FR-1,St. Mary's (Md.),8.56,Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023"
9,"Haack, Marlyse",FR-1,Salisbury,8.56,Richard Drake Invitational,"Feb 5, 2023"
12,"Eungard, Eleanor",FR-1,Christopher Newport,8.57,Blue Marlin Invitational,"Jan 21, 2023"
13,"Kasanagottu, Isha",FR-1,UC Santa Cruz,8.66,George Fox Indoor,"Feb 5, 2023"
14,"Kaplan, Alex",FR-1,UC Santa Cruz,8.67,George Fox Indoor,"Feb 5, 2023"
15,"Phillips, Maddie",SO-2,Mary Washington,8.69,Winter Classic,"Jan 27, 2023"
16,"Saini, Ria",SO-2,UC Santa Cruz,8.81,George Fox Indoor,"Feb 5, 2023"
17,"Snell-Ostendorf, Addie",FR-1,St. Mary's (Md.),8.84,Seamus McElligott Invitational 2023,"Jan 28, 2023"
18,"Ortega, Joceline",FR-1,UC Santa Cruz,9.00,George Fox Indoor,"Feb 5, 2023"
19,"Jones, Mackenzie",SO-2,UC Santa Cruz,9.17,George Fox Indoor,"Feb 5, 2023"
20,"Bruno, Fladaina",FR-1,St. Mary's (Md.),9.54,Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023"

1,"Smith, Kai",FR-1,Salisbury,22.14,South Region Final Qualifier & Multi,"Mar 3, 2023",NWI
2,"Fox, Daniel",SO-2,Christopher Newport,22.35,Camel City Invitational,"Feb 3, 2023",NWI
3,"Jones II, Jacinto",FR-1,Mary Washington,"22.52
%",Winter Classic,"Jan 27, 2023",NWI
4,"Stenger, Jonathan",SO-2,UC Santa Cruz,23.13,Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023",NWI
5,"Koesel, Drew",JR-3,UC Santa Cruz,23.27,Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023",NWI
6,"Chapman, Ian",SO-2,Mary Washington,23.32,Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023",NWI
7,"Shelton, Jacob",JR-3,Salisbury,23.35,South Region Final Qualifier & Multi,"Mar 3, 2023",NWI
8,"Spring, Perry",JR-3,Christopher Newport,23.40,CNU Holiday Open,"Dec 3, 2022",NWI
8,"Elliott, Gage",SO-2,Christopher Newport,23.40,CNU Qualifier & Combined Events,"Feb 26, 2023",NWI
