
1,"Cuvilly, Curtis",SR-4,St. John Fisher,7.10,Empire 8 Indoor Track Championships,"Feb 24, 2023"
2,"Peters, Neil",SR-4,Alfred,7.11,Nazareth Conference Tune-Up,"Feb 17, 2023"
3,"Hadasz, Andrew",JR-3,Utica,7.12,Utica Holiday Classic,"Dec 10, 2022"
4,"Flynn, Nolan",FR-1,Utica,7.15,Empire 8 Indoor Track Championships,"Feb 24, 2023"
5,"Welch, Mike",SR-4,Nazareth,7.21,Nazareth Conference Tune-Up,"Feb 17, 2023"
6,"Young, Brock",FR-1,St. John Fisher,7.22,Nazareth Alumni Invite,"Dec 9, 2022"
6,"Luton, Kaleb",SR-4,Nazareth,7.22,Empire 8 Indoor Track Championships,"Feb 24, 2023"
8,"Wright, Zuriel",SR-4,Utica,7.24,Empire 8 Indoor Track Championships,"Feb 24, 2023"
9,"Wynn, Trenton",SR-4,St. John Fisher,7.25,Brockport Multi,"Feb 3, 2023"
9,"Bishop, Brady",SO-2,St. John Fisher,7.25,Empire 8 Indoor Track Championships,"Feb 24, 2023"
11,"Jackson, Steven",JR-3,Alfred,7.27,Empire 8 Indoor Track Championships,"Feb 24, 2023"
12,"Tinney, Shane",SR-4,Utica,7.28,Empire 8 Indoor Track Championships,"Feb 24, 2023"
13,"McCauslin, Connor",SR-4,Nazareth,7.29,Empire 8 Indoor Track Championships,"Feb 24, 2023"
13,"Pomykaj, Jack",FR-1,Nazareth,7.29,Empire 8 Indoor Track Championships,"Feb 24, 2023"
13,"Conteh, Patrick",FR-1,Hartwick,7.29,Empire 8 Indoor Track Championships,"Feb 24, 2023"
16,"Puglisi, Michael",FR-1,Nazareth,7.30,Nazareth Alumni Invite,"Dec 9, 2022"
17,"Lewis, Ben",SO-2,Nazareth,7.32,Nazareth Conference Tune-Up,"Feb 17, 2023"
18,"Stasiw, Matthew",JR-3,St. John Fisher,7.35,Brockport Multi,"Feb 3, 2023"
19,"Kurtz, Evan",SO-2,Houghton,7.36,Empire 8 Indoor Track Championships,"Feb 24, 2023"
19,"Joseph, Jaleel",FR-1,Alfred,7.36,Empire 8 Indoor Track Championships,"Feb 24, 2023"
21,"Rogers, Nyles",SO-2,Utica,7.39,Utica Blue & Orange Invite and Multi,"Jan 27, 2023"
22,"Ferris, Cole",FR-1,St. John Fisher,7.41,Winter Welcome Back,"Jan 21, 2023"
23,"Yeager, Malachi",SR-4,Houghton,7.42,Nazareth Conference Tune-Up,"Feb 17, 2023"
24,"Adadjo, David",SO-2,Sage,7.44,Nazareth Conference Tune-Up,"Feb 17, 2023"
24,"Wendt, John",JR-3,Alfred,7.44,Brockport Multi,"Feb 3, 2023"

1,"Shea, Samantha",SR-4,St. John Fisher,7.76,Nazareth Conference Tune-Up,"Feb 17, 2023"
2,"Johnson, Brenna",SR-4,Nazareth,7.82,Empire 8 Indoor Track Championships,"Feb 24, 2023"
3,"Franz, Ciarra",SO-2,St. John Fisher,7.83,Empire 8 Indoor Track Championships,"Feb 24, 2023"
4,"Mix, Mackenzie",SO-2,Utica,7.86,Utica Pioneer Fast Trax Invite,"Feb 4, 2023"
5,"Lettsome, Zhane",FR-1,St. John Fisher,7.91,Empire 8 Indoor Track Championships,"Feb 24, 2023"
6,"Meade, Laura",SR-4,Utica,8.03,AARTFC Indoor Track & Field Championships,"Mar 3, 2023"
6,"Kurbs, Michaela",JR-3,St. John Fisher,8.03,Empire 8 Indoor Track Championships,"Feb 24, 2023"
8,"Rowley, Isabelle",FR-1,St. John Fisher,8.07,Empire 8 Indoor Track Championships,"Feb 24, 2023"
9,"Perkins, T'Aliyah",FR-1,St. John Fisher,8.13,Houghton December Classic,"Dec 2, 2022"
10,"Morley, Alaina",FR-1,Nazareth,8.18,Empire 8 Indoor Track Championships,"Feb 24, 2023"
11,"Ragule, Hannah",JR-3,Nazareth,8.19,RIT February Friday Invitational,"Feb 10, 2023"
12,"Humphrey, Lilyan",FR-1,St. John Fisher,8.20,Nazareth Conference Tune-Up,"Feb 17, 2023"
13,"Duell, Veronica",SO-2,St. John Fisher,8.22,Nazareth Alumni Invite,"Dec 9, 2022"
14,"Covelli, Maria",SR-4,St. John Fisher,8.30,Nazareth Conference Challenge Cup,"Jan 28, 2023"
15,"Norris, Riley",SO-2,Nazareth,8.32,Nazareth Alumni Invite,"Dec 9, 2022"
16,"Leahey, McKenzie",SR-4,Nazareth,8.34,RIT February Friday Invitational,"Feb 10, 2023"
17,"Lennebacker, Allison",SO-2,St. John Fisher,8.38,Nazareth Conference Challenge Cup,"Jan 28, 2023"
18,"Le, Brenda",SO-2,St. John Fisher,8.41,Brockport Multi,"Feb 3, 2023"
19,"Lasher, Alexis",FR-1,Nazareth,8.42,Empire 8 Indoor Track Championships,"Feb 24, 2023"
20,"Wright, Grace",SO-2,St. John Fisher,8.46,Brockport Multi,"Feb 3, 2023"
21,"Spila, Anne",FR-1,Alfred,8.48,Nazareth Conference Tune-Up,"Feb 17, 2023"
22,"Young, Lina",FR-1,Alfred,8.51,Nazareth Conference Tune-Up,"Feb 17, 2023"
23,"Glomski, Elizabeth",SO-2,Utica,8.53,SLU Open,"Feb 17, 2023"
24,"Clarke, Ayjah",JR-3,Utica,8.54,Utica Winter Opener,"Jan 14, 2023"
25,"Vanderhoof, Sydney",SR-4,Nazareth,8.58,RIT February Friday Invitational,"Feb 10, 2023"

1,"Hadasz, Andrew",JR-3,Utica,"22.58
%",AARTFC Indoor Track & Field Championships,"Mar 3, 2023",NWI
2,"Puglisi, Michael",FR-1,Nazareth,22.84,Empire 8 Indoor Track Championships,"Feb 24, 2023",NWI
3,"Bishop, Brady",SO-2,St. John Fisher,23.04,Empire 8 Indoor Track Championships,"Feb 24, 2023",NWI
4,"Flynn, Nolan",FR-1,Utica,23.05,Empire 8 Indoor Track Championships,"Feb 24, 2023",NWI
5,"Welch, Mike",SR-4,Nazareth,"23.17
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023",NWI
6,"Lewis, Ben",SO-2,Nazareth,"23.27
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023",NWI
7,"Young, Brock",FR-1,St. John Fisher,23.29,Houghton December Classic,"Dec 2, 2022",NWI
8,"Ferris, Cole",FR-1,St. John Fisher,23.36,Nazareth Conference Tune-Up,"Feb 17, 2023",NWI
9,"Wynn, Trenton",SR-4,St. John Fisher,"23.43
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023",NWI
10,"Peters, Neil",SR-4,Alfred,23.46,Houghton December Classic,"Dec 2, 2022",NWI
11,"Kurtz, Evan",SO-2,Houghton,23.54,Highlander Invitational,"Jan 21, 2023",NWI
12,"Kain , Ethan",SR-4,Utica,23.64,Utica Pioneer Fast Trax Invite,"Feb 4, 2023",NWI
13,"Wendt, John",JR-3,Alfred,23.67,Empire 8 Indoor Track Championships,"Feb 24, 2023",NWI
14,"Nettles, Joseph",SO-2,Nazareth,23.79,Empire 8 Indoor Track Championships,"Feb 24, 2023",NWI
15,"Cuvilly, Curtis",SR-4,St. John Fisher,23.81,Nazareth Conference Tune-Up,"Feb 17, 2023",NWI
16,"Stasiw, Matthew",JR-3,St. John Fisher,23.86,Houghton December Classic,"Dec 2, 2022",NWI
17,"Adadjo, David",SO-2,Sage,23.89,Empire 8 Indoor Track Championships,"Feb 24, 2023",NWI
18,"Orioles, Michael",FR-1,Utica,23.94,Empire 8 Indoor Track Championships,"Feb 24, 2023",NWI
19,"Luton, Kaleb",SR-4,Nazareth,"23.99
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023",NWI
20,"Asch, Dylan",FR-1,Utica,24.01,Empire 8 Indoor Track Championships,"Feb 24, 2023",NWI
