
1,"Blaskowski, Sam",SO-2,Wis.-La Crosse,6.65,WIAC Indoor Championships,"Feb 24, 2023"
2,"Hines, Solo",SO-2,Whitworth,6.71,Inland Northwest Invitational hosted by Whitworth University,"Jan 28, 2023"
3,"Willems, Davian",SO-2,Wis.-Oshkosh,6.72,Ripon Winter Open & Multi,"Dec 2, 2022"
4,"Rantanen, Carson",JR-3,Greenville,6.74,Titan First Chance 2023,"Dec 10, 2022"
5,"Liu, Landen",FR-1,Bethel (Minn.),6.76,MIAC Indoor Multi Championships,"Feb 23, 2023"
5,"Traore, Cheickna",SR-4,Ramapo,6.76,TCNJ Indoor Open,"Dec 3, 2022"
5,"Anderson, CJ",SO-2,Greenville,6.76,Titan First Chance 2023,"Dec 10, 2022"
8,"Leonard-Osbourne, Jalen",JR-3,Ithaca,6.78,AARTFC Indoor Track & Field Championships,"Mar 3, 2023"
8,"Hobbs, Jailen",JR-3,Rose-Hulman,6.78,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
10,"Holland, Myron",JR-3,Elizabethtown,6.79,2023 Landmark Conference Indoor Track & Field Championships,"Feb 25, 2023"
10,"Ombogo, Jereme",SO-2,North Park,6.79,NCC Heenan Invitational,"Feb 11, 2023"
12,"Jackson, Derrick",SR-4,Knox,6.80,Fighting Bee Invitational,"Jan 27, 2023"
12,"Smith, Ryder",FR-1,Wis.-La Crosse,6.80,Wartburg Qualifier,"Mar 3, 2023"
14,"Cullison, Keegan",SO-2,Wis.-Oshkosh,6.81,WIAC Indoor Championships,"Feb 24, 2023"
14,"Smith, Josh",SR-4,Loras,6.81,Battle In The Hive,"Jan 14, 2023"
16,"Klechefski, Stefan",JR-3,Wis.-Eau Claire,6.83,UW-Oshkosh 'Titan Challenge',"Feb 18, 2023"
16,"Grant, Jaylen",SR-4,Wis.-Oshkosh,6.83,Ripon Final Qualifier & Multi,"Mar 3, 2023"
16,"Vaught, JP",SR-4,Centre,6.83,Wittenberg Tiger Opener,"Dec 3, 2022"
16,"Budiman, Jeremiah",SR-4,MIT,6.83,MIT Gordon Kelly Invitational,"Feb 11, 2023"
20,"Reichart, Spencer",JR-3,Wis.-La Crosse,6.84,Mark Guthrie Legacy Invitational,"Feb 4, 2023"
20,"Fowler, Brady",SO-2,Roanoke,6.84,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
20,"Eben Ebai, Samuel",SR-4,St. Scholastica,6.84,The CSS Opener,"Dec 10, 2022"
20,"Bunten, Derik",SO-2,Loras,6.84,Wartburg Qualifier,"Mar 3, 2023"
24,"Talbert, Ray",SO-2,Dubuque,6.85,UW-Platteville Invitational,"Feb 11, 2023"
24,"Love, Shamar",JR-3,Rowan,6.85,AARTFC Indoor Track & Field Championships,"Mar 3, 2023"
26,"Jones, Jahari",SO-2,Berry,6.86,Emory Crossplex Showdown 2023,"Jan 15, 2023"
26,"Crowder, William",SO-2,Shenandoah,6.86,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
28,"Williams, Ja'siah",FR-1,Wis.-Oshkosh,6.87,UW-Oshkosh 'Titan Challenge',"Feb 18, 2023"
28,"McVicker, Andrew",SR-4,Mount Union,6.87,Polar Bear Final Qualifier- 2023,"Mar 3, 2023"
30,"Spivery, Jamauri",SR-4,North Central (Ill.),6.88,Ripon Final Qualifier & Multi,"Mar 3, 2023"
30,"Clanton, Kyle",SR-4,Bridgewater (Va.),6.88,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
30,"Fox, Daniel",SO-2,Christopher Newport,6.88,South Region Final Qualifier & Multi,"Mar 3, 2023"
30,"Storm, Jared",JR-3,Mount Union,"6.88
(55)",2023 OAC Indoor Track & Field Championships,"Feb 24, 2023"
34,"Jones, Jaylen",SO-2,Lynchburg,6.89,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
34,"Williams, Randy",FR-1,Wartburg,6.89,Wartburg Qualifier,"Mar 3, 2023"
