
1,"Hobbs, Jailen",JR-3,Rose-Hulman,6.78,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
2,"Vaught, JP",SR-4,Centre,6.83,Wittenberg Tiger Opener,"Dec 3, 2022"
3,"McVicker, Andrew",SR-4,Mount Union,6.87,Polar Bear Final Qualifier- 2023,"Mar 3, 2023"
4,"Storm, Jared",JR-3,Mount Union,"6.88
(55)",2023 OAC Indoor Track & Field Championships,"Feb 24, 2023"
5,"Clark, Garrett",JR-3,John Carroll,"6.92
(55)",2023 OAC Indoor Track & Field Championships,"Feb 24, 2023"
5,"Mcentyre, Jake",FR-1,Heidelberg,"6.92
(55)",2023 OAC Indoor Track & Field Championships,"Feb 24, 2023"
5,"Newby, Will",FR-1,Wabash,6.92,Titan First Chance 2023,"Dec 10, 2022"
8,"Epps, Jaylin",SO-2,Denison,6.93,North Coast AC Indoor Championships,"Feb 24, 2023"
8,"Glenn, Dom",SO-2,Capital,"6.93
(55)",2023 OAC Indoor Track & Field Championships,"Feb 24, 2023"
10,"Davis, Will",SO-2,Albion,6.94,WHAC vs. MIAA Challenge,"Feb 10, 2023"
11,"Souza, Vini",SR-4,Ohio Northern,6.95,Polar Bear Final Qualifier- 2023,"Mar 3, 2023"
12,"Perez, Juan",SR-4,Case Western,6.96,All-Ohio DIII Indoor Track & Field Championships,"Feb 11, 2023"
13,"Kartsonas, Jimmy",SO-2,John Carroll,6.97,Ed Finnigan Greater Cleveland Meet,"Feb 17, 2023"
14,"Chapman, DaMario",SO-2,Albion,6.98,WHAC vs. MIAA Challenge,"Feb 10, 2023"
15,"Jackson, Devontae",FR-1,Baldwin Wallace,"6.99
(55)",Baldwin Wallace Mid-Feb,"Feb 10, 2023"
16,"Paige, Brandon",SO-2,Mount Union,"7.01
(55)",2023 OAC Indoor Track & Field Championships,"Feb 24, 2023"
16,"Harris, Max",SO-2,Trine,7.01,Turnstone: Strive for Greatness Indoor,"Dec 10, 2022"
18,"Malloy, Aiden",SO-2,Mount Union,7.02,All-Ohio DIII Indoor Track & Field Championships,"Feb 11, 2023"
18,"Gono Phiri, Tapiwa",SO-2,Kenyon,7.02,North Coast AC Indoor Championships,"Feb 24, 2023"
18,"Thonn, Will",SR-4,Trine,7.02,MIAA (DIII) Indoor Track & Field Championships,"Feb 25, 2023"
18,"Brown, Jordon",JR-3,Olivet,7.02,Jack Skoog Open,"Jan 21, 2023"
22,"Jacobs, Ollie",SR-4,Ohio Northern,7.03,Tiffin University Open 2,"Feb 11, 2023"
22,"Hearns, Julius",SO-2,Wabash,7.03,North Coast AC Indoor Championships,"Feb 24, 2023"
22,"Laleye, Ayotunde",JR-3,DePauw,7.03,DePauw Tim Hreha Memorial Invitational,"Feb 3, 2023"
25,"Danitz, Liam",FR-1,Hope,7.05,MIAA (DIII) Indoor Track & Field Championships,"Feb 25, 2023"
26,"Weisenberger, Joshua",SO-2,Wittenberg,7.06,Wittenberg Collegiate Invite,"Feb 18, 2023"
26,"Melvin, Gabriel",SR-4,Manchester,7.06,Polar Bear Final Qualifier- 2023,"Mar 3, 2023"
26,"Gist, Desmond",JR-3,Bluffton,7.06,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
26,"Faggs, Kaedan",FR-1,Baldwin Wallace,7.06,Mrs. G Invitational,"Feb 4, 2023"
26,"Miller, Tyce",SR-4,Rose-Hulman,7.06,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
31,"Till, Corbin",FR-1,Manchester,7.07,2023 HCAC Indoor Track & Field Championships,"Feb 25, 2023"
