
1,"Gerzon, Luke",SR-4,Rhodes,10.47,Wash U Invite,"Mar 31, 2023",3.2
2,"Fowler, Brady",SO-2,Roanoke,10.50,Vertklasse,"Mar 31, 2023",3.9
3,"Clayton, TJ",JR-3,Rhodes,10.54,Wash U Invite,"Mar 31, 2023",3.2
4,"Jones, Jahari",SO-2,Berry,10.56,55th Annual Centre College Track & Field Invitational,"Apr 1, 2023",-0.2
5,"Clanton, Kyle",SR-4,Bridgewater (Va.),10.64,Vertklasse,"Mar 31, 2023",3.7
6,"Fox, Daniel",JR-3,Christopher Newport,10.68,2023 Colonial Relays,"Mar 30, 2023",1.8
7,"Moore, Miles",JR-3,Shenandoah,10.72,Doc Jopson Track & Field Invitational,"Mar 25, 2023",1.5
8,"Singleton, Kelsey",FR-1,Belhaven,10.75,Belhaven University Invitational,"Mar 25, 2023",1.9
9,"Crowder, William",SO-2,Shenandoah,10.76,Alan Connie Shamrock Invitational,"Mar 16, 2023",2.8
10,"Jones, Jaylen",SO-2,Lynchburg,10.77,2023 Colonial Relays,"Mar 30, 2023",0.7
11,"Nash, Aaron",SO-2,Methodist,10.78,Alan Connie Shamrock Invitational,"Mar 16, 2023",3.0
12,"Donsereaux, Chris",JR-3,Piedmont,10.80,Lee University Invitational,"Mar 25, 2023",1.8
13,"Clark, Isaiah",SO-2,Ferrum,10.82,Virginia Beach Spring Break Invitational,"Mar 17, 2023",+0.0
14,"Price, Jackson",SO-2,Emory,10.86,Emory Spring Break Classic 2023,"Mar 17, 2023",1.1
15,"Gregory, Eric",JR-3,Gallaudet,10.87,Seahawk Invitational,"Apr 1, 2023",1.9
16,"Anderson, William",FR-1,Belhaven,10.91,Belhaven University Invitational,"Mar 25, 2023",2.3
16,"Alexander, Trevel",SR-4,Guilford,10.91,Vertklasse,"Mar 31, 2023",2.2
18,"McLean, Clarence",FR-1,Maryville (Tenn.),10.94,Victor Ice Breaker Duals 2023,"Mar 4, 2023",1.3
19,"Butler, Chris",JR-3,Millsaps,10.97,Belhaven University Invitational,"Mar 25, 2023",1.9
20,"Brandstadter, Henry",FR-1,Emory,10.98,Emory Spring Break Classic 2023,"Mar 17, 2023",1.1
20,"Ryba, Sam",SO-2,Emory,10.98,Emory Spring Break Classic 2023,"Mar 17, 2023",0.5
22,"Morgan, Damon",SO-2,Eastern Mennonite,10.99,Doc Jopson Track & Field Invitational,"Mar 25, 2023",2.6
23,"Jacobs, Zachary",JR-3,Lynchburg,11.03,Alan Connie Shamrock Invitational,"Mar 16, 2023",2.5
24,"Moore, Devin",SO-2,Belhaven,11.06,Southern Miss Invitational,"Mar 31, 2023",1.7
25,"Cornish, Isaiah",SR-4,Lynchburg,11.08,Alan Connie Shamrock Invitational,"Mar 16, 2023",0.7
26,"Hamm, Michael",SO-2,Ferrum,11.13,Virginia Beach Spring Break Invitational,"Mar 17, 2023",+0.0
26,"Chapman, Ian",SO-2,Mary Washington,11.13,Battleground Relays,"Apr 1, 2023",1.2
28,"Prince, Milton",FR-1,William Peace,11.14,UNCW Seahawk Invitational,"Mar 3, 2023",1.5
28,"Scott, Miles",FR-1,William Peace,11.14,6th Annual adidas Trojan Challenge,"Mar 24, 2023",2.5
30,"Raya, Nekolas",JR-3,Lynchburg,11.16,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",+0.0
31,"Santiago, Steven",SR-4,Mary Baldwin,11.17,Battleground Relays,"Apr 1, 2023",1.6
31,"Johnson, Alijah",SR-4,Eastern Mennonite,11.17,Washington & Lee Carnival,"Mar 17, 2023",-0.5
31,"Heffinger, Brandon",FR-1,Roanoke,11.17,Doc Jopson Track & Field Invitational,"Mar 25, 2023",2.6
34,"Eldridge, Joseph",FR-1,Roanoke,11.19,Doc Jopson Track & Field Invitational,"Mar 25, 2023",2.6
35,"Diaz, Aden",FR-1,Emory,11.20,Emory Spring Break Classic 2023,"Mar 17, 2023",0.5
36,"Taylor, Reginald",SO-2,Brevard,11.22,Trojan Opener,"Mar 17, 2023",1.9
37,"Hunter, Bryson",SR-4,Eastern Mennonite,11.23,Battleground Relays,"Apr 1, 2023",1.6
37,"Newcome, Wyatt",FR-1,Shenandoah,11.23,2023 Colonial Relays,"Mar 30, 2023",2.8
39,"Wilson, Deiondre",SO-2,Berry,11.24,Emory Spring Break Classic 2023,"Mar 17, 2023",2.2
40,"Kirksey, Christopher",SO-2,Mary Baldwin,11.25,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",+0.0
41,"Fearwell, Jevontae",SO-2,Catholic,11.26,2023 Towson Spring Open,"Mar 31, 2023",3.6
42,"de la Cruz, Daniel",SR-4,Southern Virginia,11.29,Washington & Lee Carnival,"Mar 17, 2023",-1.1
42,"Hunter, Tyler",SO-2,Maryville (Tenn.),11.29,Victor Ice Breaker Duals 2023,"Mar 4, 2023",0.9
44,"Ashton, Gareth",SO-2,Gallaudet,11.31,Blue & Silver Challenge,"Mar 25, 2023",-1.6
45,"Row, Campbell",FR-1,Covenant,11.34,Lee University Invitational,"Mar 25, 2023",2.9
46,"Woods, Josiyah",FR-1,Methodist,11.36,Alan Connie Shamrock Invitational,"Mar 16, 2023",0.7
46,"Easy, Kahil",JR-3,Marymount (Va.),11.36,Battleground Relays,"Apr 1, 2023",1.9
48,"Hunter, Lydell",FR-1,Centenary (La.),11.37,Southern Arkansas-Dan Veach Invite,"Mar 25, 2023",0.8
49,"Cook, Jeremiah",JR-3,Rhodes,11.39,Rhodes Invitational,"Mar 25, 2023",2.1
50,"Barrett, Roy",SO-2,Maryville (Tenn.),11.40,Lee University Invitational,"Mar 25, 2023",2.6

1,"Coleman, Adalia",JR-3,Bridgewater (Va.),11.63,Vertklasse,"Mar 31, 2023",4.0
2,"Brooks, Mariah",SO-2,North Carolina Wesleyan,12.06,6th Annual adidas Trojan Challenge,"Mar 24, 2023",1.6
3,"Johnson, Audrey",SO-2,Emory,12.07,Emory Spring Break Classic 2023,"Mar 17, 2023",1.4
4,"Harris, Dashiel Tao",SO-2,Emory,12.12,Emory Spring Break Classic 2023,"Mar 17, 2023",1.4
5,"Gamble, Katelyn",JR-3,Washington and Lee,12.14,Battleground Relays,"Apr 1, 2023",+0.0
6,"Trussell, Sydney",SO-2,Christopher Newport,12.15,2023 Colonial Relays,"Mar 30, 2023",2.3
7,"Freeman, Olivia",FR-1,Rhodes,12.20,Rhodes Invitational,"Mar 25, 2023",1.4
8,"Hooker, Kacee",SR-4,Bridgewater (Va.),12.30,Doc Jopson Track & Field Invitational,"Mar 25, 2023",1.6
9,"Binetti, Kaya",SO-2,Emory,12.32,Emory Spring Break Classic 2023,"Mar 17, 2023",2.9
10,"Dianno, Maura",SO-2,Emory,12.35,Emory Spring Break Classic 2023,"Mar 17, 2023",2.1
11,"Lavelle, Ella",SR-4,Emory,12.39,Emory Spring Break Classic 2023,"Mar 17, 2023",2.1
12,"Seward, Aniya",JR-3,Lynchburg,12.47,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",0.6
13,"Haynes, Kimona",FR-1,Belhaven,12.48,Belhaven University Invitational,"Mar 25, 2023",1.8
14,"Redmond, Sophia",FR-1,Mary Washington,12.49,Washington & Lee Carnival,"Mar 17, 2023",0.7
15,"Hoggard, Lyric",FR-1,Virginia Wesleyan,12.54,2023 Colonial Relays,"Mar 30, 2023",1.7
16,"Barnes, Ashaunti",JR-3,Belhaven,12.55,Belhaven University Invitational,"Mar 25, 2023",1.8
17,"Loving, Jailah",SO-2,Birmingham-Southern,12.57,2023 Falcon Classic & Multi,"Mar 17, 2023",1.8
18,"Hinckley, Eleanor",SO-2,Roanoke,12.58,Vertklasse,"Mar 31, 2023",1.5
19,"Guyden, Aubrey",FR-1,Oglethorpe,12.65,Clark Atlanta University Panther Invitational,"Mar 11, 2023",-0.4
20,"Measell, Kaitlin",SO-2,Shenandoah,12.66,Doc Jopson Track & Field Invitational,"Mar 25, 2023",1.6
21,"Cammarata, Jessica",JR-3,Lynchburg,12.67,Alan Connie Shamrock Invitational,"Mar 16, 2023",4.0
22,"Street, Makayla",FR-1,Brevard,12.70,Trojan Opener,"Mar 17, 2023",3.5
23,"Jenkins, Cassidy",SO-2,Oglethorpe,12.72,UWG Legends Invitational,"Apr 1, 2023",0.2
24,"Anderson, Janelle",SO-2,Shenandoah,12.74,2023 Colonial Relays,"Mar 30, 2023",-0.3
25,"Poole, Taylor",JR-3,Roanoke,12.78,Doc Jopson Track & Field Invitational,"Mar 25, 2023",0.3
26,"Hobin, Lindsey",FR-1,Roanoke,12.80,Vertklasse,"Mar 31, 2023",3.3
26,"Oguamena, Kendra",JR-3,Eastern Mennonite,12.80,Battleground Relays,"Apr 1, 2023",+0.0
28,"Williams, Leighan",SR-4,Berry,12.86,Emory Spring Break Classic 2023,"Mar 17, 2023",2.8
29,"Leopold, Mina",SO-2,Emory,12.88,Emory Spring Break Classic 2023,"Mar 17, 2023",3.6
30,"Fox, Kenna",FR-1,Roanoke,12.89,Vertklasse,"Mar 31, 2023",1.9
31,"Signou, Agnes",JR-3,Marymount (Va.),12.90,Battleground Relays,"Apr 1, 2023",+0.0
31,"Gamble, Haylee",JR-3,Roanoke,12.90,Washington & Lee Carnival,"Mar 17, 2023",-0.5
33,"Smith, Kiara",SO-2,Lynchburg,12.92,Alan Connie Shamrock Invitational,"Mar 16, 2023",4.0
34,"McPherson, Andrea",SO-2,Emory,12.93,SWU GottaRun Invite 2023,"Apr 1, 2023",3.0
35,"Greer, Anneshia",JR-3,Belhaven,12.95,Belhaven University Invitational,"Mar 25, 2023",1.5
36,"Olufemi-Ajayi, Grace",SR-4,Meredith,12.97,Vertklasse,"Mar 31, 2023",2.6
37,"Hefferon , Mikayla",JR-3,Roanoke,12.98,Doc Jopson Track & Field Invitational,"Mar 25, 2023",+0.0
37,"Kelly, Clark",JR-3,Berry,12.98,Don McGarey Invitational,"Mar 24, 2023",2.5
39,"Dunn, Ava",FR-1,Rhodes,12.99,Rhodes Invitational,"Mar 25, 2023",1.4
40,"Henson, Lauren",SR-4,Roanoke,13.03,Doc Jopson Track & Field Invitational,"Mar 25, 2023",0.2
41,"Turner, Rylee",FR-1,Lynchburg,13.09,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",1.2
41,"Snodgrass, Hannah",SR-4,Roanoke,13.09,Doc Jopson Track & Field Invitational,"Mar 25, 2023",0.2
43,"Weilmuenster, Megan",SO-2,Rhodes,13.10,Emory Spring Break Classic 2023,"Mar 17, 2023",2.1
43,"Sidoro, Sarah",FR-1,Shenandoah,13.10,Doc Jopson Track & Field Invitational,"Mar 25, 2023",1.4
45,"Buckles, Jade",FR-1,Bridgewater (Va.),13.12,Washington & Lee Carnival,"Mar 17, 2023",0.7
