
1,"Ward, Lance",SO-2,Harvard,10.37,Pepsi Florida Relays,"Mar 31, 2023",3.2
2,"Fullen, Collin",FR-1,Harvard,10.43,Kirk Baptiste Spring Break Invitational,"Mar 16, 2023",6.0
3,"Exilhomme, Ethan",SO-2,Northeastern,10.49,UCF Black and Gold Invite,"Mar 17, 2023",2.1
4,"Acheampong, Jaeschel",SO-2,Harvard,10.50,Hurricane Collegiate Invitational,"Mar 25, 2023",-0.3
5,"Christian , Leon",SO-2,Boston University,10.54,Pepsi Florida Relays,"Mar 31, 2023",0.7
6,"Anderson, Jackson",JR-3,Williams,10.57,PLNU Invitational,"Mar 25, 2023",2.1
6,"Sweeney, Noah",SR-4,Northeastern,10.57,44th Aztec Invitational Teams,"Mar 23, 2023",0.9
8,"Botsford, Luke",JR-3,Tufts,10.63,PLNU Invitational,"Mar 25, 2023",2.1
9,"Clarke, Jonas",FR-1,Harvard,10.65,Hurricane Collegiate Invitational,"Mar 25, 2023",-1.0
9,"Martin, Cole",FR-1,Maine,10.65,Black & Gold Invitational,"Mar 31, 2023",1.2
11,"Sarisky, Daniel",SO-2,Brown,10.66,2023 Colonial Relays,"Mar 30, 2023",1.8
12,"O'Brien, Joseph",JR-3,Connecticut,10.68,UCONN Dog Fight,"Apr 1, 2023",1.1
13,"Lorent, Jason",SO-2,New Haven,10.73,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",1.7
14,"Howard, Tristen",SO-2,Rhode Island,10.74,Raleigh Relays,"Mar 23, 2023",-1.3
15,"Davis, Jack",JR-3,Williams,10.75,PLNU Invitational,"Mar 25, 2023",2.1
16,"Lemieux, Alex",SR-4,Tufts,10.76,PLNU Invitational,"Mar 25, 2023",2.1
17,"Epstein, Myles",SO-2,Dartmouth,10.78,USF Bulls Invitational,"Mar 17, 2023",3.3
18,"Harrison, Jordan",FR-1,Amherst,10.79,Black & Gold Invitational,"Mar 31, 2023",1.2
19,"Kao, Jacob",SO-2,Yale,10.81,UCONN Dog Fight,"Apr 1, 2023",-0.2
20,"King, Solomon",JR-3,Stonehill,10.82,2023 UMass-Lowell Invitational,"Mar 24, 2023",-0.4
21,"Harris, Stephen",JR-3,Franklin Pierce,10.83,SNHU Spring Twilight Invitational,"Mar 31, 2023",3.7
21,"Castanon, Aidan",FR-1,Middlebury,10.83,Ross and Sharon Irwin meet,"Mar 18, 2023",1.0
23,"Barone, Christopher",JR-3,Holy Cross,10.84,Black & Gold Invitational,"Mar 31, 2023",1.6
24,"Frabotta, Damon",FR-1,Boston College,10.85,UCONN Dog Fight,"Apr 1, 2023",1.1
25,"Williams Jr, Edward",JR-3,Central Connecticut,10.86,Raleigh Relays,"Mar 23, 2023",-1.0
26,"Clark, Richard",FR-1,Middlebury,10.87,PLNU Invitational,"Mar 25, 2023",2.8
26,"Freeman, Nolan",FR-1,So. Conn. St.,10.87,Hurricane Collegiate Invitational,"Mar 25, 2023",3.2
28,"Newman, Oscar",SO-2,Williams,10.89,PLNU Invitational,"Mar 25, 2023",2.1
29,"Siaton, Alex",JR-3,Vermont,10.90,Black & Gold Invitational,"Mar 31, 2023",1.3
29,"Nissen, Sam",FR-1,Tufts,10.90,PLNU Invitational,"Mar 25, 2023",3.4
31,"Yartey, Nii Yarboi",SO-2,Northeastern,10.91,UCONN Dog Fight,"Apr 1, 2023",0.3
