-1.1",Ross and Sharon Irwin meet,"Mar 18, 2023",-1.1
2,"Floren, Justus",SO-2,St. Benedict,4.87m,"15' 11.75""

Wartburg Outdoor Select

Apr 1, 2023
4.6",Wartburg Outdoor Select,"Apr 1, 2023",4.6
3,"Blanchette, Grace",JR-3,Carleton,4.82m,"15' 9.75""

44th Aztec Invitational Teams

Mar 23, 2023
+0.0",44th Aztec Invitational Teams,"Mar 23, 2023",+0.0
4,"Hobby, Sarah Beth",JR-3,Macalester,4.66m,"15' 3.5""

Wartburg Outdoor Select

Apr 1, 2023
3.8",Wartburg Outdoor Select,"Apr 1, 2023",3.8
5,"Leverentz, Bryana",SR-4,St. Catherine (Minn.),4.59m,"15' 0.75""

Ross and Sharon Irwin meet

Mar 18, 2023
-1.6",Ross and Sharon Irwin meet,"Mar 18, 2023",-1.6
6,"Cesare, CC",FR-1,Augsburg,4.55m,"14' 11.25""

Ross and Sharon Irwin meet

Mar 18, 2023
-1.2",Ross and Sharon Irwin meet,"Mar 18, 2023",-1.2
7,"Doyle, Erin",JR-3,St. Catherine (Minn.),4.49m,"14' 8.75""

Ross and Sharon Irwin meet

Mar 18, 2023
-1.2",Ross and Sharon Irwin meet,"Mar 18, 2023",-1.2

1,"Hodin, Riley",SO-2,Macalester,13.56m,"44' 6""

Wartburg Outdoor Select

Apr 1, 2023
4.6",Wartburg Outdoor Select,"Apr 1, 2023",4.6
2,"Crnkovich, Alex",SO-2,St. John's (Minn.),13.19m,"43' 3.25""

Wartburg Outdoor Select

Apr 1, 2023
2.3",Wartburg Outdoor Select,"Apr 1, 2023",2.3
3,"Johnson, Brady",SO-2,Saint Mary's (Minn.),12.09m,"39' 8""

Wash U Invite

Mar 31, 2023
NWI",Wash U Invite,"Mar 31, 2023",NWI
4,"Stefanowicz, Sebastian",FR-1,Macalester,11.72m,"38' 5.5""

Wartburg Outdoor Select

Apr 1, 2023
5.0",Wartburg Outdoor Select,"Apr 1, 2023",5.0
5,"Bosley, Mason",SR-4,Macalester,11.49m,"37' 8.5""

Wartburg Outdoor Select

Apr 1, 2023
2.3",Wartburg Outdoor Select,"Apr 1, 2023",2.3

1,"Amundson, Journey",SR-4,Macalester,11.79m,"38' 8.25""

Wartburg Outdoor Select

Apr 1, 2023
2.9",Wartburg Outdoor Select,"Apr 1, 2023",2.9
2,"Schepper, Reilee",SR-4,St. Catherine (Minn.),10.67m,"35' 0.25""

Ross and Sharon Irwin meet

Mar 18, 2023
-1.8",Ross and Sharon Irwin meet,"Mar 18, 2023",-1.8
3,"Cesare, CC",FR-1,Augsburg,10.44m,"34' 3""

Ross and Sharon Irwin meet

Mar 18, 2023
-1.5",Ross and Sharon Irwin meet,"Mar 18, 2023",-1.5
4,"Barlue, Burnices",JR-3,St. Catherine (Minn.),10.08m,"33' 1""

Ross and Sharon Irwin meet

Mar 18, 2023
-0.4",Ross and Sharon Irwin meet,"Mar 18, 2023",-0.4
5,"Sims, Jaeden",FR-1,Macalester,9.65m,"31' 8""

Wartburg Outdoor Select

Apr 1, 2023
2.0",Wartburg Outdoor Select,"Apr 1, 2023",2.0
6,"Leverentz, Bryana",SR-4,St. Catherine (Minn.),9.46m,"31' 0.5""

Ross and Sharon Irwin meet

Mar 18, 2023
-1.3",Ross and Sharon Irwin meet,"Mar 18, 2023",-1.3

1,"DeWall, Kaleb",SO-2,St. John's (Minn.),11.89m,"39' 0.25""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"
2,"Fritz, Casen",SO-2,Saint Mary's (Minn.),10.34m,"33' 11.25""

Wash U Invite

Mar 31, 2023",Wash U Invite,"Mar 31, 2023"
3,"Yang, Aiden",SO-2,Macalester,9.58m,"31' 5.25""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"

1,"Kubes, Samantha",JR-3,Saint Mary's (Minn.),11.29m,"37' 0.5""

Wash U Invite

Mar 31, 2023",Wash U Invite,"Mar 31, 2023"
2,"Jackman, Sydney",SO-2,Saint Mary's (Minn.),11.05m,"36' 3""

Wash U Invite

Mar 31, 2023",Wash U Invite,"Mar 31, 2023"
3,"Joos, Haley",JR-3,St. Benedict,10.68m,"35' 0.5""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"
4,"Wallendal, Morgan",SO-2,Saint Mary's (Minn.),9.76m,"32' 0.25""

Wash U Invite

Mar 31, 2023",Wash U Invite,"Mar 31, 2023"
5,"Althoff, Abby",JR-3,St. Catherine (Minn.),9.54m,"31' 3.75""

Ross and Sharon Irwin meet

Mar 18, 2023",Ross and Sharon Irwin meet,"Mar 18, 2023"
6,"Torres, Alexis",SO-2,St. Benedict,9.35m,"30' 8.25""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"
7,"Blanchette, Grace",JR-3,Carleton,9.19m,"30' 2""

44th Aztec Invitational Teams

Mar 23, 2023",44th Aztec Invitational Teams,"Mar 23, 2023"
8,"Sampson, Skyla",FR-1,St. Benedict,9.10m,"29' 10.25""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"
9,"Becker, Anna",SO-2,Saint Mary's (Minn.),8.34m,"27' 4.5""

Wash U Invite

Mar 31, 2023",Wash U Invite,"Mar 31, 2023"
10,"Hansen, Liz",FR-1,St. Benedict,8.06m,"26' 5.5""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"
11,"Wehrspann, Lydia",SR-4,St. Catherine (Minn.),8.01m,"26' 3.5""

Ross and Sharon Irwin meet

Mar 18, 2023",Ross and Sharon Irwin meet,"Mar 18, 2023"
12,"Kordus, Grace",FR-1,St. Catherine (Minn.),7.91m,"25' 11.5""

Ross and Sharon Irwin meet

Mar 18, 2023",Ross and Sharon Irwin meet,"Mar 18, 2023"

1,"Mensen, Joseph",SO-2,St. John's (Minn.),37.40m,"122' 8""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"
2,"Menache, Max",SO-2,Macalester,37.13m,"121' 10""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"
3,"Yang, Aiden",SO-2,Macalester,34.65m,"113' 8""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"
4,"Fritz, Casen",SO-2,Saint Mary's (Minn.),32.46m,"106' 6""

Wash U Invite

Mar 31, 2023",Wash U Invite,"Mar 31, 2023"
5,"Wright, Victor",SR-4,Macalester,30.92m,"101' 5""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"
6,"DeWall, Kaleb",SO-2,St. John's (Minn.),30.68m,"100' 8""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"

1,"Wallendal, Morgan",SO-2,Saint Mary's (Minn.),36.88m,"121' 0""

Wash U Invite

Mar 31, 2023",Wash U Invite,"Mar 31, 2023"
2,"Joos, Haley",JR-3,St. Benedict,32.02m,"105' 1""

Wartburg Outdoor Select

