Rank,Athlete(s),Year,Team,Time/Distance,Meet,Meet Date,Wind,Event,Conference,Gender
1,"Storm, Jared",SO-2,Mount Union,10.53,Cherry Blossom Invitational,"Apr 15, 2023",1.2,100 Meters,DIII All-Ohio Outdoor Performance List,Men
2,"McVicker, Andrew",SO-2,Mount Union,10.60,Cherry Blossom Invitational,"Apr 15, 2023",1.2,100 Meters,DIII All-Ohio Outdoor Performance List,Men
3,"Mcentyre, Jake",FR-1,Heidelberg,10.67,Alan Connie Shamrock Invitational,"Mar 16, 2023",3.0,100 Meters,DIII All-Ohio Outdoor Performance List,Men
4,"Clark, Garrett",JR-3,John Carroll,10.72,Tiffin Track Carnival 2023,"Apr 14, 2023",-0.1,100 Meters,DIII All-Ohio Outdoor Performance List,Men
5,"Gono Phiri, Tapiwa",SO-2,Kenyon,10.84,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",1.3,100 Meters,DIII All-Ohio Outdoor Performance List,Men
6,"Perez, Juan",SR-4,Case Western,10.85,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",1.2,100 Meters,DIII All-Ohio Outdoor Performance List,Men
7,"Kartsonas, Jimmy",SO-2,John Carroll,10.88,Tiffin Track Carnival 2023,"Apr 14, 2023",-0.1,100 Meters,DIII All-Ohio Outdoor Performance List,Men
8,"Zeren, Vincent",SO-2,Otterbein,10.89,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",2.0,100 Meters,DIII All-Ohio Outdoor Performance List,Men
8,"Callow, Brett",SO-2,Case Western,10.89,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",1.3,100 Meters,DIII All-Ohio Outdoor Performance List,Men
10,"Epps, Jaylin",SO-2,Denison,10.92,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",1.8,100 Meters,DIII All-Ohio Outdoor Performance List,Men
11,"Dean, Jordan",SO-2,Ohio Northern,10.95,Manchester University Invitational,"Apr 8, 2023",0.6,100 Meters,DIII All-Ohio Outdoor Performance List,Men
11,"Klauke, Cameron",JR-3,John Carroll,10.95,Tiffin Track Carnival 2023,"Apr 14, 2023",-0.2,100 Meters,DIII All-Ohio Outdoor Performance List,Men
13,"Holley, Malik",SO-2,Denison,10.99,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",1.8,100 Meters,DIII All-Ohio Outdoor Performance List,Men
13,"Doyle, Mick",JR-3,John Carroll,10.99,Tiffin Track Carnival 2023,"Apr 14, 2023",-0.4,100 Meters,DIII All-Ohio Outdoor Performance List,Men
15,"Burrey, Brady",FR-1,Mount Union,11.00,Cherry Blossom Invitational,"Apr 15, 2023",1.3,100 Meters,DIII All-Ohio Outdoor Performance List,Men
16,"DeSantis, Daniel",SO-2,Denison,11.03,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",1.3,100 Meters,DIII All-Ohio Outdoor Performance List,Men
17,"Trammell, Jalen",JR-3,Heidelberg,11.04,Alan Connie Shamrock Invitational,"Mar 16, 2023",5.4,100 Meters,DIII All-Ohio Outdoor Performance List,Men
18,"Malloy, Aiden",SO-2,Mount Union,11.06,Cherry Blossom Invitational,"Apr 15, 2023",1.3,100 Meters,DIII All-Ohio Outdoor Performance List,Men
19,"Shannon, Tylir",JR-3,Mount Union,11.09,2023 Mount Union John Homon Open,"Apr 6, 2023",1.2,100 Meters,DIII All-Ohio Outdoor Performance List,Men
20,"Fechner, Sam",SO-2,Oberlin,11.10,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",2.0,100 Meters,DIII All-Ohio Outdoor Performance List,Men
20,"Paydock, Samuel",SO-2,Mount Union,11.10,Cherry Blossom Invitational,"Apr 15, 2023",1.3,100 Meters,DIII All-Ohio Outdoor Performance List,Men
22,"Agrinya, Jonathan",FR-1,Case Western,11.11,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",1.2,100 Meters,DIII All-Ohio Outdoor Performance List,Men
23,"Greer, Brett",FR-1,Ohio Northern,11.12,Manchester University Invitational,"Apr 8, 2023",0.6,100 Meters,DIII All-Ohio Outdoor Performance List,Men
24,"Kuklica, Elijah",FR-1,Marietta,11.13,Amy Adams Memorial,"Mar 24, 2023",-1.9,100 Meters,DIII All-Ohio Outdoor Performance List,Men
25,"Rohde, Joseph",SO-2,Franciscan (Ohio),11.14,Alan Connie Shamrock Invitational,"Mar 16, 2023",2.5,100 Meters,DIII All-Ohio Outdoor Performance List,Men
26,"Bila, Joaquim",FR-1,Ohio Wesleyan,11.15,Amy Adams Memorial,"Mar 24, 2023",-1.9,100 Meters,DIII All-Ohio Outdoor Performance List,Men
27,"Hyatt, Reese",SO-2,Oberlin,11.17,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",2.0,100 Meters,DIII All-Ohio Outdoor Performance List,Men
27,"Lehrer, Carson",SO-2,Heidelberg,11.17,Alan Connie Shamrock Invitational,"Mar 16, 2023",4.5,100 Meters,DIII All-Ohio Outdoor Performance List,Men
27,"Young, Ishmael",SO-2,Capital,11.17,Vertklasse,"Mar 31, 2023",0.5,100 Meters,DIII All-Ohio Outdoor Performance List,Men
30,"Weisenberger, Joshua",SO-2,Wittenberg,11.18,Yellow Jacket Collegiate Outdoor,"Mar 25, 2023",2.0,100 Meters,DIII All-Ohio Outdoor Performance List,Men
1,"Wayt, Kenadee",SO-2,Mount Union,12.02,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",0.6,100 Meters,DIII All-Ohio Outdoor Performance List,Women
2,"Jolivette, Anaya",SO-2,Denison,12.19,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",3.6,100 Meters,DIII All-Ohio Outdoor Performance List,Women
3,"Krichbaum, Kendra",SO-2,Ohio Northern,12.22,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",3.6,100 Meters,DIII All-Ohio Outdoor Performance List,Women
4,"Roncone, Lauren",SO-2,Mount Union,12.39,2023 Mount Union John Homon Open,"Apr 6, 2023",2.5,100 Meters,DIII All-Ohio Outdoor Performance List,Women
5,"Markau, Lisa-Maria",SR-4,Defiance,12.42,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",3.6,100 Meters,DIII All-Ohio Outdoor Performance List,Women
6,"Frazier, Meghan",SO-2,Wittenberg,12.45,OWU Marv Frye Invitational,"Apr 8, 2023",+0.0,100 Meters,DIII All-Ohio Outdoor Performance List,Women
7,"Anthony, Taylor",JR-3,John Carroll,12.47,2023 Mount Union John Homon Open,"Apr 6, 2023",2.3,100 Meters,DIII All-Ohio Outdoor Performance List,Women
8,"Lykins, Addystin",SO-2,Ohio Wesleyan,12.50,Amy Adams Memorial,"Mar 24, 2023",-0.6,100 Meters,DIII All-Ohio Outdoor Performance List,Women
8,"Dietz, Madison",SR-4,Wilmington (Ohio),12.50,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",2.7,100 Meters,DIII All-Ohio Outdoor Performance List,Women
10,"Agbor-Nkongho, Larissa",JR-3,Capital,12.60,Vertklasse,"Mar 31, 2023",2.8,100 Meters,DIII All-Ohio Outdoor Performance List,Women
10,"Shakhan, Zora",SO-2,Wittenberg,12.60,Dennis Craddock Coaches Classic,"Apr 14, 2023",0.2,100 Meters,DIII All-Ohio Outdoor Performance List,Women
12,"Arnold, Genevieve",SO-2,John Carroll,12.66,2023 Mount Union John Homon Open,"Apr 6, 2023",1.4,100 Meters,DIII All-Ohio Outdoor Performance List,Women
13,"Patterson, Drew",JR-3,Wooster,12.69,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",3.6,100 Meters,DIII All-Ohio Outdoor Performance List,Women
14,"De'Armond, Tymeerah",FR-1,Wittenberg,12.70,OWU Marv Frye Invitational,"Apr 8, 2023",+0.0,100 Meters,DIII All-Ohio Outdoor Performance List,Women
15,"Neiger, Hannah",FR-1,Mount Union,12.73,2023 Mount Union John Homon Open,"Apr 6, 2023",3.2,100 Meters,DIII All-Ohio Outdoor Performance List,Women
16,"Magoteaux, Lindsey",SO-2,Wittenberg,12.74,Dennis Craddock Coaches Classic,"Apr 14, 2023",0.1,100 Meters,DIII All-Ohio Outdoor Performance List,Women
17,"Samuels, Cece",SO-2,Capital,12.75,Vertklasse,"Mar 31, 2023",2.6,100 Meters,DIII All-Ohio Outdoor Performance List,Women
18,"Klonowski, Jessica",FR-1,Baldwin Wallace,12.80,Amy Adams Memorial,"Mar 24, 2023",-0.6,100 Meters,DIII All-Ohio Outdoor Performance List,Women
19,"Scott, Mia",SO-2,John Carroll,12.81,Tiffin Track Carnival 2023,"Apr 14, 2023",-0.7,100 Meters,DIII All-Ohio Outdoor Performance List,Women
20,"Cannon, Haley",FR-1,Ohio Northern,12.82,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",2.7,100 Meters,DIII All-Ohio Outdoor Performance List,Women
21,"Murray, Rosie",FR-1,John Carroll,12.87,Tiffin Track Carnival 2023,"Apr 14, 2023",+0.0,100 Meters,DIII All-Ohio Outdoor Performance List,Women
22,"Pratt, Carlie",SO-2,Mount Union,12.89,Cherry Blossom Invitational,"Apr 15, 2023",1.3,100 Meters,DIII All-Ohio Outdoor Performance List,Women
23,"Wallace, Averi",FR-1,Muskingum,12.90,Amy Adams Memorial,"Mar 24, 2023",-1.0,100 Meters,DIII All-Ohio Outdoor Performance List,Women
24,"Willison, Haleigh",SO-2,Wittenberg,12.91,OWU Marv Frye Invitational,"Apr 8, 2023",+0.0,100 Meters,DIII All-Ohio Outdoor Performance List,Women
25,"Gibson, Chloe",SO-2,Ohio Northern,12.93,Manchester University Invitational,"Apr 8, 2023",1.3,100 Meters,DIII All-Ohio Outdoor Performance List,Women
26,"Nash, Dae Dae",FR-1,Mount Union,12.98,Cherry Blossom Invitational,"Apr 15, 2023",1.3,100 Meters,DIII All-Ohio Outdoor Performance List,Women
27,"Steggall, Ryley",FR-1,Oberlin,13.01,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",2.7,100 Meters,DIII All-Ohio Outdoor Performance List,Women
28,"Schifer, Madalynn",SR-4,Bluffton,13.05,Manchester University Invitational,"Apr 8, 2023",1.3,100 Meters,DIII All-Ohio Outdoor Performance List,Women
29,"Haynes, Hailei",SO-2,Defiance,13.06,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",1.2,100 Meters,DIII All-Ohio Outdoor Performance List,Women
29,"Donley, Micah",SO-2,Mount Union,13.06,2023 Mount Union John Homon Open,"Apr 6, 2023",1.9,100 Meters,DIII All-Ohio Outdoor Performance List,Women
1,"Clark, Garrett",JR-3,John Carroll,21.47,Tiffin Track Carnival 2023 (SECOND CHANCE Meet),"Apr 15, 2023",-0.4,200 Meters,DIII All-Ohio Outdoor Performance List,Men
2,"Dean, Jordan",SO-2,Ohio Northern,21.52,Tiffelberg Collegiate Open,"Apr 1, 2023",3.8,200 Meters,DIII All-Ohio Outdoor Performance List,Men
3,"Storm, Jared",SO-2,Mount Union,21.61,2023 Mount Union John Homon Open,"Apr 6, 2023",1.7,200 Meters,DIII All-Ohio Outdoor Performance List,Men
4,"McVicker, Andrew",SO-2,Mount Union,21.64,Cherry Blossom Invitational,"Apr 15, 2023",0.8,200 Meters,DIII All-Ohio Outdoor Performance List,Men
5,"Gill, Tyler",SR-4,Mount Union,21.82,All-Ohio DIII Indoor Track & Field Championships,"Feb 11, 2023",NWI,200 Meters,DIII All-Ohio Outdoor Performance List,Men
6,"Zeren, Vincent",SO-2,Otterbein,21.91,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",0.2,200 Meters,DIII All-Ohio Outdoor Performance List,Men
7,"Gono Phiri, Tapiwa",SO-2,Kenyon,21.95,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",0.2,200 Meters,DIII All-Ohio Outdoor Performance List,Men
8,"Faggs, Kaedan",FR-1,Baldwin Wallace,21.96,OWU Marv Frye Invitational,"Apr 8, 2023",-0.8,200 Meters,DIII All-Ohio Outdoor Performance List,Men
9,"Holley, Malik",SO-2,Denison,22.00,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",0.7,200 Meters,DIII All-Ohio Outdoor Performance List,Men
10,"Shannon, Tylir",JR-3,Mount Union,22.04,Cherry Blossom Invitational,"Apr 15, 2023",0.8,200 Meters,DIII All-Ohio Outdoor Performance List,Men
10,"Ring, Grayson",FR-1,Wittenberg,22.04,Dennis Craddock Coaches Classic,"Apr 14, 2023",0.6,200 Meters,DIII All-Ohio Outdoor Performance List,Men
