Rank,Athlete(s),Year,Team,Time/Distance,Meet,Meet Date,Wind,Event,Conference,Gender
1,"Mason, Jared",SR-4,Nichols,11.19,Penmen Relays,"Apr 15, 2023",0.5,100 Meters,Commonwealth Coast Outdoor Performance List,Men
2,"Lonstein, Henry",SO-2,Gordon,11.27,Jonathan Tymann Invitational,"Apr 8, 2023",-0.4,100 Meters,Commonwealth Coast Outdoor Performance List,Men
3,"McCluskey, Matthew",FR-1,Gordon,11.40,SILFEN INVITATIONAL 2023,"Apr 14, 2023",+0.0,100 Meters,Commonwealth Coast Outdoor Performance List,Men
4,"Chewning, Daniel",FR-1,Gordon,11.42,SILFEN INVITATIONAL 2023,"Apr 14, 2023",0.6,100 Meters,Commonwealth Coast Outdoor Performance List,Men
4,"Oren, Andy",JR-3,Roger Williams,11.42,SILFEN INVITATIONAL 2023,"Apr 14, 2023",+0.0,100 Meters,Commonwealth Coast Outdoor Performance List,Men
6,"Stehlik, Scott",SO-2,Wentworth,11.45,SILFEN INVITATIONAL 2023,"Apr 14, 2023",+0.0,100 Meters,Commonwealth Coast Outdoor Performance List,Men
7,"Abbotoni, Ryan",SO-2,Wentworth,11.62,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.6,100 Meters,Commonwealth Coast Outdoor Performance List,Men
8,"Herbert, Griffin",SO-2,Roger Williams,11.67,SILFEN INVITATIONAL 2023,"Apr 14, 2023",0.6,100 Meters,Commonwealth Coast Outdoor Performance List,Men
9,"Tibbles, Joseph",SR-4,Gordon,11.68,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.5,100 Meters,Commonwealth Coast Outdoor Performance List,Men
10,"Sorensen, Brady",SO-2,Suffolk,11.73,Tufts Snowflake Classic,"Apr 1, 2023",+0.0,100 Meters,Commonwealth Coast Outdoor Performance List,Men
11,"Deluca, Joey",SO-2,Roger Williams,11.74,CGA Spring Invite,"Apr 8, 2023",2.5,100 Meters,Commonwealth Coast Outdoor Performance List,Men
12,"Murphy, Matthew",SR-4,Wentworth,11.75,SILFEN INVITATIONAL 2023,"Apr 14, 2023",0.3,100 Meters,Commonwealth Coast Outdoor Performance List,Men
13,"Stewart, William",FR-1,Wentworth,11.76,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.6,100 Meters,Commonwealth Coast Outdoor Performance List,Men
14,"David, Mason",JR-3,Nichols,11.79,Penmen Relays,"Apr 15, 2023",-0.4,100 Meters,Commonwealth Coast Outdoor Performance List,Men
15,"Toussaint, Cedrick",SO-2,Nichols,11.83,Jonathan Tymann Invitational,"Apr 8, 2023",-0.2,100 Meters,Commonwealth Coast Outdoor Performance List,Men
16,"DeCollibus, Kevin",FR-1,Wentworth,11.88,Jonathan Tymann Invitational,"Apr 8, 2023",+0.0,100 Meters,Commonwealth Coast Outdoor Performance List,Men
16,"Grogan, Luke",SO-2,Nichols,11.88,Jonathan Tymann Invitational,"Apr 8, 2023",-0.2,100 Meters,Commonwealth Coast Outdoor Performance List,Men
18,"Bolduc, Cole",SO-2,Suffolk,11.94,BSU Invite,"Mar 25, 2023",1.1,100 Meters,Commonwealth Coast Outdoor Performance List,Men
19,"Stewart, Jacob",SO-2,Wentworth,11.96,Jonathan Tymann Invitational,"Apr 8, 2023",+0.0,100 Meters,Commonwealth Coast Outdoor Performance List,Men
19,"Mitchell, Matthew",SO-2,Suffolk,11.96,BSU Invite,"Mar 25, 2023",1.1,100 Meters,Commonwealth Coast Outdoor Performance List,Men
19,"Nalesnik, Stephen",SO-2,Roger Williams,11.96,Corsair Classic Track & Field Invitational,"Apr 1, 2023",2.2,100 Meters,Commonwealth Coast Outdoor Performance List,Men
22,"Bowes, David",FR-1,Suffolk,12.08,Tufts Snowflake Classic,"Apr 1, 2023",-0.2,100 Meters,Commonwealth Coast Outdoor Performance List,Men
23,"Ward, Jacob",FR-1,Roger Williams,12.09,BSU Invite,"Mar 25, 2023",-0.1,100 Meters,Commonwealth Coast Outdoor Performance List,Men
24,"Mencey, Eric",JR-3,Nichols,12.15,Jonathan Tymann Invitational,"Apr 8, 2023",+0.0,100 Meters,Commonwealth Coast Outdoor Performance List,Men
25,"Durand, Joshua",SO-2,Suffolk,12.19,Tufts Snowflake Classic,"Apr 1, 2023",+0.0,100 Meters,Commonwealth Coast Outdoor Performance List,Men
26,"Borge, Christopher",SR-4,Nichols,12.20,Jonathan Tymann Invitational,"Apr 8, 2023",-0.2,100 Meters,Commonwealth Coast Outdoor Performance List,Men
27,"Juscen, Max",SR-4,Wentworth,12.29,SILFEN INVITATIONAL 2023,"Apr 14, 2023",0.3,100 Meters,Commonwealth Coast Outdoor Performance List,Men
28,"Truman, Brendan",SR-4,Roger Williams,12.33,CGA Spring Invite,"Apr 8, 2023",2.5,100 Meters,Commonwealth Coast Outdoor Performance List,Men
29,"Erikson, Daniel",JR-3,Gordon,12.41,Tufts Snowflake Classic,"Apr 1, 2023",-0.9,100 Meters,Commonwealth Coast Outdoor Performance List,Men
30,"Prampin, Jordin",SR-4,Wentworth,12.54,Jonathan Tymann Invitational,"Apr 8, 2023",+0.0,100 Meters,Commonwealth Coast Outdoor Performance List,Men
1,"Walden, Amanda",SO-2,Suffolk,12.47,2023 Colonial Relays,"Mar 30, 2023",1.2,100 Meters,Commonwealth Coast Outdoor Performance List,Women
2,"Goodwin, Amaris",SO-2,Gordon,12.48,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.0,100 Meters,Commonwealth Coast Outdoor Performance List,Women
3,"DelMaestro, Bianca",SR-4,Endicott,12.73,Jonathan Tymann Invitational,"Apr 8, 2023",1.9,100 Meters,Commonwealth Coast Outdoor Performance List,Women
4,"Clark, Madison",SR-4,Nichols,12.84,Penmen Relays,"Apr 15, 2023",2.1,100 Meters,Commonwealth Coast Outdoor Performance List,Women
5,"Wood, Lauren",SO-2,Suffolk,13.03,BSU Invite,"Mar 25, 2023",0.7,100 Meters,Commonwealth Coast Outdoor Performance List,Women
6,"Lopez, Alicia",SR-4,Salve Regina,13.19,Jerry Gravel Classic,"Apr 15, 2023",2.3,100 Meters,Commonwealth Coast Outdoor Performance List,Women
7,"Williams, Jordan",SR-4,Endicott,13.26,Monks Track & Field,"Apr 14, 2023",-3.0,100 Meters,Commonwealth Coast Outdoor Performance List,Women
8,"Buchter, Emily",FR-1,U. of New England,13.35,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.0,100 Meters,Commonwealth Coast Outdoor Performance List,Women
9,"Concepcion , Emily",SO-2,Suffolk,13.36,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",0.5,100 Meters,Commonwealth Coast Outdoor Performance List,Women
10,"Groom, Kaylie",FR-1,Suffolk,13.63,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",-0.8,100 Meters,Commonwealth Coast Outdoor Performance List,Women
11,"Ang, Dionne",JR-3,Wentworth,13.64,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.0,100 Meters,Commonwealth Coast Outdoor Performance List,Women
12,"DAngelo, Nicole",SR-4,Endicott,13.65,Tufts Snowflake Classic,"Apr 1, 2023",+0.0,100 Meters,Commonwealth Coast Outdoor Performance List,Women
13,"McLaughlin, Colleen",SR-4,Endicott,13.76,Tufts Snowflake Classic,"Apr 1, 2023",+0.0,100 Meters,Commonwealth Coast Outdoor Performance List,Women
14,"Rischitelli, Riley",SO-2,Endicott,13.79,Monks Track & Field,"Apr 14, 2023",-3.0,100 Meters,Commonwealth Coast Outdoor Performance List,Women
15,"Rodriguez, Alyssa",SO-2,Suffolk,13.87,Tufts Snowflake Classic,"Apr 1, 2023",-0.7,100 Meters,Commonwealth Coast Outdoor Performance List,Women
16,"Walsh, Amanda",FR-1,Roger Williams,13.90,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.0,100 Meters,Commonwealth Coast Outdoor Performance List,Women
17,"Woo, Nicole",FR-1,Endicott,13.91,Regis Spring Classic - 2023,"Apr 6, 2023",0.1,100 Meters,Commonwealth Coast Outdoor Performance List,Women
18,"Dickens, Kinneal",SO-2,Endicott,13.93,Tufts Snowflake Classic,"Apr 1, 2023",-0.7,100 Meters,Commonwealth Coast Outdoor Performance List,Women
19,"Merritt, Ceirra",FR-1,U. of New England,13.95,Tufts Snowflake Classic,"Apr 1, 2023",+0.0,100 Meters,Commonwealth Coast Outdoor Performance List,Women
20,"Aylwin, Sarah",SO-2,Endicott,13.97,Tufts Snowflake Classic,"Apr 1, 2023",+0.0,100 Meters,Commonwealth Coast Outdoor Performance List,Women
21,"Kester, Lara",JR-3,Roger Williams,14.02,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.0,100 Meters,Commonwealth Coast Outdoor Performance List,Women
22,"Forrister, Sarah",FR-1,Suffolk,14.13,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",-0.8,100 Meters,Commonwealth Coast Outdoor Performance List,Women
23,"Goswami, Meena",FR-1,Salve Regina,14.14,Jerry Gravel Classic,"Apr 15, 2023",2.3,100 Meters,Commonwealth Coast Outdoor Performance List,Women
24,"Subat, Allison",SO-2,Gordon,14.18,2023 UMass-Lowell Invitational,"Mar 24, 2023",0.1,100 Meters,Commonwealth Coast Outdoor Performance List,Women
25,"Seabury, Mary",JR-3,Nichols,14.23,Jonathan Tymann Invitational,"Apr 8, 2023",2.2,100 Meters,Commonwealth Coast Outdoor Performance List,Women
26,"Dukas, Deanna",FR-1,Endicott,14.24,Tufts Snowflake Classic,"Apr 1, 2023",+0.0,100 Meters,Commonwealth Coast Outdoor Performance List,Women
27,"Dennis, Maura",SO-2,Roger Williams,14.34,BSU Invite,"Mar 25, 2023",0.1,100 Meters,Commonwealth Coast Outdoor Performance List,Women
28,"Ireland, Jaylee",SO-2,U. of New England,14.36,SILFEN INVITATIONAL 2023,"Apr 14, 2023",0.5,100 Meters,Commonwealth Coast Outdoor Performance List,Women
29,"McHugh, Olivia",JR-3,Salve Regina,14.38,Jerry Gravel Classic,"Apr 15, 2023",2.3,100 Meters,Commonwealth Coast Outdoor Performance List,Women
30,"Quinlan, Kara",FR-1,Endicott,14.56,Jonathan Tymann Invitational,"Apr 8, 2023",2.2,100 Meters,Commonwealth Coast Outdoor Performance List,Women
1,"Backert, Joshua",JR-3,Gordon,22.84,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.0,200 Meters,Commonwealth Coast Outdoor Performance List,Men
2,"Stehlik, Scott",SO-2,Wentworth,23.08,Jonathan Tymann Invitational,"Apr 8, 2023",-1.3,200 Meters,Commonwealth Coast Outdoor Performance List,Men
3,"Murphy, Matthew",SR-4,Wentworth,23.11,BSU Invite,"Mar 25, 2023",-0.5,200 Meters,Commonwealth Coast Outdoor Performance List,Men
